@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|port_aid|port_ipaddr|port_num|product_type|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan
10.204.8.194/9|10.204.8.194/9|10.204.8.194/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLXD0DW|JUNIPER MX SERIES|10.204.241.170|149.9.0.21||ge-1/0/2|||NNI|||||JU101/GE1N/DYBHFLMASR1/ORLDFLXD0DW||CIENA NTE|Y||4092
10.204.10.33/5|10.204.10.33/5|10.204.10.33/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|01/UNIC/000111/ST|||CIENA NTE|Y||
10.204.84.166/1|10.204.84.166/1|10.204.84.166/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||0||||||||||UNI|||9|02/SANT/003331/UK|||CIENA NTE|Y||
10.204.176.105/10|10.204.176.105/10|10.204.176.105/10|NFO-MOBILITY|NTE|NTE|true|B|10||0||DYBHFLMAH42|CIENA EMUX|10.204.176.77|||1|||NNI|||||D101G/GE1N/DYBHFLHU9BW/DYBHFLMAH42||CIENA NTE|Y||4092
10.204.90.109/26|10.204.90.109/26|10.204.90.109/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVAA56W|JUNIPER MX SERIES|12.81.161.160|8.8.0.154||ge-0/0/0|||NNI|||||S102G/GE1N/CRCYNVAA56W/CRCYNVHD9AW||CIENA NTE|Y||
10.204.166.106/25|10.204.166.106/25|10.204.166.106/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMNHG1|JUNIPER MX SERIES|12.81.161.211|8.8.0.198||ge-5/0/0|||NNI|||||A101Z/GE1N/DYBHFLMNHG1/DYBHFLMNHG2||CIENA NTE|N||
10.204.84.92/2|10.204.84.92/2|10.204.84.92/2|NFO-MOBILITYUNI|NTE|NTE|true|S|2||0||||||||||UNI|||9|01/FGTY/897867/GH|||CIENA NTE|Y||
10.204.200.105/25|10.204.200.105/25|10.204.200.105/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL24D5Q|CIENA EMUX||||24|||NNI|||||S101F/GE1N/ORLDFL24D5Q/ORLDFL24486||CIENA NTE|N||4092
192.168.113.202/101|192.168.113.202/101|192.168.113.202/101|NTE-CFO|IPAG|NTE|true|S|101||1||||||||||UNI||||86/KQGN/503226/PT|||ADTRAN 800 SERIES|Y||
10.204.90.216/10|10.204.90.216/10|10.204.90.216/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVAA51W|JUNIPER MX SERIES||||1.2/7|||NNI|||||A101P/GE1N/CRCYNVAA51W/CRCYNVAA89E||CIENA NTE|N||
192.168.113.86/25|192.168.113.86/25|192.168.113.86/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNTCCA0111W|JUNIPER MX SERIES|192.168.112.44|10.144.0.155||ge-1/3/1|||NNI|||||JU102/GE1N/SNJSCASAH03/SNTCCA0111W||CIENA NTE|Y||4092
10.204.135.192/9|10.204.135.192/9|10.204.135.192/9|NTE-CFO|IPAG|NTE|true|S|9||0||||||||||UNI|||11|86/KSGN/506728/PT|||CIENA NTE|Y||
10.204.132.129/9|10.204.132.129/9|10.204.132.129/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/0/0|||NNI|||||JU101/GE1N/GSVLFLANAC1/GSVLFLANQMD||CIENA NTE|N||4092
192.168.113.181/201|192.168.113.181/201|192.168.113.181/201|NTE-CFO|IPAG|NTE|true|B|201||0||||||||||UNI||||85/KQGN/654321/SB|||ADTRAN 800 SERIES|Y||
10.204.83.200/9|10.204.83.200/9|10.204.83.200/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAB66|JUNIPER MX SERIES|10.204.241.107|150.0.0.162||ge-0/0/4|||NNI|||||F102G/GE1N/CRCYNVMABBB/CRCYNVMAB66||CIENA NTE|Y||4092
10.204.132.133/12|10.204.132.133/12|10.204.132.133/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||GSVLFLANH05|JUNIPER MX SERIES|10.204.243.101|143.0.68.227||xe-7/1/1|||NNI|AAF-SECONDARY||||JP102/GE10/GSVLFLANH05/GSVLFLSTW11|JP103/GE10/GSVLFLANH06/GSVLFLSTW11|CIENA NTE|Y||4092
10.204.85.96/9|10.204.85.96/9|10.204.85.96/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD05|JUNIPER MX SERIES|10.204.242.137|149.0.3.216||ge-0/0/3|||NNI|||||JU102/GE1N/CRCYNVMAD05/CRCYNVMA7W2||CIENA NTE|Y||4092
10.204.32.80/9|10.204.32.80/9|10.204.32.80/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLDN0DW|JUNIPER MX SERIES|10.204.241.112|150.0.0.167||ge-2/0/5|||NNI|||||D101F/GE1N/ORLDFLDN0DW/ORLDFLDN002||CIENA NTE|N||4092
10.204.80.139/27|10.204.80.139/27|10.204.80.139/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||25|23/KRFN/617281/NV||23/KRFN/899182/NV|CIENA NTE|Y||
10.204.134.217/25|10.204.134.217/25|10.204.134.217/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||ANHMCACL0WW|CIENA EMUX|10.204.134.216|||1.1|||NNI|||||JU104/GE1N/ANHMCACL0WW/ANHMCACL1AW||CIENA NTE|Y||4092
10.204.11.145/2|10.204.11.145/2|10.204.11.145/2|NTE-CFO|IPAG|NTE|true|B|2||0||||||||||UNI|||9|43/KQGN/817201/SB|||CIENA NTE|Y||
192.168.113.48/2|192.168.113.48/2|192.168.113.48/2|NTE-CFO|IPAG|NTE|true|B|2||2||||||||||UNI|||10|58/KQGN/700276/SB|||CIENA NTE|Y||
10.204.9.95/22|10.204.9.95/22|10.204.9.95/22|NFO-EMUX|EMUX|NTE|true|B|22||1||DYBHFLMAH72|JUNIPER MX SERIES|10.204.242.46|149.9.0.29||ge-5/0/0|||NNI|||||Y102A/GE1N/DYBHFLMAH72/DYBHFLMAW30||CIENA EMUX|||
10.204.90.239/1|10.204.90.239/1|10.204.90.239/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|12/VNBG/132546/SK|||CIENA NTE|Y||
10.204.85.13/10|10.204.85.13/10|10.204.85.13/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVMAD02|JUNIPER MX SERIES|10.204.242.117|149.0.3.198||ge-3/0/2|||NNI|AAF-SECONDARY||||M101N/GE1N/CRCYNVAA1ZA/CRCYNVMAD02|M101N/GE1N/CRCYNVAA1ZA/CRCYNVMAD01|CIENA NTE|N||4092
10.204.90.230/25|10.204.90.230/25|10.204.90.230/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAXS1|JUNIPER MX SERIES|12.81.162.10|8.8.0.239||ge-3/0/0|||NNI|||||D101F/GE1N/CRCYNVAAXS1/CRCYNVAAXS2||CIENA NTE|Y||
10.204.114.196/22|10.204.114.196/22|10.204.114.196/22|NFO-EMUX|EMUX|NTE|true|S|22||1||SNJSCA020GW|JUNIPER MX SERIES|10.204.246.224|12.80.72.8||ge-2/1/6|||NNI|||||JU104/GE1N/SNJSCA020GW/SNJSCA0200W||CIENA EMUX|||
10.204.176.75/25|10.204.176.75/25|10.204.176.75/25|NFO-MOBILITY|NTE|NTE|true|B|25||0||DYBHFLMA51W|JUNIPER MX SERIES|10.204.246.144|12.80.0.207||ge-0/0/0|||NNI|||||101/GE1N/DYBHFLHU2AW/DYBHFLMA51W||CIENA NTE|Y||4092
10.204.160.80/26|10.204.160.80/26|10.204.160.80/26|NFO-MOBILITY|NTE|NTE|true|B|26||1||RLGHNCMOPS1|JUNIPER MX SERIES|10.204.246.124|12.82.100.7||ge-5/0/1|||NNI|||||S102G/GE1N/RLGHNCMOPS1/RLGHNCMOPS2||CIENA NTE|N||
10.204.144.80/5|10.204.144.80/5|10.204.144.80/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|90/KRFN/232125/SB|||CIENA NTE|Y||
10.204.8.74/25|10.204.8.74/25|10.204.8.74/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAWBV|JUNIPER MX SERIES|12.122.123.114|150.0.0.46||ge-5/0/1|||NNI|||||A101C/GE1N/DYBHFLMAWBP/DYBHFLMAWBV||CIENA NTE|N||4092
10.204.10.33/9|10.204.10.33/9|10.204.10.33/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-2/1/3|||NNI|||||JU101/GE1N/DYBHFLMALV1/DYBHFLMAL08||CIENA NTE|Y||4092
10.204.10.45/25|10.204.10.45/25|10.204.10.45/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-3/0/3|||NNI|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMA682||CIENA NTE|Y||4092
10.204.90.244/26|10.204.90.244/26|10.204.90.244/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVAAI56|JUNIPER MX SERIES|12.81.162.36|8.8.1.5||ge-0/0/1|||NNI|||||P101Y/GE1N/CRCYNVAAI56/CRCYNVAAN26||CIENA NTE|N||
10.204.1.87/23|10.204.1.87/23|10.204.1.87/23|NFO-MOBILITYUNI|NTE|NTE|true|S|23||23||||||||||UNI|||25|35/KQFN/128103/PT|||CIENA NTE|Y||
10.204.9.92/21|10.204.9.92/21|10.204.9.92/21|NFO-EMUX|EMUX|NTE|true|B|21||1||DYBHFLMAW27|JUNIPER MX SERIES|10.204.242.44|149.9.0.27||ge-2/0/0|||NNI|||||101/GE1N/DYBHFLMAW27/DYBHFLMAW28||CIENA EMUX|||
10.204.10.71/9|10.204.10.71/9|10.204.10.71/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-1/0/0|||NNI|||||JU101/GE1N/DYBHFLMBFV4/DYBHFLMB2MX||CIENA NTE|Y||4092
10.204.82.238/1|10.204.82.238/1|10.204.82.238/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|00/KRFN/091411/NV|||CIENA NTE|Y||
10.204.208.93/1|10.204.208.93/1|10.204.208.93/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|55/UNIF/541265/KK|||CIENA NTE|Y||
10.204.161.22/11|10.204.161.22/11|10.204.161.22/11|NFO-MOBILITY|NTE|NTE|true|B|11||1||JCVLFLWTH04|JUNIPER MX SERIES|10.204.244.77|143.0.24.162||xe-5/0/0|||NNI|||||JP103/GE10/JCVLFLWTH04/JCVLFLWTX6X||CIENA NTE|Y||4092
10.204.200.112/21|10.204.200.112/21|10.204.200.112/21|NFO-EMUX|EMUX|NTE|true|B|21||0||ORLDFL24Q10|JUNIPER MX SERIES|10.204.246.205|12.82.0.62||ge-3/0/8|||NNI|||||A102S/GE1N/ORLDFL24A92/ORLDFL24Q10||CIENA EMUX|||
10.204.83.166/1|10.204.83.166/1|10.204.83.166/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|97/KRFN/890890/NV|||CIENA NTE|Y||
10.204.9.106/9|10.204.9.106/9|10.204.9.106/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAI28|JUNIPER MX SERIES|10.204.241.92|150.0.0.148||ge-1/0/5|||NNI|||||JU101/GE1N/DYBHFLMAI28/DYBHFLMA1A3||CIENA NTE|Y||4092
10.204.84.136/1|10.204.84.136/1|10.204.84.136/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||0||||||||||UNI|||9|19/UNIS/213103/SR|||CIENA NTE|Y||
10.204.90.88/1/6|10.204.90.88/1/6|10.204.90.88/1/6|NFO-TA5000|TA5000|NTE|true|S|6||6||CRCYNVHF7AW|ADTRAN 800 SERIES|10.204.90.114||org.mozilla.javascript.UniqueTag@2d45a8c: NOT_FOUND|2|||NNI|||||23/KQGN/881918 //NV||ADTRAN 5000 SERIES|N||
10.204.11.218/12|10.204.11.218/12|10.204.11.218/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||DYBHFLMCV04|JUNIPER MX SERIES|10.204.243.47|143.0.68.175||xe-0/0/0|||NNI|AAF-SECONDARY||||JP101/GE10/DYBHFLMCV04/DYBHFLMCV07|JP101/GE10/DYBHFLMCV03/DYBHFLMCV07|CIENA NTE|N||4092
10.204.166.104/25|10.204.166.104/25|10.204.166.104/25|NFO-MOBILITY|NTE|NTE|true|B|25||0||DYBHFLMN51W|JUNIPER MX SERIES|10.204.247.231|8.8.0.6||1.3/1|||NNI|||||A101Z/GE1N/DYBHFLMNNG2/DYBHFLMN51W||CIENA NTE|N||
10.204.1.108/17|10.204.1.108/17|10.204.1.108/17|NFO-MOBILITYUNI|NTE|NTE|true|S|17||17||||||||||UNI|||25|35/KQFN/128321/PT|||CIENA NTE|Y||
10.204.30.65/2|10.204.30.65/2|10.204.30.65/2|NFO-MOBILITY|NTE|NTE|true|S|2||1||SNJSCAALW02|CIENA NTE|10.204.34.64|||25|||NNI|||||JU104/GE1N/SNJSCAALW02/SNJSCADR0AW||CIENA EMUX|N||4092
192.168.95.31/10|192.168.95.31/10|192.168.95.31/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||SNTCCA0111W|JUNIPER MX SERIES|192.168.112.44|10.144.0.155||ge-1/2/8|4091||NNI|||||JU112/GE1N/SNJSCA1A002/SNTCCA0111W||CIENA NTE|Y||4092
10.204.8.73/28|10.204.8.73/28|10.204.8.73/28|NTE-CFO|IPAG|NTE|true|B|28||0||||||||||UNI|||25|15/KRFN/061090/SB|||CIENA NTE|Y||
10.204.65.127/25|10.204.65.127/25|10.204.65.127/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL32ZSA|JUNIPER MX SERIES|12.122.122.235|12.123.80.197||ge-1/3/0|||NNI|||||JU102/GE1N/ORLDFL32K58/ORLDFL32ZSA||CIENA NTE|N||4092
192.168.113.48/7|192.168.113.48/7|192.168.113.48/7|NTE-CFO|IPAG|NTE|true|B|7||7||||||||||UNI|||10|85/KQGN/100163/SB|||CIENA NTE|Y||
10.204.81.125/25|10.204.81.125/25|10.204.81.125/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-2/1/2|||NNI|AAF-PRIMARY||||JU102/GE1N/SNJSCAHUDK1/SNJSCAHUELE|JU101/GE1N/SNJSCAHUDK3/SNJSCAHUELE|CIENA NTE|Y||4092
135.16.243.66/5|135.16.243.66/5|135.16.243.66/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|10/KRFN/120213/SB|||CIENA NTE|Y||
10.204.1.109/20|10.204.1.109/20|10.204.1.109/20|NFO-MOBILITYUNI|NTE|NTE|true|S|20||20||||||||||UNI|||25|35/KQFN/128248/PT|||CIENA NTE|Y||
10.204.10.230/9|10.204.10.230/9|10.204.10.230/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB1MX|JUNIPER MX SERIES|10.204.243.40|143.0.68.168||ge-1/0/2|||NNI|||||JU102/GE1N/DYBHFLMB1MX/DYBHFLMB141||CIENA NTE|N||4092
10.204.8.118/5|10.204.8.118/5|10.204.8.118/5|NTE-CFO|IPAG|NTE|true|B|5||5||||||||||UNI|||9|12/JNHY/968574/MN|||CIENA NTE|Y||
10.204.80.250/27|10.204.80.250/27|10.204.80.250/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||26|03/KRFJ/090311/SB|||CIENA NTE|Y||
10.204.82.18/25|10.204.82.18/25|10.204.82.18/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAH2B|JUNIPER MX SERIES|12.122.123.51|12.123.80.237||ge-1/0/5|||NNI|||||D101F/GE1N/CRCYNVAAH2B/CRCYNVAAH2M||CIENA NTE|Y||4092
10.204.11.161/9|10.204.11.161/9|10.204.11.161/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/0/0|||NNI|||||E101Y/GE1N/DYBHFLMA3H2/DYBHFLMA308||CIENA NTE|N||4092
10.204.81.176/28|10.204.81.176/28|10.204.81.176/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|02/KRFN/270185/NV|||CIENA NTE|Y||
10.204.90.215/27|10.204.90.215/27|10.204.90.215/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||25|55/KQGN/859220/NV|||CIENA NTE|Y||
10.204.132.130/24|10.204.132.130/24|10.204.132.130/24|NFO-EMUX|EMUX|NTE|true|B|24||1||GSVLFLANAC2|JUNIPER MX SERIES|10.204.243.115|143.0.68.241||ge-0/0/1|||NNI|||||104/GE1N/GSVLFLANAC2/GSVLFLAN01T||CIENA EMUX|||
10.204.64.180/SM-B/1|10.204.64.180/SM-B/1|10.204.64.180/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|1||0||ORLDFL32PB1|JUNIPER MX SERIES|12.122.122.55|12.123.80.29||ge-1/0/7|||NNI|||||J102H/GE1N/ORLDFL32LP2/ORLDFL32PB1||ADTRAN 5000 SERIES|||
10.204.84.4/9|10.204.84.4/9|10.204.84.4/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAW73|JUNIPER MX SERIES|143.1.33.33|143.0.68.46||ge-0/0/0|||NNI|DA||||JU102/GE1N/CRCYNVMAL40/CRCYNVMAW73|JU101/GE1N/CRCYNVMAL41/CRCYNVMAW73|CIENA NTE|Y||4092
10.204.67.140/10|10.204.67.140/10|10.204.67.140/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-4/0/3|4091||NNI|||||JU102/GE1N/ORLDFLMAZ1Z/ORLDFLMA51W||CIENA NTE|N||
10.204.10.166/5|10.204.10.166/5|10.204.10.166/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|DA||9|13/AKSH/270712/AY||12/AKSH/270712/AY|CIENA NTE|Y||
10.204.80.97/25|10.204.80.97/25|10.204.80.97/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA3IP|JUNIPER MX SERIES|12.122.122.53|12.123.80.27||ge-1/1/8|||NNI|||||B101N/GE1N/CRCYNVAA3IP/CRCYNVHU9LH||CIENA NTE|N||4092
10.204.85.74/5|10.204.85.74/5|10.204.85.74/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|DA||9|31/KRFN/270190/NV||30/KRFN/270190/NV|CIENA NTE|Y||
10.204.84.128/26|10.204.84.128/26|10.204.84.128/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVMAW72|JUNIPER MX SERIES|143.1.33.31|143.0.68.44||ge-0/0/3|||NNI|AAF-SECONDARY||||JU102/GE1N/CRCYNVMAL14/CRCYNVMAW72|JU103/GE1N/CRCYNVMAL14/CRCYNVMAW71|CIENA NTE|Y||4092
10.204.82.94/25|10.204.82.94/25|10.204.82.94/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-4/0/0|||NNI|||||101/GE1N/RENONVYAN3Q/RENONVYAY3Q||CIENA NTE|Y||4092
192.168.113.180/SM-A/1|192.168.113.180/SM-A/1|192.168.113.180/SM-A/1|NFO-TA5000|TA5000|NTE|true|B|1||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/1/0|||NNI|||||JU132/GE1N/ORLDFLMA51W/ORLDFLPC61W||ADTRAN 5000 SERIES|||
10.204.201.6/25|10.204.201.6/25|10.204.201.6/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFLRCW01|CIENA EMUX|10.204.200.157|||1|||NNI|||||JU103/GE1N/ORLDFLRCW01/ORLDFLSOWAH||CIENA NTE|N||
10.204.132.172/9|10.204.132.172/9|10.204.132.172/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANH03|JUNIPER MX SERIES|10.204.243.117|143.0.68.243||ge-1/0/0|||NNI|AAF-PRIMARY||||JU101/GE1N/GSVLFLANH03/GSVLFLAN1QW|JU102/GE1N/GSVLFLANH04/GSVLFLAN1QW|CIENA NTE|Y||4092
10.204.85.47/12|10.204.85.47/12|10.204.85.47/12|NFO-MOBILITY|NTE|NTE|true|S|12||1||CRCYNVMAV37|JUNIPER MX SERIES|10.204.242.174|149.0.3.243||xe-4/1/0|4091||NNI|||||JP103/GE10/CRCYNVMAP1A/CRCYNVMAV37||CIENA NTE|Y||
10.204.1.118/21|10.204.1.118/21|10.204.1.118/21|NFO-MOBILITYUNI|NTE|NTE|true|S|21||21||||||||||UNI|||25|35/KQFN/128418/PT|||CIENA NTE|Y||
10.204.83.159/1|10.204.83.159/1|10.204.83.159/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|25/UMES/292925/UM|||CIENA NTE|Y||
10.204.84.72/28|10.204.84.72/28|10.204.84.72/28|NFO-MOBILITYUNI|NTE|NTE|true|S|28||0||||||||||UNI|||25|31/KRFN/061090/NV|||CIENA NTE|Y||
10.204.80.234/4|10.204.80.234/4|10.204.80.234/4|NTE-CFO|IPAG|NTE|true|S|4||4||||||||||UNI|||25|01/KIT2/032511/SB|||CIENA NTE|Y||
10.204.200.178/22|10.204.200.178/22|10.204.200.178/22|NFO-EMUX|EMUX|NTE|true|B|22||1||RLGHNCMA24K|JUNIPER MX SERIES|10.204.247.20|12.80.72.25||ge-2/0/0|||NNI|||||P102S/GE1N/RLGHNCMA24K/RLGHNCMA25K||CIENA EMUX|||
192.168.113.175/9|192.168.113.175/9|192.168.113.175/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLPC51W|CIENA EMUX|192.168.113.147|||1|||NNI|||||JU101/GE1N/ORLDFLPC51W/ORLHFLVVH01||CIENA NTE|Y||4092
10.204.1.109/4|10.204.1.109/4|10.204.1.109/4|NFO-MOBILITYUNI|NTE|NTE|true|S|4||4||||||||||UNI|||25|35/KQFN/128232/PT|||CIENA NTE|Y||
10.204.10.171/9|10.204.10.171/9|10.204.10.171/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-0/0/3|||NNI|||||JU101/GE1N/DYBHFLMA308/DYBHFLMA310||CIENA NTE|Y||4092
10.204.11.232/9|10.204.11.232/9|10.204.11.232/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/2/2|||NNI|||||JU102/GE1N/DYBHFLMCAB1/DYBHFLMCV22||CIENA NTE|Y||4092
192.168.113.180/21/9|192.168.113.180/21/9|192.168.113.180/21/9|NFO-MOBILITY|NTE|NTE|true|B|9||9||ORLEFLUWH01|ADTRAN 800 SERIES|192.168.113.182||org.mozilla.javascript.UniqueTag@2d45a8c: NOT_FOUND|7|||NNI|||||58/KQGN/700315/SB_220648||ADTRAN 5000 SERIES|Y||4092
10.204.90.213/25|10.204.90.213/25|10.204.90.213/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||CRCYNVAA56W|JUNIPER MX SERIES|12.81.161.160|8.8.0.154||ge-0/3/5|||NNI|||||D101F/GE1N/CRCYNVAAZR1/CRCYNVAA56W||CIENA NTE|N||
10.204.81.2/28|10.204.81.2/28|10.204.81.2/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|DA||25|21/KRFJ/100311/SB||20/KRFJ/100311/SB|CIENA NTE|Y||
10.204.11.141/1|10.204.11.141/1|10.204.11.141/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||10|00/UNIF/121412/SP|||CIENA NTE|Y||
10.204.84.235/9|10.204.84.235/9|10.204.84.235/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-0/0/3|||NNI|AAF-PRIMARY||||JU101/GE1N/CRCYNVMAD01/CRCYNVMA3C3|JU101/GE1N/CRCYNVMAD02/CRCYNVMA3C3|CIENA NTE|N||4092
10.204.83.131/1|10.204.83.131/1|10.204.83.131/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|68/SAHG/871189/SD|||CIENA NTE|Y||
10.204.200.173/26|10.204.200.173/26|10.204.200.173/26|NFO-MOBILITY|NTE|NTE|true|B|26||1||RLGHNCMOSS4|CIENA EMUX|10.204.160.134|||5|||NNI|||||Y101D/GE1N/RLGHNCMAVB9/RLGHNCMOSS4||CIENA NTE|Y||4092
10.204.84.89/1|10.204.84.89/1|10.204.84.89/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||0||||||||||UNI|||9|12/UNIS/122661/FL|||CIENA NTE|Y||
10.204.82.223/5|10.204.82.223/5|10.204.82.223/5|NTE-CFO|IPAG|NTE|true|S|5||5||||||||||UNI|||9|35/DXBY/987567/JG|||CIENA NTE|Y||
10.204.204.132/SM-A/1|10.204.204.132/SM-A/1|10.204.204.132/SM-A/1|NFO-TA5000|TA5000|NTE|true|B|1||1||BRHMALHW1SW|JUNIPER MX SERIES|10.204.245.191|12.82.40.107||ge-1/0/0|||NNI|||||JU101/GE1N/BRHMALHW1SW/BRHMALHW2GW||ADTRAN 5000 SERIES|||
10.204.200.219/22|10.204.200.219/22|10.204.200.219/22|NFO-EMUX|EMUX|NTE|true|B|22||0||ORLDFL24FIP|JUNIPER MX SERIES|10.204.246.168|12.82.0.53||ge-3/0/3|||NNI|||||102/GE1N/ORLDFL24EX1/ORLDFL24FIP||CIENA EMUX|||
10.204.84.111/10|10.204.84.111/10|10.204.84.111/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVMAAM1|JUNIPER MX SERIES|12.122.122.103|148.0.131.175||ge-1/2/0|||NNI|AAF-SECONDARY||||JU101/GE1N/CRCYNVMAAM1/CRCYNVMAU2U|JU101/GE1N/CRCYNVMAFM3/CRCYNVMAU2U|CIENA NTE|N||4092
10.204.84.197/9|10.204.84.197/9|10.204.84.197/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAW71|JUNIPER MX SERIES|143.1.33.30|143.0.68.43||ge-0/0/5|||NNI|||||JU101/GE1N/CRCYNVMAW71/CRCYNVMA1K0||CIENA NTE|Y||4092
10.204.84.50/1|10.204.84.50/1|10.204.84.50/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||0||||||||||UNI|||9|19/UNIS/190337/SR|||CIENA NTE|Y||
10.204.83.158/9|10.204.83.158/9|10.204.83.158/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAI41|JUNIPER MX SERIES|10.204.241.113|150.0.0.168||ge-5/1/0|||NNI|||||JU101/GE1N/CRCYNVMAI41/CRCYNVMAT11||CIENA NTE|Y||4092
