@rel(Composed_Of)
@from(PE_Device)key|@to(PE_PPort)key
10.204.250.209|10.204.250.209/Fa0/1
10.204.241.12|10.204.241.12/FastEthernet0/8
10.204.244.170|10.204.244.170/FastEthernet0/8
10.204.241.8|10.204.241.8/FastEthernet0/21
10.204.250.145|10.204.250.145/Gi0/2
10.204.241.11|10.204.241.11/FastEthernet0/22
10.204.241.88|10.204.241.88/FastEthernet0/15
10.204.244.46|10.204.244.46/FastEthernet0/14
10.204.250.197|10.204.250.197/Fa0/1
12.82.126.212|12.82.126.212/FastEthernet 0/0
10.204.241.1|10.204.241.1/FastEthernet0/11
10.204.233.112|10.204.233.112/Gi0/2
10.204.250.98|10.204.250.98/Gi0/2
10.204.241.3|10.204.241.3/FastEthernet0/8
12.82.126.20|12.82.126.20/FastEthernet 0/0
10.204.244.170|10.204.244.170/FastEthernet0/1
10.204.241.8|10.204.241.8/FastEthernet0/13
10.204.244.4|10.204.244.4/GigabitEthernet0/2
10.204.244.197|10.204.244.197/GigabitEthernet0/3
10.204.244.248|10.204.244.248/FastEthernet0/2
12.123.104.212|12.123.104.212/GigabitEthernet0/2
10.204.242.50|10.204.242.50/FastEthernet0/5
10.204.241.8|10.204.241.8/FastEthernet0/8
10.204.244.131|10.204.244.131/FastEthernet0/4
12.123.115.12|12.123.115.12/GigabitEthernet0/1
10.204.244.235|10.204.244.235/FastEthernet0/18
10.204.241.8|10.204.241.8/FastEthernet0/9
148.0.15.164|148.0.15.164/GigabitEthernet0/1
10.204.244.131|10.204.244.131/FastEthernet0/18
12.123.105.100|12.123.105.100/GigabitEthernet0/2
10.204.241.2|10.204.241.2/FastEthernet0/13
10.204.233.84|10.204.233.84/Gi0/2
10.204.241.12|10.204.241.12/FastEthernet0/9
10.204.244.235|10.204.244.235/FastEthernet0/23
10.204.241.2|10.204.241.2/FastEthernet0/24
10.204.244.235|10.204.244.235/FastEthernet0/16
10.204.250.132|10.204.250.132/Fa0/1
10.204.233.70|10.204.233.70/Gi0/2
10.204.250.145|10.204.250.145/Fa0/1
10.204.250.6|10.204.250.6/Fa0/1
12.123.106.116|12.123.106.116/GigabitEthernet0/1
12.82.124.212|12.82.124.212/FastEthernet 0/0
148.0.15.148|148.0.15.148/GigabitEthernet0/0
10.204.241.8|10.204.241.8/FastEthernet0/24
10.204.250.27|10.204.250.27/Gi0/2
10.204.250.113|10.204.250.113/Gi0/2
10.204.250.137|10.204.250.137/Gi0/2
10.204.244.197|10.204.244.197/FastEthernet0/23
10.204.250.13|10.204.250.13/Fa0/1
10.204.244.4|10.204.244.4/FastEthernet0/16
10.204.241.0|10.204.241.0/FastEthernet0/5
10.204.244.2|10.204.244.2/FastEthernet0/12
10.204.250.111|10.204.250.111/Gi0/2
12.82.2.4|12.82.2.4/FastEthernet 0/0
10.204.242.50|10.204.242.50/FastEthernet0/19
12.82.90.132|12.82.90.132/FastEthernet 0/0
10.204.244.46|10.204.244.46/FastEthernet0/18
10.204.244.235|10.204.244.235/GigabitEthernet0/2
12.82.110.156|12.82.110.156/FastEthernet 0/0
12.123.115.36|12.123.115.36/GigabitEthernet0/1
143.0.11.212|143.0.11.212/GigabitEthernet0/0
10.204.250.178|10.204.250.178/Gi0/2
12.123.109.180|12.123.109.180/5
10.204.244.197|10.204.244.197/FastEthernet0/21
10.204.250.115|10.204.250.115/Gi0/2
10.204.241.3|10.204.241.3/FastEthernet0/11
10.204.250.119|10.204.250.119/Fa0/1
10.204.241.0|10.204.241.0/FastEthernet0/24
12.123.109.180|12.123.109.180/GigabitEthernet0/0
10.204.233.82|10.204.233.82/Gi0/2
10.204.244.197|10.204.244.197/FastEthernet0/7
143.0.9.52|143.0.9.52/GigabitEthernet0/0
10.204.250.134|10.204.250.134/Gi0/2
10.204.241.12|10.204.241.12/FastEthernet0/22
10.204.244.46|10.204.244.46/FastEthernet0/24
10.204.241.11|10.204.241.11/FastEthernet0/24
10.204.244.4|10.204.244.4/FastEthernet0/9
10.204.244.197|10.204.244.197/FastEthernet0/10
12.82.102.124|12.82.102.124/FastEthernet 0/0
10.204.233.72|10.204.233.72/Gi0/2
10.204.241.1|10.204.241.1/FastEthernet0/19
10.204.241.8|10.204.241.8/FastEthernet0/2
10.204.233.100|10.204.233.100/Gi0/2
10.204.244.235|10.204.244.235/FastEthernet0/13
10.204.241.2|10.204.241.2/FastEthernet0/17
10.204.241.8|10.204.241.8/FastEthernet0/17
12.123.110.20|12.123.110.20/GigabitEthernet0/2
10.204.241.88|10.204.241.88/GigabitEthernet0/0
10.204.250.23|10.204.250.23/Gi0/2
12.123.116.36|12.123.116.36/GigabitEthernet0/0
10.204.241.1|10.204.241.1/FastEthernet0/21
10.204.244.170|10.204.244.170/FastEthernet0/24
10.204.244.248|10.204.244.248/FastEthernet0/24
10.204.241.88|10.204.241.88/FastEthernet0/18
10.204.244.248|10.204.244.248/GigabitEthernet0/2
10.204.241.3|10.204.241.3/FastEthernet0/15
12.82.74.132|12.82.74.132/FastEthernet 0/0
10.204.244.131|10.204.244.131/FastEthernet0/21
10.204.250.203|10.204.250.203/Fa0/1
10.204.244.248|10.204.244.248/FastEthernet0/15
10.204.241.5|10.204.241.5/GigabitEthernet0/2
10.204.250.148|10.204.250.148/Gi0/2
192.168.114.68|192.168.114.68/GigabitEthernet0/1
10.204.250.113|10.204.250.113/Fa0/1
10.204.244.131|10.204.244.131/FastEthernet0/6
10.204.244.131|10.204.244.131/FastEthernet0/9
10.204.244.4|10.204.244.4/FastEthernet0/17
10.204.241.88|10.204.241.88/FastEthernet0/23
12.123.117.36|12.123.117.36/GigabitEthernet0/1
192.168.114.108|192.168.114.108/GigabitEthernet0/2
10.204.250.219|10.204.250.219/Fa0/1
10.204.242.50|10.204.242.50/FastEthernet0/20
148.0.7.172|148.0.7.172/GigabitEthernet0/1/0
10.204.244.248|10.204.244.248/FastEthernet0/12
10.204.250.16|10.204.250.16/Fa0/1
10.204.241.3|10.204.241.3/FastEthernet0/19
10.204.241.88|10.204.241.88/FastEthernet0/22
10.204.241.2|10.204.241.2/FastEthernet0/19
10.204.244.4|10.204.244.4/FastEthernet0/4
10.204.250.180|10.204.250.180/Fa0/1
10.204.244.248|10.204.244.248/FastEthernet0/5
10.204.241.11|10.204.241.11/GigabitEthernet0/1
12.123.116.36|12.123.116.36/GigabitEthernet0/-4
10.204.241.88|10.204.241.88/FastEthernet0/16
10.204.241.12|10.204.241.12/FastEthernet0/3
12.123.109.180|12.123.109.180/GigabitEthernet0/2
10.204.244.46|10.204.244.46/FastEthernet0/5
10.204.233.121|10.204.233.121/Gi0/2
10.204.244.2|10.204.244.2/FastEthernet0/22
10.204.250.175|10.204.250.175/Fa0/1
10.204.250.16|10.204.250.16/Gi0/2
10.204.244.46|10.204.244.46/FastEthernet0/7
10.204.244.235|10.204.244.235/FastEthernet0/1
10.204.250.92|10.204.250.92/Gi0/2
10.204.233.75|10.204.233.75/Gi0/2
10.204.241.88|10.204.241.88/FastEthernet0/11
10.204.244.170|10.204.244.170/FastEthernet0/10
10.204.241.11|10.204.241.11/FastEthernet0/4
10.204.241.88|10.204.241.88/FastEthernet0/24
10.204.241.2|10.204.241.2/FastEthernet0/1
10.204.250.6|10.204.250.6/Gi0/2
10.204.250.8|10.204.250.8/Gi0/2
10.204.241.8|10.204.241.8/FastEthernet0/18
10.204.250.24|10.204.250.24/Gi0/2
148.0.15.164|148.0.15.164/GigabitEthernet0/3/0
10.204.244.131|10.204.244.131/FastEthernet0/11
10.204.241.1|10.204.241.1/FastEthernet0/6
10.204.250.143|10.204.250.143/Fa0/1
10.204.233.71|10.204.233.71/Gi0/2
10.204.250.218|10.204.250.218/Fa0/1
12.123.106.116|12.123.106.116/GigabitEthernet0/0
10.204.244.2|10.204.244.2/FastEthernet0/2
10.204.250.100|10.204.250.100/Gi0/2
10.204.244.4|10.204.244.4/FastEthernet0/6
10.204.244.235|10.204.244.235/FastEthernet0/14
10.204.244.4|10.204.244.4/FastEthernet0/18
10.204.244.197|10.204.244.197/GigabitEthernet0/2
10.204.241.51|10.204.241.51/FastEthernet0/17
10.204.241.3|10.204.241.3/FastEthernet0/24
10.204.250.135|10.204.250.135/Gi0/2
10.204.241.0|10.204.241.0/FastEthernet0/21
12.82.78.132|12.82.78.132/FastEthernet 0/0
10.204.241.51|10.204.241.51/FastEthernet0/4
10.204.250.21|10.204.250.21/Fa0/1
12.123.103.140|12.123.103.140/GigabitEthernet0/0
10.204.241.11|10.204.241.11/FastEthernet0/1
12.123.105.76|12.123.105.76/GigabitEthernet0/0
10.204.244.197|10.204.244.197/FastEthernet0/5
10.204.250.156|10.204.250.156/Gi0/2
10.204.242.50|10.204.242.50/FastEthernet0/9
10.204.241.8|10.204.241.8/FastEthernet0/23
10.204.244.4|10.204.244.4/FastEthernet0/22
12.82.116.44|12.82.116.44/FastEthernet 0/0
10.204.241.0|10.204.241.0/FastEthernet0/10
12.123.104.212|12.123.104.212/GigabitEthernet0/1
12.123.105.156|12.123.105.156/5
10.204.241.12|10.204.241.12/FastEthernet0/21
10.204.250.151|10.204.250.151/Gi0/2
10.204.233.87|10.204.233.87/Gi0/2
10.204.244.131|10.204.244.131/FastEthernet0/24
10.204.241.8|10.204.241.8/FastEthernet0/4
12.82.106.156|12.82.106.156/FastEthernet 0/0
10.204.244.170|10.204.244.170/FastEthernet0/5
12.82.124.84|12.82.124.84/FastEthernet 0/0
10.204.241.11|10.204.241.11/FastEthernet0/11
10.204.250.128|10.204.250.128/Fa0/1
10.204.241.12|10.204.241.12/FastEthernet0/12
10.204.244.131|10.204.244.131/FastEthernet0/8
10.204.244.46|10.204.244.46/FastEthernet0/19
10.204.250.100|10.204.250.100/Fa0/1
12.82.106.132|12.82.106.132/FastEthernet 0/0
148.0.11.52|148.0.11.52/GigabitEthernet0/1/0
10.204.250.94|10.204.250.94/Fa0/1
10.204.250.124|10.204.250.124/Fa0/1
10.204.244.170|10.204.244.170/FastEthernet0/18
10.204.244.235|10.204.244.235/FastEthernet0/7
10.204.244.170|10.204.244.170/FastEthernet0/7
10.204.250.199|10.204.250.199/Fa0/1
10.204.244.4|10.204.244.4/FastEthernet0/11
10.204.241.0|10.204.241.0/FastEthernet0/19
12.82.126.156|12.82.126.156/FastEthernet 0/0
10.204.244.46|10.204.244.46/FastEthernet0/8
10.204.250.135|10.204.250.135/Fa0/1
148.0.4.52|148.0.4.52/GigabitEthernet0/2
10.204.233.115|10.204.233.115/Gi0/2
10.204.244.197|10.204.244.197/FastEthernet0/19
12.82.104.252|12.82.104.252/FastEthernet 0/0
10.204.244.197|10.204.244.197/FastEthernet0/11
10.204.250.24|10.204.250.24/Fa0/1
10.204.241.88|10.204.241.88/FastEthernet0/8
10.204.241.0|10.204.241.0/FastEthernet0/7
10.204.241.88|10.204.241.88/FastEthernet0/20
10.204.244.46|10.204.244.46/FastEthernet0/13
10.204.241.3|10.204.241.3/FastEthernet0/16
10.204.241.2|10.204.241.2/FastEthernet0/16
10.204.244.46|10.204.244.46/GigabitEthernet0/2
10.204.250.122|10.204.250.122/Fa0/1
10.204.241.2|10.204.241.2/FastEthernet0/23
10.204.241.51|10.204.241.51/FastEthernet0/1
10.204.244.2|10.204.244.2/FastEthernet0/23
10.204.241.11|10.204.241.11/FastEthernet0/10
10.204.241.12|10.204.241.12/FastEthernet0/14
10.204.250.191|10.204.250.191/Gi0/2
10.204.244.248|10.204.244.248/FastEthernet0/7
10.204.241.11|10.204.241.11/FastEthernet0/2
12.82.68.132|12.82.68.132/FastEthernet 0/0
12.82.100.52|12.82.100.52/FastEthernet 0/0
10.204.250.21|10.204.250.21/Gi0/2
10.204.242.50|10.204.242.50/FastEthernet0/3
10.204.241.3|10.204.241.3/FastEthernet0/17
10.204.241.0|10.204.241.0/FastEthernet0/23
10.204.241.11|10.204.241.11/FastEthernet0/3
10.204.242.50|10.204.242.50/GigabitEthernet0/1
10.204.241.8|10.204.241.8/FastEthernet0/19
12.123.104.212|12.123.104.212/GigabitEthernet0/0
10.204.241.1|10.204.241.1/FastEthernet0/13
192.168.114.124|192.168.114.124/GigabitEthernet0/1
10.204.241.0|10.204.241.0/FastEthernet0/9
10.204.244.235|10.204.244.235/FastEthernet0/8
12.82.127.20|12.82.127.20/FastEthernet 0/0
10.204.244.2|10.204.244.2/FastEthernet0/7
12.123.105.100|12.123.105.100/GigabitEthernet0/0
10.204.241.51|10.204.241.51/FastEthernet0/23
148.0.7.172|148.0.7.172/GigabitEthernet0/0/0
10.204.244.170|10.204.244.170/FastEthernet0/4
12.123.118.108|12.123.118.108/GigabitEthernet0/1/0
12.123.115.12|12.123.115.12/GigabitEthernet0/2
12.82.118.140|12.82.118.140/FastEthernet 0/0
12.82.76.116|12.82.76.116/FastEthernet 0/0
10.204.244.46|10.204.244.46/FastEthernet0/23
12.123.118.108|12.123.118.108/GigabitEthernet0/0
10.204.250.124|10.204.250.124/Gi0/2
192.168.114.92|192.168.114.92/GigabitEthernet0/1
10.204.244.197|10.204.244.197/FastEthernet0/24
10.204.241.88|10.204.241.88/FastEthernet0/13
10.204.244.131|10.204.244.131/FastEthernet0/17
10.204.244.2|10.204.244.2/FastEthernet0/21
10.204.244.131|10.204.244.131/FastEthernet0/16
10.204.244.197|10.204.244.197/FastEthernet0/3
192.168.114.124|192.168.114.124/GigabitEthernet0/0
10.204.241.88|10.204.241.88/FastEthernet0/9
10.204.250.115|10.204.250.115/Fa0/1
10.204.241.12|10.204.241.12/FastEthernet0/5
10.204.233.120|10.204.233.120/Gi0/2
12.123.105.156|12.123.105.156/GigabitEthernet0/0
10.204.244.4|10.204.244.4/FastEthernet0/3
192.168.114.110|192.168.114.110/GigabitEthernet0/0
10.204.233.109|10.204.233.109/Gi0/2
12.123.115.36|12.123.115.36/GigabitEthernet0/0
10.204.244.197|10.204.244.197/FastEthernet0/15
10.204.241.0|10.204.241.0/FastEthernet0/12
10.204.244.248|10.204.244.248/FastEthernet0/10
10.204.244.131|10.204.244.131/FastEthernet0/7
10.204.241.1|10.204.241.1/FastEthernet0/18
12.82.23.148|12.82.23.148/FastEthernet 0/0
10.204.241.3|10.204.241.3/FastEthernet0/6
10.204.241.8|10.204.241.8/FastEthernet0/1
10.204.244.46|10.204.244.46/FastEthernet0/9
12.82.10.4|12.82.10.4/FastEthernet 0/0
10.204.244.248|10.204.244.248/FastEthernet0/14
10.204.250.134|10.204.250.134/Fa0/1
10.204.244.2|10.204.244.2/GigabitEthernet0/1
10.204.241.51|10.204.241.51/FastEthernet0/9
192.168.114.68|192.168.114.68/GigabitEthernet0/1/0
