@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPWS:79319|12.82.118.1/VPWS:79319
VPWS:151433|12.82.114.10/VPWS:151433
VPWS:121420|12.82.66.23/VPWS:121420
VPWS:75867|12.82.90.14/VPWS:75867
8034:40882|165.87.245.236/8034:40882
VPWS:67768|12.82.66.22/VPWS:67768
VPWS:151292|12.82.114.11/VPWS:151292
VPLS:158487|12.82.24.65/VPLS:158487
VPLS:65382|12.82.40.97/VPLS:65382
VPWS:152651|12.82.114.11/VPWS:152651
VPLS:109854|12.82.116.2/VPLS:109854
VPWS:135012|12.82.96.23/VPWS:135012
VPWS:153064|12.82.16.86/VPWS:153064
VPWS:122545|12.82.40.95/VPWS:122545
VPLS:129555|12.82.16.68/VPLS:129555
VPWS:110971|12.82.64.17/VPWS:110971
VPWS:80036|12.82.80.14/VPWS:80036
VPLS:127031|12.82.0.95/VPLS:127031
VPWS:79532|12.82.74.25/VPWS:79532
VPLS:116719|12.82.86.26/VPLS:116719
VPWS:179454|12.82.72.31/VPWS:179454
VPWS:177420|12.82.82.16/VPWS:177420
VPWS:97178|12.82.40.111/VPWS:97178
VPWS:98148|12.82.63.1/VPWS:98148
VPLS:157954|12.82.24.68/VPLS:157954
21302:87728:673911|32.119.208.124/21302:87728:673911
VPWS:117653|12.82.82.27/VPWS:117653
VPLS:110377|12.82.78.1/VPLS:110377
VPWS:138826|12.82.24.61/VPWS:138826
VPWS:121611|12.82.114.7/VPWS:121611
VPLS:178811|12.82.32.75/VPLS:178811
VPWS:82758|12.82.16.40/VPWS:82758
VPWS:114978|12.82.94.19/VPWS:114978
VPWS:120705|12.82.82.20/VPWS:120705
VPWS:70936|12.82.16.57/VPWS:70936
VPWS:118314|12.82.90.18/VPWS:118314
VPWS:114022|12.82.78.20/VPWS:114022
VPWS:164470|12.82.0.78/VPWS:164470
VPWS:147314|12.82.114.7/VPWS:147314
VPWS:182758|12.82.98.19/VPWS:182758
VPWS:168960|12.82.40.135/VPWS:168960
VPWS:119602|12.82.82.24/VPWS:119602
VPWS:135541|12.82.90.19/VPWS:135541
VPLS:131656|12.82.110.4/VPLS:131656
VPLS:118249|12.82.78.1/VPLS:118249
VPLS:142055|12.82.8.55/VPLS:142055
21326:77912|165.87.251.97/21326:77912
13979:134244|12.122.215.42/13979:134244
VPWS:82720|12.82.118.6/VPWS:82720
VPWS:130074|12.82.76.28/VPWS:130074
8034:37113|165.87.245.224/8034:37113
VPLS:120906|12.82.94.19/VPLS:120906
VPLS:175269|12.82.126.192/VPLS:175269
VPLS:174668|12.82.114.13/VPLS:174668
VPWS:127946|12.82.40.91/VPWS:127946
VPLS:126405|12.82.16.79/VPLS:126405
VPLS:91421|12.82.100.8/VPLS:91421
VPWS:58703|12.82.8.67/VPWS:58703
VPLS:184587|12.82.8.76/VPLS:184587
VPWS:139123|12.82.0.84/VPWS:139123
VPLS:32015|10.144.0.136/VPLS:32015
VPWS:157159|12.82.82.29/VPWS:157159
VPLS:150533|12.82.40.122/VPLS:150533
VPWS:120207|12.82.60.24/VPWS:120207
VPWS:138739|12.82.104.6/VPWS:138739
VPWS:139238|12.82.8.63/VPWS:139238
VPLS:104275|12.82.80.26/VPLS:104275
VPWS:78240|12.82.8.69/VPWS:78240
VPLS:156016|12.82.16.76/VPLS:156016
13979:122782|12.122.215.34/13979:122782
VPLS:109580|12.82.78.28/VPLS:109580
VPWS:164069|12.82.0.70/VPWS:164069
VPWS:124332|12.82.8.69/VPWS:124332
VPLS:155986|12.82.8.61/VPLS:155986
VPWS:95001|12.82.86.22/VPWS:95001
VPLS:117403|12.82.24.44/VPLS:117403
VPWS:104859|12.82.100.7/VPWS:104859
VPLS:149744|12.82.24.32/VPLS:149744
VPLS:138992|12.82.24.30/VPLS:138992
VPWS:146908|12.82.74.25/VPWS:146908
VPLS:167822|12.82.16.67/VPLS:167822
VPLS:131606|12.82.80.21/VPLS:131606
VPWS:30383|10.204.134.202/VPWS:30383
VPWS:138701|12.82.24.61/VPWS:138701
VPLS:120908|12.82.94.19/VPLS:120908
VPWS:156285|12.82.40.108/VPWS:156285
VPLS:157002|12.82.40.124/VPLS:157002
VPWS:30356|192.168.113.179/VPWS:30356
VPLS:138081|12.82.40.91/VPLS:138081
VPLS:149570|12.82.63.4/VPLS:149570
VPLS:27525|149.0.3.196/VPLS:27525
VPLS:153842|12.82.40.91/VPLS:153842
VPWS:73689|12.82.74.26/VPWS:73689
VPWS:89272|12.82.114.11/VPWS:89272
VPWS:147498|12.82.74.25/VPWS:147498
VPWS:97385|12.82.40.97/VPWS:97385
VPWS:152195|12.82.0.69/VPWS:152195
VPLS:50080|12.82.0.56/VPLS:50080
VPWS:25701|10.204.83.196/VPWS:25701
VPWS:133281|12.82.0.74/VPWS:133281
VPWS:100653|12.82.40.111/VPWS:100653
VPWS:78023|12.82.8.61/VPWS:78023
VPWS:157637|12.82.24.62/VPWS:157637
VPWS:96488|12.82.104.9/VPWS:96488
VPWS:137497|12.82.118.5/VPWS:137497
VPWS:169606|12.82.8.59/VPWS:169606
VPWS:122931|12.82.0.52/VPWS:122931
VPWS:152214|12.82.100.5/VPWS:152214
VPLS:141773|12.82.92.30/VPLS:141773
13979:83532|12.122.215.1/13979:83532
VPLS:146147|12.82.40.124/VPLS:146147
VPWS:131140|12.82.72.18/VPWS:131140
VPWS:104710|12.82.80.14/VPWS:104710
VPWS:173230|12.82.96.20/VPWS:173230
VPLS:62925|10.204.90.99/VPLS:62925
21302:153838|165.87.253.163/21302:153838
VPLS:65946|12.82.114.8/VPLS:65946
13979:93509|12.122.215.1/13979:93509
VPWS:101154|12.82.40.102/VPWS:101154
VPWS:142836|12.82.62.3/VPWS:142836
VPWS:129516|12.82.16.66/VPWS:129516
VPLS:61066|12.82.0.46/VPLS:61066
VPWS:100930|12.82.16.66/VPWS:100930
VPWS:129697|12.82.8.70/VPWS:129697
VPWS:100655|12.82.82.16/VPWS:100655
VPWS:137163|12.82.70.30/VPWS:137163
VPLS:132257|12.82.16.67/VPLS:132257
VPWS:139490|12.82.40.95/VPWS:139490
VPLS:116966|12.82.110.5/VPLS:116966
VPWS:128426|12.82.56.1/VPWS:128426
VPLS:29129|150.0.0.10/VPLS:29129
VPWS:118350|12.82.104.6/VPWS:118350
21326:167763|32.119.198.248/21326:167763
L2CKT:32310|10.204.144.69/L2CKT:32310
VPLS:164442|12.82.24.70/VPLS:164442
21302:6367|165.87.253.167/21302:6367
21302:26931|32.119.219.252/21302:26931
VPLS:183858|12.82.0.93/VPLS:183858
VPLS:138259|12.82.70.31/VPLS:138259
VPWS:155251|12.82.40.110/VPWS:155251
VPWS:129367|12.82.40.96/VPWS:129367
VPLS:106312|12.82.80.31/VPLS:106312
VPWS:176945|12.82.16.50/VPWS:176945
VPLS:51661|10.204.176.72/VPLS:51661
23|10.200.1.3/23
VPWS:127224|12.82.72.19/VPWS:127224
VPWS:112731|12.82.92.31/VPWS:112731
VPLS:153109|12.82.0.72/VPLS:153109
VPWS:179396|12.82.32.75/VPWS:179396
VPWS:126268|12.82.24.51/VPWS:126268
VPWS:94795|12.82.104.3/VPWS:94795
VPLS:170811|12.82.0.69/VPLS:170811
VPWS:88887|12.82.16.79/VPWS:88887
VPWS:72899|12.82.8.60/VPWS:72899
VPLS:174279|12.82.0.72/VPLS:174279
VPLS:22830|10.204.64.193/VPLS:22830
VPLS:134034|12.82.96.19/VPLS:134034
VPWS:79448|12.82.118.1/VPWS:79448
VPLS:129765|12.82.24.65/VPLS:129765
VPLS:157806|12.82.110.3/VPLS:157806
VPWS:168901|12.82.86.23/VPWS:168901
VPWS:96230|12.82.80.14/VPWS:96230
VPLS:180452|12.82.104.16/VPLS:180452
VPWS:99508|12.82.16.40/VPWS:99508
VPLS:104148|12.82.110.13/VPLS:104148
VPLS:129319|12.82.16.65/VPLS:129319
VPLS:134615|12.82.8.81/VPLS:134615
VPWS:88830|12.82.86.23/VPWS:88830
VPLS:126078|12.82.114.4/VPLS:126078
VPLS:181725|12.82.76.25/VPLS:181725
VPWS:128448|12.82.118.6/VPWS:128448
VPLS:185554|12.82.106.2/VPLS:185554
VPWS:88141|12.82.96.25/VPWS:88141
VPLS:164024|12.82.8.61/VPLS:164024
VPWS:136857|12.82.0.69/VPWS:136857
VPLS:159693|12.82.24.70/VPLS:159693
VPLS:153101|12.82.16.69/VPLS:153101
VPLS:147277|1.2.3.4/VPLS:147277
VPWS:185150|12.82.0.72/VPWS:185150
VPWS:142840|12.82.72.19/VPWS:142840
VPWS:179312|12.82.8.100/VPWS:179312
VPLS:185929|12.82.114.12/VPLS:185929
VPLS:148717|12.82.96.27/VPLS:148717
VPWS:138352|12.82.102.2/VPWS:138352
VPLS:178292|12.82.104.16/VPLS:178292
VPWS:144333|12.82.118.5/VPWS:144333
VPWS:150216|12.82.78.21/VPWS:150216
VPLS:162353|12.82.40.91/VPLS:162353
VPLS:112006|12.82.24.42/VPLS:112006
VPLS:156761|12.82.127.128/VPLS:156761
VPWS:97991|12.82.100.19/VPWS:97991
VPLS:64050|12.82.40.101/VPLS:64050
VPWS:171209|12.82.104.20/VPWS:171209
VPLS:165099|12.82.114.15/VPLS:165099
VPWS:98466|12.82.118.5/VPWS:98466
VPWS:112946|12.82.100.5/VPWS:112946
VPWS:177219|12.82.76.27/VPWS:177219
VPLS:176627|12.82.72.31/VPLS:176627
VPWS:145182|12.82.40.127/VPWS:145182
VPLS:116959|12.82.110.5/VPLS:116959
VPWS:134057|12.82.60.17/VPWS:134057
VPWS:82658|12.82.72.18/VPWS:82658
VPLS:109987|12.82.78.17/VPLS:109987
VPLS:155117|12.82.40.33/VPLS:155117
VPWS:84495|12.82.118.5/VPWS:84495
VPLS:29325|148.0.131.204/VPLS:29325
VPWS:177548|12.82.114.21/VPWS:177548
VPLS:136381|12.82.66.22/VPLS:136381
VPWS:130104|12.82.96.9/VPWS:130104
VPWS:132421|12.82.0.45/VPWS:132421
VPLS:109434|12.82.92.25/VPLS:109434
VPWS:175302|12.82.0.76/VPWS:175302
VPLS:58928|12.82.114.10/VPLS:58928
21326:6342|165.87.250.122/21326:6342
VPWS:174019|12.82.8.100/VPWS:174019
VPWS:114759|12.82.40.108/VPWS:114759
VPLS:55161|12.82.80.19/VPLS:55161
VPLS:127017|12.82.92.30/VPLS:127017
VPLS:150996|12.82.86.29/VPLS:150996
VPWS:28010|10.204.9.156/VPWS:28010
VPWS:170404|12.82.32.75/VPWS:170404
VPLS:109408|12.82.78.18/VPLS:109408
VPWS:130458|12.82.24.61/VPWS:130458
VPLS:176356|12.82.0.78/VPLS:176356
VPWS:79630|12.82.8.63/VPWS:79630
VPLS:97242|12.82.114.10/VPLS:97242
VPWS:124617|12.82.118.3/VPWS:124617
VPLS:175650|12.82.8.100/VPLS:175650
VPWS:166698|12.82.16.100/VPWS:166698
VPWS:114067|12.82.16.66/VPWS:114067
VPWS:115555|12.82.40.111/VPWS:115555
VPWS:165043|12.82.118.1/VPWS:165043
VPWS:168599|12.82.8.79/VPWS:168599
VPWS:102173|12.82.98.13/VPWS:102173
VPWS:101324|12.82.40.114/VPWS:101324
VPWS:97382|12.82.104.24/VPWS:97382
VPLS:109116|1.2.3.4/VPLS:109116
VPLS:163667|12.82.16.99/VPLS:163667
VPWS:115786|12.82.0.73/VPWS:115786
VPLS:137107|12.82.40.91/VPLS:137107
VPWS:177807|12.82.8.100/VPWS:177807
VPWS:135989|12.82.16.50/VPWS:135989
VPWS:133316|12.82.64.22/VPWS:133316
VPLS:114740|12.82.114.14/VPLS:114740
VPWS:164716|12.82.72.26/VPWS:164716
VPLS:185371|12.82.56.2/VPLS:185371
VPLS:116139|12.82.92.25/VPLS:116139
VPLS:181806|12.82.40.122/VPLS:181806
VPWS:85081|12.82.58.1/VPWS:85081
13979:87726:557380|12.122.215.12/13979:87726:557380
VPLS:136630|12.82.0.71/VPLS:136630
VPWS:132940|12.82.0.74/VPWS:132940
VPLS:140583|12.82.16.65/VPLS:140583
VPLS:62866|12.82.114.11/VPLS:62866
VPWS:93628|12.82.0.70/VPWS:93628
VPLS:109612|12.82.114.13/VPLS:109612
VPWS:77380|12.82.118.3/VPWS:77380
VPWS:151608|12.82.100.7/VPWS:151608
VPWS:126344|12.82.40.95/VPWS:126344
VPLS:103777|12.82.40.122/VPLS:103777
VPWS:72316|12.82.80.21/VPWS:72316
VPWS:42185|12.82.8.10/VPWS:42185
VPLS:114423|12.82.24.57/VPLS:114423
VPLS:114144|12.82.0.83/VPLS:114144
VPLS:103551|12.82.110.13/VPLS:103551
VPLS:143275|12.82.60.30/VPLS:143275
VPLS:144203|12.82.24.47/VPLS:144203
8035:3746|165.87.245.66/8035:3746
VPWS:131725|12.82.24.61/VPWS:131725
8035:39799|165.87.245.66/8035:39799
VPLS:167506|12.82.16.40/VPLS:167506
VPLS:116875|12.82.86.26/VPLS:116875
VPWS:134907|12.82.60.21/VPWS:134907
VPWS:162834|12.82.40.133/VPWS:162834
VPWS:90872|12.82.24.50/VPWS:90872
VPWS:166055|12.82.0.70/VPWS:166055
VPWS:176132|12.82.16.50/VPWS:176132
VPWS:153185|12.82.0.51/VPWS:153185
VPWS:179921|12.82.0.46/VPWS:179921
VPLS:62694|12.82.96.6/VPLS:62694
VPWS:164204|12.82.24.42/VPWS:164204
21302:93348|32.119.249.124/21302:93348
VPLS:128870|12.82.16.77/VPLS:128870
VPWS:86955|12.82.16.57/VPWS:86955
VPLS:153282|12.82.16.67/VPLS:153282
VPLS:106855|12.82.118.14/VPLS:106855
VPWS:124058|12.82.8.77/VPWS:124058
VPLS:147257|12.82.60.30/VPLS:147257
VPWS:90825|12.82.70.27/VPWS:90825
VPWS:172145|12.82.8.87/VPWS:172145
VPLS:172636|12.82.118.6/VPLS:172636
VPWS:135453|12.82.90.11/VPWS:135453
VPLS:137653|12.82.66.23/VPLS:137653
VPLS:150972|12.82.68.1/VPLS:150972
VPWS:164006|12.82.8.59/VPWS:164006
VPWS:54128|12.82.82.16/VPWS:54128
VPLS:116358|12.82.72.30/VPLS:116358
VPWS:174375|12.82.76.27/VPWS:174375
VPWS:24018|10.204.82.212/VPWS:24018
VPWS:126806|12.82.40.110/VPWS:126806
VPLS:62936|12.82.96.6/VPLS:62936
VPWS:150257|12.82.104.3/VPWS:150257
VPLS:176363|12.82.0.76/VPLS:176363
VPLS:182291|12.82.56.2/VPLS:182291
VPWS:85940|12.82.74.30/VPWS:85940
VPLS:144506|12.82.16.67/VPLS:144506
VPLS:143648|12.82.80.22/VPLS:143648
VPWS:137567|12.82.98.19/VPWS:137567
VPLS:97150|12.82.96.19/VPLS:97150
VPWS:149363|12.82.0.72/VPWS:149363
VPWS:83540|12.82.16.57/VPWS:83540
VPWS:181297|12.82.40.125/VPWS:181297
VPLS:109619|12.82.78.1/VPLS:109619
VPLS:58890|12.82.0.57/VPLS:58890
VPLS:128245|12.82.106.10/VPLS:128245
VPWS:91187|12.82.104.6/VPWS:91187
VPWS:121056|12.82.96.21/VPWS:121056
VPWS:113851|12.82.102.27/VPWS:113851
VPLS:123646|12.82.40.106/VPLS:123646
VPWS:182993|12.82.86.14/VPWS:182993
VPWS:25882|150.0.0.168/VPWS:25882
VPWS:132089|12.82.64.22/VPWS:132089
VPLS:98187|12.82.16.58/VPLS:98187
13979:24660|12.122.215.3/13979:24660
VPWS:136112|12.82.56.1/VPWS:136112
VPLS:107972|12.82.118.15/VPLS:107972
VPLS:128542|1.2.3.4/VPLS:128542
VPLS:170729|12.82.60.30/VPLS:170729
VPWS:95618|12.82.114.10/VPWS:95618
VPLS:112122|12.82.92.25/VPLS:112122
VPLS:165232|12.82.122.3/VPLS:165232
VPWS:73724|12.82.74.30/VPWS:73724
VPLS:144831|12.82.40.124/VPLS:144831
VPLS:89915|12.82.0.72/VPLS:89915
VPWS:181554|12.82.32.76/VPWS:181554
VPLS:115973|12.82.92.25/VPLS:115973
8035:132031|165.87.245.66/8035:132031
VPWS:129871|12.82.76.28/VPWS:129871
VPWS:61976|12.82.8.10/VPWS:61976
VPWS:103489|12.82.86.27/VPWS:103489
VPWS:102655|12.82.118.5/VPWS:102655
VPLS:134297|12.82.8.80/VPLS:134297
VPLS:169227|12.82.56.10/VPLS:169227
VPLS:139110|12.82.16.65/VPLS:139110
VPWS:67424|12.82.0.45/VPWS:67424
VPWS:124375|12.82.8.69/VPWS:124375
VPWS:117670|12.82.66.20/VPWS:117670
VPWS:78616|12.82.8.59/VPWS:78616
VPWS:80798|12.82.80.16/VPWS:80798
VPLS:152350|12.82.24.52/VPLS:152350
13979:38283|12.122.215.9/13979:38283
VPWS:184161|12.82.80.15/VPWS:184161
VPWS:140529|12.82.8.76/VPWS:140529
VPWS:95395|12.82.8.59/VPWS:95395
VPWS:84732|12.82.8.54/VPWS:84732
VPWS:80214|12.82.40.111/VPWS:80214
VPWS:129423|12.82.94.18/VPWS:129423
VPWS:133978|12.82.70.30/VPWS:133978
VPWS:162327|12.82.76.27/VPWS:162327
VPWS:101160|12.82.82.16/VPWS:101160
VPLS:130208|12.82.80.30/VPLS:130208
VPLS:157634|12.82.126.64/VPLS:157634
VPLS:133215|12.82.68.1/VPLS:133215
VPWS:129080|12.82.98.18/VPWS:129080
VPWS:77616|12.82.16.40/VPWS:77616
VPWS:91050|12.82.86.27/VPWS:91050
VPWS:97120|12.82.8.63/VPWS:97120
VPWS:158513|12.82.40.126/VPWS:158513
VPLS:170096|12.82.63.4/VPLS:170096
VPWS:157802|12.82.8.77/VPWS:157802
VPWS:25696|10.204.83.211/VPWS:25696
VPLS:111611|12.82.106.5/VPLS:111611
VPWS:124790|12.82.96.9/VPWS:124790
VPLS:25462|149.0.3.128/VPLS:25462
VPWS:172397|12.82.96.29/VPWS:172397
VPWS:123336|12.82.40.135/VPWS:123336
VPWS:139667|12.82.80.26/VPWS:139667
VPLS:143712|12.82.0.77/VPLS:143712
VPLS:138628|12.82.16.79/VPLS:138628
VPLS:117006|12.82.118.14/VPLS:117006
VPLS:105412|12.82.40.122/VPLS:105412
VPWS:175982|12.82.8.69/VPWS:175982
VPLS:125395|12.82.98.14/VPLS:125395
VPLS:110721|12.82.102.1/VPLS:110721
VPWS:166213|12.82.8.84/VPWS:166213
VPWS:110296|12.82.66.22/VPWS:110296
VPLS:131372|12.82.16.76/VPLS:131372
VPLS:148326|12.82.0.84/VPLS:148326
VPLS:112564|12.82.24.1/VPLS:112564
VPWS:144585|12.82.40.96/VPWS:144585
VPLS:186801|12.82.144.20/VPLS:186801
VPWS:174363|12.82.63.8/VPWS:174363
VPWS:26493|150.0.0.168/VPWS:26493
VPLS:132917|12.82.94.22/VPLS:132917
VPLS:51882|10.204.200.118/VPLS:51882
VPWS:164416|12.82.92.31/VPWS:164416
VPLS:166761|12.82.0.75/VPLS:166761
VPWS:137111|12.82.82.24/VPWS:137111
VPWS:141793|12.82.102.25/VPWS:141793
VPLS:111570|12.82.0.73/VPLS:111570
VPLS:61259|12.82.16.58/VPLS:61259
VPWS:169433|12.82.118.6/VPWS:169433
VPLS:28465|10.204.10.57/VPLS:28465
VPWS:75500|12.82.8.61/VPWS:75500
VPWS:88207|12.82.96.27/VPWS:88207
VPLS:126115|1.2.3.4/VPLS:126115
VPWS:81662|12.82.80.19/VPWS:81662
VPLS:154878|12.82.40.122/VPLS:154878
VPLS:182678|12.82.76.30/VPLS:182678
VPLS:166387|12.82.8.60/VPLS:166387
VPLS:33441|143.0.68.240/VPLS:33441
VPLS:68351|12.82.72.20/VPLS:68351
VPWS:166941|12.82.8.78/VPWS:166941
VPWS:125424|12.82.24.27/VPWS:125424
VPWS:150387|12.82.0.47/VPWS:150387
VPWS:164918|12.82.86.27/VPWS:164918
VPWS:131940|12.82.94.18/VPWS:131940
VPLS:120963|12.82.8.75/VPLS:120963
VPWS:93738|12.82.24.49/VPWS:93738
VPWS:164283|12.82.86.27/VPWS:164283
VPLS:108939|12.82.60.30/VPLS:108939
VPWS:82915|12.82.80.21/VPWS:82915
VPLS:179903|12.82.114.12/VPLS:179903
VPLS:113124|12.82.82.22/VPLS:113124
VPWS:143903|12.82.80.14/VPWS:143903
VPWS:78935|12.82.118.7/VPWS:78935
VPWS:166440|12.82.114.11/VPWS:166440
VPWS:58446|12.82.16.79/VPWS:58446
VPLS:109585|12.82.78.1/VPLS:109585
VPWS:167056|12.82.60.28/VPWS:167056
VPWS:103881|12.82.58.2/VPWS:103881
VPLS:186003|12.82.118.6/VPLS:186003
VPWS:173117|12.82.86.22/VPWS:173117
8034:34702|165.87.245.234/8034:34702
VPWS:29034|143.0.68.230/VPWS:29034
VPLS:114500|12.82.63.2/VPLS:114500
VPWS:178128|12.82.114.9/VPWS:178128
VPLS:110195|12.82.76.27/VPLS:110195
VPWS:97267|12.82.80.15/VPWS:97267
VPWS:167736|12.82.32.75/VPWS:167736
VPLS:136049|12.82.0.73/VPLS:136049
VPLS:133401|12.82.8.59/VPLS:133401
VPWS:148515|12.82.114.7/VPWS:148515
VPWS:73208|12.82.74.31/VPWS:73208
VPWS:123602|12.82.0.50/VPWS:123602
VPWS:168059|12.82.53.4/VPWS:168059
VPWS:131569|12.82.24.61/VPWS:131569
VPWS:169484|12.82.16.50/VPWS:169484
VPWS:28767|192.168.113.147/VPWS:28767
VPWS:167068|12.82.16.100/VPWS:167068
VPWS:79981|12.82.8.60/VPWS:79981
VPLS:106902|12.82.40.82/VPLS:106902
VPLS:113008|12.82.92.17/VPLS:113008
VPWS:169893|12.82.0.47/VPWS:169893
VPLS:147596|12.82.0.78/VPLS:147596
VPWS:133667|12.82.40.96/VPWS:133667
VPWS:172593|12.82.110.14/VPWS:172593
VPLS:109963|12.82.106.6/VPLS:109963
VPWS:134203|12.82.64.10/VPWS:134203
VPWS:171943|12.82.0.45/VPWS:171943
VPWS:144339|12.82.63.6/VPWS:144339
VPLS:169452|12.82.8.60/VPLS:169452
VPWS:141187|12.82.76.29/VPWS:141187
VPLS:128909|12.82.16.65/VPLS:128909
VPLS:117317|12.82.112.1/VPLS:117317
VPWS:174180|12.82.40.126/VPWS:174180
VPWS:147823|12.82.114.7/VPWS:147823
VPLS:153756|12.82.16.79/VPLS:153756
VPLS:114359|12.82.110.4/VPLS:114359
VPLS:113190|12.82.82.28/VPLS:113190
VPWS:133440|12.82.94.19/VPWS:133440
VPWS:126477|12.82.118.10/VPWS:126477
VPWS:183683|12.82.98.18/VPWS:183683
VPWS:115214|12.82.40.102/VPWS:115214
VPWS:101046|12.82.104.25/VPWS:101046
VPWS:182053|12.82.56.5/VPWS:182053
VPWS:159033|12.82.96.21/VPWS:159033
VPLS:114388|12.82.110.4/VPLS:114388
VPWS:125424|12.82.24.49/VPWS:125424
VPLS:144713|12.82.96.19/VPLS:144713
VPLS:135594|12.82.16.82/VPLS:135594
VPWS:174365|12.82.8.59/VPWS:174365
VPWS:104211|12.82.86.21/VPWS:104211
VPWS:156698|12.82.8.59/VPWS:156698
VPLS:140763|12.82.66.23/VPLS:140763
VPWS:184338|12.82.0.50/VPWS:184338
VPWS:56814|12.82.96.23/VPWS:56814
VPWS:125719|12.82.0.71/VPWS:125719
VPLS:168576|12.82.16.50/VPLS:168576
VPWS:94669|12.82.40.111/VPWS:94669
VPWS:180166|12.82.104.10/VPWS:180166
VPLS:181952|12.82.92.25/VPLS:181952
VPWS:92329|12.82.118.6/VPWS:92329
VPWS:177312|12.82.0.70/VPWS:177312
VPWS:140544|12.82.8.76/VPWS:140544
VPWS:173287|12.82.86.21/VPWS:173287
VPWS:139818|12.82.24.62/VPWS:139818
VPWS:131799|12.82.24.62/VPWS:131799
VPWS:143783|12.82.24.61/VPWS:143783
VPLS:105070|12.82.70.27/VPLS:105070
VPLS:127037|12.82.24.58/VPLS:127037
VPLS:87172|12.82.86.29/VPLS:87172
VPLS:110454|12.82.0.3/VPLS:110454
VPLS:139963|12.82.0.2/VPLS:139963
VPWS:161666|12.82.114.13/VPWS:161666
VPLS:52278|12.82.114.8/VPLS:52278
VPWS:86239|12.82.56.5/VPWS:86239
VPWS:162303|12.82.24.62/VPWS:162303
VPWS:136214|12.82.56.5/VPWS:136214
VPLS:173243|12.82.8.81/VPLS:173243
VPLS:105404|12.82.56.6/VPLS:105404
VPWS:27461|192.168.113.200/VPWS:27461
VPWS:132365|12.82.74.2/VPWS:132365
VPWS:157167|12.82.8.77/VPWS:157167
VPWS:141761|12.82.8.69/VPWS:141761
VPLS:110474|12.82.86.28/VPLS:110474
VPWS:151628|12.82.104.23/VPWS:151628
VPLS:64888|12.82.0.46/VPLS:64888
VPWS:118323|12.82.66.22/VPWS:118323
VPWS:85589|12.82.16.65/VPWS:85589
VPWS:176712|12.82.32.76/VPWS:176712
VPWS:69760|12.82.114.10/VPWS:69760
21326:37493|165.87.250.170/21326:37493
VPWS:173392|12.82.0.73/VPWS:173392
VPWS:129170|12.82.56.2/VPWS:129170
VPLS:67855|12.82.96.1/VPLS:67855
VPLS:117301|12.82.112.1/VPLS:117301
VPLS:32055|10.204.10.142/VPLS:32055
VPWS:71767|12.82.114.10/VPWS:71767
VPWS:161958|12.82.24.43/VPWS:161958
VPLS:104988|12.82.70.27/VPLS:104988
VPLS:105544|12.82.40.122/VPLS:105544
VPWS:140928|12.82.40.106/VPWS:140928
VPWS:94119|12.82.114.9/VPWS:94119
VPWS:168417|12.82.86.14/VPWS:168417
VPLS:31999|143.0.68.172/VPLS:31999
VPWS:109346|12.82.66.23/VPWS:109346
VPWS:119622|12.82.96.21/VPWS:119622
VPWS:72998|12.82.74.29/VPWS:72998
VPLS:140790|12.82.86.29/VPLS:140790
VPLS:127231|12.82.96.3/VPLS:127231
VPWS:94056|12.82.40.111/VPWS:94056
VPLS:110027|12.82.116.2/VPLS:110027
VPWS:69119|12.82.114.10/VPWS:69119
VPWS:76267|12.82.40.97/VPWS:76267
VPWS:178276|12.82.98.17/VPWS:178276
VPLS:108787|12.82.0.3/VPLS:108787
VPWS:179117|12.82.66.27/VPWS:179117
VPWS:87743|12.82.90.14/VPWS:87743
13979:151832|12.122.215.45/13979:151832
VPWS:136577|12.82.24.62/VPWS:136577
VPWS:98181|12.82.118.2/VPWS:98181
VPWS:85701|12.82.104.28/VPWS:85701
VPWS:141197|12.82.118.5/VPWS:141197
VPLS:127881|12.82.96.19/VPLS:127881
21326:84144|32.119.198.248/21326:84144
VPWS:70572|12.82.114.10/VPWS:70572
VPLS:150467|12.82.8.60/VPLS:150467
VPWS:100691|12.82.8.69/VPWS:100691
VPLS:62843|12.82.114.10/VPLS:62843
VPLS:152201|12.82.16.68/VPLS:152201
VPLS:108417|12.82.100.6/VPLS:108417
VPLS:105002|12.82.24.62/VPLS:105002
VPWS:171869|12.82.16.96/VPWS:171869
VPWS:124272|12.82.90.14/VPWS:124272
VPWS:170584|12.82.32.76/VPWS:170584
VPLS:144174|12.82.114.14/VPLS:144174
VPLS:144436|12.82.116.2/VPLS:144436
13979:123841:562232|12.122.215.16/13979:123841:562232
VPLS:117710|12.82.109.1/VPLS:117710
VPWS:69621|12.82.16.57/VPWS:69621
VPLS:106103|12.82.114.11/VPLS:106103
VPLS:154329|12.82.32.76/VPLS:154329
VPWS:33806|143.0.24.145/VPWS:33806
VPLS:124732|12.82.0.71/VPLS:124732
VPWS:85224|12.82.8.61/VPWS:85224
VPWS:184575|12.82.40.125/VPWS:184575
VPWS:115049|12.82.114.1/VPWS:115049
VPWS:111430|12.82.104.21/VPWS:111430
VPLS:185654|12.82.58.13/VPLS:185654
VPWS:128509|12.82.56.4/VPWS:128509
VPWS:140800|12.82.112.2/VPWS:140800
VPLS:115025|12.82.24.27/VPLS:115025
VPWS:131009|12.82.70.31/VPWS:131009
VPWS:76065|12.82.74.26/VPWS:76065
