@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPWS:171661|12.82.40.135/VPWS:171661
VPWS:146585|12.82.0.72/VPWS:146585
VPWS:33656|10.204.2.114/VPWS:33656
VPWS:171950|12.82.40.125/VPWS:171950
VPWS:166002|12.82.114.11/VPWS:166002
VPWS:137413|12.82.76.28/VPWS:137413
VPLS:181547|12.82.0.70/VPLS:181547
VPLS:135119|12.82.40.110/VPLS:135119
VPWS:96607|12.82.104.9/VPWS:96607
VPLS:117237|12.82.24.62/VPLS:117237
VPLS:115354|12.82.100.3/VPLS:115354
VPLS:32678|10.204.144.69/VPLS:32678
VPLS:114408|12.82.24.1/VPLS:114408
VPWS:185008|12.82.40.125/VPWS:185008
VPWS:151804|12.82.104.27/VPWS:151804
VPWS:120822|12.82.40.94/VPWS:120822
VPLS:92798|12.82.80.25/VPLS:92798
VPLS:128796|12.82.16.76/VPLS:128796
VPLS:148797|12.82.16.69/VPLS:148797
VPWS:165584|12.82.16.86/VPWS:165584
VPLS:143109|12.82.16.68/VPLS:143109
VPWS:122864|12.82.114.15/VPWS:122864
VPWS:158377|12.82.82.29/VPWS:158377
VPWS:136164|12.82.94.18/VPWS:136164
VPWS:142640|12.82.100.5/VPWS:142640
VPLS:121021|12.82.0.46/VPLS:121021
VPLS:124659|12.82.24.52/VPLS:124659
VPLS:139922|12.82.70.30/VPLS:139922
VPWS:84742|12.82.114.13/VPWS:84742
VPLS:186156|12.82.109.3/VPLS:186156
VPLS:156734|12.82.40.110/VPLS:156734
VPWS:135863|12.82.70.31/VPWS:135863
VPWS:112824|12.82.58.2/VPWS:112824
VPLS:156970|12.82.0.78/VPLS:156970
VPLS:124236|12.82.0.46/VPLS:124236
VPLS:171409|12.82.24.74/VPLS:171409
VPLS:134401|12.82.66.26/VPLS:134401
VPWS:130723|12.82.72.19/VPWS:130723
13979:136021:687170|12.122.215.43/13979:136021:687170
VPWS:146748|12.82.122.4/VPWS:146748
VPLS:134507|12.82.106.5/VPLS:134507
VPWS:127143|12.82.70.31/VPWS:127143
VPWS:102753|12.82.56.2/VPWS:102753
VPLS:180180|12.82.8.61/VPLS:180180
VPWS:112786|12.82.66.22/VPWS:112786
VPLS:185767|12.82.16.50/VPLS:185767
VPWS:101386|12.82.66.23/VPWS:101386
VPLS:160709|165.87.253.155/VPLS:160709
VPLS:108225|12.82.68.1/VPLS:108225
VPLS:186073|12.82.116.2/VPLS:186073
VPLS:136905|12.82.40.91/VPLS:136905
VPWS:64980|12.82.114.11/VPWS:64980
VPWS:122559|12.82.40.135/VPWS:122559
VPWS:177370|12.82.8.80/VPWS:177370
VPWS:103145|12.82.40.7/VPWS:103145
VPLS:106651|12.82.80.31/VPLS:106651
VPWS:21888|192.168.113.98/VPWS:21888
VPLS:106501|12.82.90.21/VPLS:106501
VPLS:175153|12.82.122.3/VPLS:175153
VPLS:147109|12.82.16.65/VPLS:147109
VPLS:109039|12.82.60.30/VPLS:109039
VPWS:107830|12.82.72.25/VPWS:107830
VPWS:177788|12.82.8.99/VPWS:177788
VPLS:101252|12.82.92.30/VPLS:101252
VPWS:93656|12.82.0.70/VPWS:93656
VPLS:112794|12.82.104.27/VPLS:112794
VPWS:173022|12.82.72.23/VPWS:173022
VPWS:54980|12.82.0.72/VPWS:54980
VPWS:121586|12.82.76.22/VPWS:121586
VPWS:169223|12.82.8.75/VPWS:169223
VPWS:103333|12.82.40.111/VPWS:103333
VPWS:152204|12.82.60.25/VPWS:152204
VPLS:149116|12.82.8.69/VPLS:149116
VPWS:89267|12.82.8.54/VPWS:89267
VPWS:73188|12.82.74.26/VPWS:73188
VPWS:84154|12.82.104.16/VPWS:84154
VPWS:123151|12.82.114.10/VPWS:123151
VPWS:126396|12.82.118.5/VPWS:126396
VPLS:177865|12.82.96.23/VPLS:177865
VPLS:110715|12.82.102.1/VPLS:110715
VPWS:97760|12.82.104.28/VPWS:97760
VPLS:106273|12.82.40.101/VPLS:106273
VPLS:109483|12.82.92.25/VPLS:109483
VPWS:179397|12.82.32.76/VPWS:179397
VPLS:107192|12.82.24.30/VPLS:107192
VPWS:69038|12.82.114.11/VPWS:69038
VPLS:181029|12.82.122.4/VPLS:181029
VPWS:103828|12.82.104.9/VPWS:103828
VPWS:86891|12.82.40.92/VPWS:86891
VPWS:187158|1.2.3.4/VPWS:187158
VPWS:182523|12.82.40.80/VPWS:182523
VPWS:147616|12.82.94.18/VPWS:147616
VPWS:69449|12.82.114.11/VPWS:69449
VPLS:62983|12.82.96.24/VPLS:62983
VPLS:106809|12.82.92.25/VPLS:106809
VPLS:99095|12.82.114.11/VPLS:99095
VPLS:139262|12.82.92.30/VPLS:139262
VPLS:167997|12.82.0.69/VPLS:167997
VPLS:153054|12.82.8.77/VPLS:153054
VPWS:140452|12.82.114.10/VPWS:140452
21302:35754|32.119.254.124/21302:35754
VPLS:178185|12.82.126.192/VPLS:178185
VPLS:146098|12.82.102.21/VPLS:146098
VPWS:99084|12.82.16.65/VPWS:99084
21302:149490|165.87.253.150/21302:149490
VPLS:106727|12.82.80.22/VPLS:106727
VPLS:116911|12.82.109.3/VPLS:116911
VPWS:93916|12.82.66.22/VPWS:93916
VPLS:121024|12.82.114.11/VPLS:121024
VPWS:153199|12.82.86.14/VPWS:153199
VPLS:164490|12.82.104.16/VPLS:164490
VPLS:114578|12.82.24.32/VPLS:114578
VPWS:121400|12.82.76.22/VPWS:121400
VPWS:114675|12.82.16.58/VPWS:114675
VPWS:170054|12.82.0.75/VPWS:170054
VPWS:124909|12.82.96.27/VPWS:124909
VPLS:167915|12.82.0.3/VPLS:167915
VPLS:57915|12.82.0.43/VPLS:57915
VPWS:71125|12.82.86.26/VPWS:71125
VPWS:142139|12.82.0.84/VPWS:142139
VPWS:73028|12.82.8.69/VPWS:73028
VPLS:117856|12.82.86.26/VPLS:117856
VPWS:151768|12.82.0.45/VPWS:151768
VPLS:28347|10.204.9.156/VPLS:28347
VPWS:153194|12.82.8.77/VPWS:153194
VPWS:144889|12.82.24.62/VPWS:144889
VPLS:122005|12.82.16.67/VPLS:122005
VPWS:110172|12.82.66.24/VPWS:110172
VPWS:142824|12.82.16.40/VPWS:142824
VPLS:157137|12.82.0.76/VPLS:157137
VPWS:122224|12.82.96.20/VPWS:122224
VPWS:176542|12.82.72.18/VPWS:176542
VPWS:163013|12.82.32.75/VPWS:163013
VPLS:144556|12.82.0.69/VPLS:144556
13979:33818|12.122.215.18/13979:33818
VPWS:131142|12.82.8.60/VPWS:131142
VPWS:104722|12.82.60.18/VPWS:104722
VPWS:92988|12.82.0.54/VPWS:92988
VPWS:88561|12.82.118.2/VPWS:88561
VPWS:87744|12.82.90.13/VPWS:87744
21326:166265|32.119.178.125/21326:166265
VPWS:133688|12.82.90.11/VPWS:133688
VPWS:141720|12.82.24.61/VPWS:141720
13979:186642|12.122.215.4/13979:186642
VPLS:173932|12.82.62.5/VPLS:173932
VPLS:169192|12.82.0.81/VPLS:169192
VPLS:108657|12.82.114.13/VPLS:108657
VPLS:132245|12.82.16.68/VPLS:132245
VPLS:140953|12.82.0.98/VPLS:140953
VPLS:137650|12.82.118.19/VPLS:137650
VPWS:122219|12.82.118.6/VPWS:122219
VPWS:80193|12.82.16.40/VPWS:80193
VPLS:162403|12.82.109.3/VPLS:162403
VPWS:146838|12.82.56.2/VPWS:146838
VPWS:111373|12.82.100.7/VPWS:111373
VPWS:79736|12.82.80.14/VPWS:79736
VPWS:82962|12.82.80.21/VPWS:82962
VPWS:89258|12.82.114.10/VPWS:89258
VPWS:96194|12.82.118.5/VPWS:96194
VPWS:122290|12.82.40.95/VPWS:122290
VPLS:145915|12.82.80.23/VPLS:145915
VPWS:121567|12.82.114.7/VPWS:121567
VPLS:123810|12.82.56.5/VPLS:123810
VPLS:127951|12.82.40.124/VPLS:127951
VPLS:141153|12.82.0.70/VPLS:141153
VPLS:107763|12.82.40.122/VPLS:107763
VPWS:80577|12.82.74.26/VPWS:80577
VPWS:163208|12.82.90.23/VPWS:163208
VPWS:90999|12.82.86.21/VPWS:90999
VPLS:110131|12.82.86.29/VPLS:110131
VPWS:74814|12.82.114.10/VPWS:74814
VPLS:107377|12.82.80.31/VPLS:107377
VPLS:56926|12.82.0.73/VPLS:56926
VPLS:166553|12.82.16.79/VPLS:166553
VPLS:154528|12.82.8.60/VPLS:154528
VPWS:132996|12.82.94.25/VPWS:132996
VPLS:154780|1.2.3.4/VPLS:154780
VPWS:103166|12.82.82.8/VPWS:103166
VPWS:120613|12.82.82.24/VPWS:120613
VPWS:89200|12.82.24.50/VPWS:89200
VPWS:143006|12.82.0.101/VPWS:143006
VPLS:153877|12.82.80.31/VPLS:153877
VPLS:52140|12.82.0.53/VPLS:52140
VPLS:106798|12.82.104.21/VPLS:106798
VPLS:178428|12.82.8.76/VPLS:178428
VPLS:104359|12.82.40.122/VPLS:104359
VPLS:149574|12.82.16.65/VPLS:149574
VPLS:138382|12.82.0.78/VPLS:138382
VPWS:97280|12.82.118.6/VPWS:97280
VPWS:184403|12.82.114.7/VPWS:184403
VPWS:77204|12.82.72.18/VPWS:77204
VPLS:109998|12.82.78.12/VPLS:109998
VPWS:143310|12.82.82.26/VPWS:143310
VPWS:147286|12.82.74.25/VPWS:147286
VPLS:159521|12.82.118.14/VPLS:159521
VPLS:66239|12.82.86.26/VPLS:66239
VPWS:142070|12.82.72.19/VPWS:142070
VPLS:116591|12.82.60.30/VPLS:116591
VPLS:124826|12.82.102.21/VPLS:124826
VPLS:128541|1.2.3.4/VPLS:128541
VPWS:25759|10.204.84.132/VPWS:25759
VPWS:145727|12.82.56.2/VPWS:145727
VPLS:107896|1.2.3.4/VPLS:107896
VPLS:166626|12.82.82.24/VPLS:166626
VPWS:105521|12.82.0.46/VPWS:105521
VPWS:181226|12.82.104.19/VPWS:181226
VPLS:114383|12.82.110.4/VPLS:114383
VPLS:47861|12.82.8.10/VPLS:47861
VPLS:108956|12.82.60.30/VPLS:108956
VPWS:141573|12.82.0.45/VPWS:141573
VPWS:138408|12.82.0.73/VPWS:138408
VPWS:159773|12.82.32.75/VPWS:159773
VPLS:103770|12.82.94.16/VPLS:103770
VPWS:134145|12.82.0.74/VPWS:134145
VPWS:152643|12.82.0.74/VPWS:152643
VPWS:136921|12.82.0.45/VPWS:136921
VPLS:125885|12.82.76.27/VPLS:125885
VPWS:169183|12.82.0.83/VPWS:169183
VPWS:167223|12.82.8.59/VPWS:167223
VPLS:125666|12.82.82.21/VPLS:125666
VPLS:60820|12.82.114.16/VPLS:60820
VPLS:114737|12.82.114.14/VPLS:114737
VPLS:43266|12.82.66.1/VPLS:43266
VPWS:118539|12.82.24.50/VPWS:118539
VPWS:122295|12.82.118.6/VPWS:122295
VPLS:106266|12.82.68.1/VPLS:106266
VPLS:107983|12.82.80.31/VPLS:107983
VPLS:129661|12.82.40.124/VPLS:129661
21326:96714|165.87.251.99/21326:96714
VPLS:20819|10.204.64.193/VPLS:20819
VPLS:148346|12.82.24.49/VPLS:148346
VPWS:127778|12.82.90.18/VPWS:127778
VPWS:84736|12.82.16.40/VPWS:84736
VPLS:110695|12.82.106.4/VPLS:110695
VPLS:180849|12.82.78.18/VPLS:180849
VPWS:71230|12.82.16.58/VPWS:71230
VPWS:143935|12.82.16.50/VPWS:143935
VPLS:155297|12.82.16.79/VPLS:155297
VPLS:139101|12.82.16.68/VPLS:139101
VPWS:156067|12.82.40.110/VPWS:156067
VPLS:110359|12.82.66.1/VPLS:110359
VPWS:114962|12.82.66.22/VPWS:114962
VPLS:32483|10.204.144.94/VPLS:32483
VPWS:111464|12.82.24.50/VPWS:111464
VPLS:156526|12.82.0.55/VPLS:156526
VPLS:128254|12.82.16.67/VPLS:128254
VPWS:105767|12.82.8.61/VPWS:105767
VPWS:162462|12.82.100.5/VPWS:162462
VPWS:94341|12.82.104.3/VPWS:94341
VPLS:105415|12.82.109.3/VPLS:105415
VPLS:154161|12.82.92.30/VPLS:154161
VPWS:100079|12.82.66.23/VPWS:100079
VPWS:141388|12.82.16.50/VPWS:141388
21326:39342|165.87.125.233/21326:39342
VPLS:58546|12.82.114.8/VPLS:58546
VPWS:128536|12.82.72.27/VPWS:128536
VPWS:145940|12.82.80.14/VPWS:145940
VPWS:152434|12.82.40.96/VPWS:152434
VPWS:25921|10.204.9.98/VPWS:25921
VPLS:172122|12.82.40.122/VPLS:172122
VPLS:186073|12.82.114.23/VPLS:186073
VPLS:184260|12.82.98.18/VPLS:184260
VPWS:126953|12.82.98.19/VPWS:126953
VPWS:184160|12.82.80.15/VPWS:184160
VPWS:123725|12.82.40.111/VPWS:123725
VPWS:93409|12.82.86.27/VPWS:93409
VPWS:116015|12.82.72.19/VPWS:116015
VPLS:62860|12.82.114.11/VPLS:62860
VPWS:157964|12.82.72.25/VPWS:157964
VPWS:114741|12.82.60.19/VPWS:114741
VPWS:76441|12.82.86.21/VPWS:76441
VPLS:155095|12.82.8.71/VPLS:155095
VPWS:82695|12.82.86.23/VPWS:82695
VPWS:172396|12.82.114.2/VPWS:172396
VPLS:121937|12.82.118.19/VPLS:121937
VPWS:164544|12.82.86.30/VPWS:164544
VPWS:166841|12.82.102.27/VPWS:166841
VPLS:170748|12.82.0.76/VPLS:170748
VPLS:134069|12.82.102.23/VPLS:134069
VPWS:80151|12.82.40.111/VPWS:80151
VPLS:20664|12.123.80.17/VPLS:20664
VPLS:169797|12.82.74.24/VPLS:169797
VPLS:146498|12.82.106.3/VPLS:146498
VPLS:159528|12.82.40.91/VPLS:159528
VPWS:109686|12.82.66.23/VPWS:109686
VPWS:141433|12.82.110.15/VPWS:141433
VPWS:176850|12.82.58.12/VPWS:176850
VPLS:126299|12.82.70.27/VPLS:126299
VPLS:52152|10.204.176.72/VPLS:52152
VPWS:161905|12.82.40.88/VPWS:161905
VPWS:29271|10.204.132.87/VPWS:29271
VPWS:106034|12.82.16.66/VPWS:106034
VPWS:176239|12.82.8.57/VPWS:176239
VPLS:71676|12.82.0.72/VPLS:71676
VPWS:140532|12.82.114.11/VPWS:140532
VPWS:24126|192.168.113.111/VPWS:24126
VPLS:65308|12.82.82.23/VPLS:65308
VPWS:133221|12.82.58.1/VPWS:133221
VPWS:101647|12.82.104.12/VPWS:101647
VPWS:79395|12.82.80.14/VPWS:79395
VPWS:170860|12.82.70.30/VPWS:170860
VPWS:83842|12.82.118.5/VPWS:83842
VPWS:151004|12.82.96.27/VPWS:151004
VPLS:138566|12.82.40.124/VPLS:138566
VPLS:147970|12.82.24.48/VPLS:147970
VPLS:105398|12.82.56.8/VPLS:105398
VPWS:187119|12.82.48.197/VPWS:187119
VPLS:124064|12.82.56.3/VPLS:124064
8035:43324|165.87.245.76/8035:43324
VPWS:172352|12.82.32.76/VPWS:172352
VPLS:65614|12.82.114.11/VPLS:65614
VPLS:166074|12.82.98.19/VPLS:166074
VPLS:116771|12.82.109.3/VPLS:116771
VPWS:131456|12.82.40.96/VPWS:131456
VPWS:73101|12.82.72.19/VPWS:73101
VPWS:183916|12.82.24.69/VPWS:183916
VPWS:75558|12.82.114.10/VPWS:75558
VPLS:167017|12.82.114.15/VPLS:167017
VPWS:158340|12.82.40.92/VPWS:158340
VPWS:135136|12.82.60.24/VPWS:135136
VPLS:133|12.82.68.1/VPLS:133
VPLS:134326|12.82.8.81/VPLS:134326
VPWS:145777|12.82.16.50/VPWS:145777
VPWS:178214|12.82.40.110/VPWS:178214
VPWS:146478|12.82.0.42/VPWS:146478
VPWS:100528|12.82.118.5/VPWS:100528
VPWS:84697|12.82.118.1/VPWS:84697
VPWS:182198|12.82.70.30/VPWS:182198
VPWS:111887|12.82.92.4/VPWS:111887
VPLS:160376|12.82.96.23/VPLS:160376
VPLS:171539|12.82.94.18/VPLS:171539
VPWS:147414|12.82.0.50/VPWS:147414
VPWS:140825|12.82.40.96/VPWS:140825
VPWS:170546|12.82.0.71/VPWS:170546
L2CKT:32241|10.204.144.69/L2CKT:32241
VPLS:153842|12.82.40.124/VPLS:153842
VPWS:127832|12.82.0.69/VPWS:127832
VPLS:161509|12.82.102.25/VPLS:161509
VPWS:89775|12.82.8.54/VPWS:89775
VPWS:160141|12.82.8.54/VPWS:160141
VPWS:126125|12.82.94.15/VPWS:126125
VPWS:114858|12.82.16.65/VPWS:114858
VPLS:59622|12.82.0.54/VPLS:59622
VPLS:124398|12.82.96.19/VPLS:124398
VPWS:91627|12.82.56.5/VPWS:91627
13979:103319|12.122.215.1/13979:103319
VPWS:155006|12.82.102.26/VPWS:155006
VPWS:98000|12.82.104.21/VPWS:98000
VPWS:111114|12.82.100.11/VPWS:111114
VPLS:137981|12.82.70.31/VPLS:137981
VPWS:83877|12.82.86.14/VPWS:83877
VPWS:164385|12.82.90.11/VPWS:164385
VPLS:128243|12.82.106.10/VPLS:128243
VPLS:103938|12.82.24.32/VPLS:103938
VPWS:170491|12.82.0.70/VPWS:170491
VPWS:97633|12.82.118.6/VPWS:97633
VPLS:29056|143.0.68.212/VPLS:29056
VPWS:113809|12.82.16.58/VPWS:113809
13979:34781|12.122.215.6/13979:34781
VPWS:163625|12.82.8.59/VPWS:163625
VPLS:112096|12.82.40.122/VPLS:112096
VPWS:166502|12.82.16.40/VPWS:166502
VPLS:171793|12.82.62.5/VPLS:171793
VPWS:164777|12.82.114.7/VPWS:164777
21302:31249|32.119.234.252/21302:31249
VPWS:147344|12.82.0.75/VPWS:147344
VPLS:32163|10.204.144.70/VPLS:32163
VPLS:128044|12.82.0.70/VPLS:128044
VPWS:78289|12.82.86.24/VPWS:78289
13979:123841:561639|12.122.215.16/13979:123841:561639
VPWS:154610|12.82.24.50/VPWS:154610
VPLS:47838|12.82.55.4/VPLS:47838
VPWS:80355|12.82.86.23/VPWS:80355
VPWS:137476|12.82.16.79/VPWS:137476
VPLS:155409|12.82.0.69/VPLS:155409
VPLS:144695|12.82.0.74/VPLS:144695
13979:61907:568134|12.122.215.9/13979:61907:568134
VPWS:72269|12.82.80.24/VPWS:72269
VPLS:106336|12.82.80.22/VPLS:106336
VPWS:172884|12.82.76.29/VPWS:172884
VPWS:167393|12.82.8.59/VPWS:167393
VPWS:21589|192.168.113.48/VPWS:21589
VPWS:90013|12.82.76.28/VPWS:90013
VPWS:71329|12.82.74.26/VPWS:71329
VPLS:127461|12.82.102.1/VPLS:127461
VPLS:172611|12.82.98.19/VPLS:172611
VPLS:163671|12.82.0.71/VPLS:163671
VPWS:155126|12.82.24.61/VPWS:155126
VPLS:160767|12.82.102.25/VPLS:160767
VPWS:96964|12.82.82.27/VPWS:96964
VPWS:159261|12.82.100.5/VPWS:159261
VPWS:119618|12.82.96.21/VPWS:119618
VPWS:161381|12.82.0.71/VPWS:161381
VPWS:93085|12.82.104.21/VPWS:93085
21302:139082|165.87.253.155/21302:139082
VPLS:24586|10.204.66.99/VPLS:24586
VPWS:141078|12.82.76.29/VPWS:141078
VPWS:156269|12.82.94.18/VPWS:156269
VPWS:183112|12.82.90.11/VPWS:183112
VPWS:96512|12.82.16.64/VPWS:96512
VPWS:80679|12.82.74.26/VPWS:80679
VPLS:79190|12.82.0.46/VPLS:79190
VPWS:177340|12.82.8.69/VPWS:177340
VPWS:104683|12.82.102.4/VPWS:104683
VPWS:94597|12.82.40.111/VPWS:94597
VPWS:120762|12.82.60.24/VPWS:120762
VPWS:185336|12.82.32.75/VPWS:185336
VPWS:85495|12.82.114.10/VPWS:85495
VPLS:108098|12.82.92.25/VPLS:108098
VPLS:101682|12.82.102.1/VPLS:101682
VPWS:95883|12.82.24.52/VPWS:95883
VPWS:29219|143.0.68.230/VPWS:29219
VPWS:156600|12.82.76.18/VPWS:156600
VPWS:90510|12.82.0.50/VPWS:90510
VPWS:154034|12.82.90.15/VPWS:154034
VPWS:114825|12.82.72.18/VPWS:114825
VPWS:139251|12.82.114.10/VPWS:139251
VPLS:181278|12.82.0.69/VPLS:181278
VPLS:156434|12.82.8.71/VPLS:156434
VPWS:52387|12.82.114.8/VPWS:52387
VPWS:111033|12.82.104.2/VPWS:111033
VPWS:130662|12.82.16.66/VPWS:130662
VPLS:133411|12.82.8.55/VPLS:133411
VPWS:154206|12.82.16.94/VPWS:154206
VPWS:56847|12.82.96.27/VPWS:56847
VPWS:134668|12.82.24.61/VPWS:134668
VPLS:167031|12.82.0.75/VPLS:167031
VPWS:137365|12.82.16.82/VPWS:137365
VPLS:128800|12.82.16.67/VPLS:128800
VPWS:135364|12.82.64.22/VPWS:135364
VPLS:135106|12.82.40.82/VPLS:135106
21302:30744|165.87.253.130/21302:30744
VPWS:122392|12.82.70.30/VPWS:122392
VPWS:22857|10.204.82.18/VPWS:22857
VPWS:149139|12.82.16.86/VPWS:149139
VPLS:26701|10.204.84.105/VPLS:26701
13979:104232|12.122.215.12/13979:104232
VPLS:159143|12.82.100.12/VPLS:159143
VPLS:104014|12.82.70.27/VPLS:104014
VPWS:135906|12.82.70.31/VPWS:135906
VPLS:114043|12.82.78.27/VPLS:114043
VPWS:183955|12.82.40.125/VPWS:183955
VPLS:28886|143.0.68.244/VPLS:28886
VPWS:67762|12.82.66.23/VPWS:67762
VPLS:85493|12.82.16.58/VPLS:85493
VPWS:123283|12.82.114.10/VPWS:123283
VPWS:119021|12.82.114.10/VPWS:119021
VPLS:125258|12.82.106.9/VPLS:125258
VPWS:49445|12.82.114.8/VPWS:49445
VPWS:114321|12.82.40.111/VPWS:114321
VPWS:88606|12.82.72.19/VPWS:88606
VPLS:66091|12.82.76.27/VPLS:66091
VPWS:117465|12.82.82.27/VPWS:117465
VPWS:131039|12.82.40.110/VPWS:131039
VPWS:157885|12.82.72.18/VPWS:157885
VPLS:117285|12.82.114.13/VPLS:117285
VPLS:139125|12.82.68.1/VPLS:139125
VPLS:131342|12.82.16.69/VPLS:131342
VPWS:148709|12.82.118.5/VPWS:148709
VPLS:174347|12.82.32.76/VPLS:174347
VPWS:151928|12.82.0.46/VPWS:151928
VPWS:139936|12.82.24.30/VPWS:139936
VPLS:112127|12.82.92.25/VPLS:112127
VPLS:68362|12.82.96.9/VPLS:68362
VPWS:117525|12.82.60.18/VPWS:117525
VPWS:88025|12.82.8.60/VPWS:88025
VPWS:73258|12.82.114.11/VPWS:73258
VPWS:155219|12.82.104.20/VPWS:155219
VPWS:28385|150.0.0.215/VPWS:28385
VPWS:124719|12.82.94.16/VPWS:124719
VPWS:151987|12.82.0.74/VPWS:151987
VPWS:93711|12.82.56.5/VPWS:93711
VPWS:156076|12.82.32.75/VPWS:156076
VPWS:172651|12.82.8.67/VPWS:172651
VPWS:113841|12.82.102.2/VPWS:113841
VPWS:92613|12.82.82.27/VPWS:92613
VPWS:142900|12.82.56.1/VPWS:142900
VPWS:73134|12.82.74.26/VPWS:73134
VPLS:108634|12.82.40.122/VPLS:108634
VPLS:173683|12.82.92.25/VPLS:173683
VPLS:116167|12.82.40.87/VPLS:116167
VPWS:182583|12.82.8.87/VPWS:182583
VPLS:167609|12.82.126.192/VPLS:167609
13979:5819|12.122.215.15/13979:5819
VPWS:174728|12.82.16.40/VPWS:174728
VPWS:65813|12.82.0.45/VPWS:65813
VPWS:184301|12.82.40.126/VPWS:184301
VPLS:158419|12.82.0.69/VPLS:158419
VPLS:125127|12.82.104.6/VPLS:125127
VPWS:170705|12.82.0.87/VPWS:170705
21326:62683|32.119.202.248/21326:62683
VPWS:78475|12.82.118.6/VPWS:78475
VPWS:170024|12.82.16.96/VPWS:170024
VPLS:167104|12.82.76.24/VPLS:167104
VPLS:171296|12.82.126.128/VPLS:171296
VPWS:77189|12.82.74.25/VPWS:77189
VPWS:178239|12.82.8.99/VPWS:178239
VPWS:88144|12.82.96.25/VPWS:88144
VPWS:79316|12.82.80.15/VPWS:79316
VPLS:151385|12.82.110.4/VPLS:151385
VPLS:138624|12.82.16.76/VPLS:138624
VPWS:169619|12.82.8.59/VPWS:169619
VPLS:104069|12.82.68.1/VPLS:104069
VPWS:121571|12.82.114.1/VPWS:121571
VPLS:103931|12.82.40.122/VPLS:103931
13979:54563|12.122.215.34/13979:54563
VPWS:79318|12.82.118.6/VPWS:79318
VPLS:152491|12.82.126.192/VPLS:152491
VPLS:117014|12.82.118.15/VPLS:117014
VPWS:160444|12.82.16.65/VPWS:160444
VPWS:173715|12.82.0.70/VPWS:173715
VPWS:106703|12.82.74.26/VPWS:106703
VPLS:170155|12.82.96.1/VPLS:170155
VPLS:114263|12.82.114.11/VPLS:114263
VPLS:83449|12.82.76.18/VPLS:83449
VPLS:172345|12.82.0.75/VPLS:172345
VPWS:168742|12.82.8.55/VPWS:168742
VPLS:106078|12.82.0.49/VPLS:106078
VPLS:55026|12.82.114.9/VPLS:55026
VPWS:114347|12.82.76.28/VPWS:114347
VPWS:127471|12.82.24.61/VPWS:127471
VPWS:143320|12.82.82.20/VPWS:143320
VPWS:90700|12.82.100.20/VPWS:90700
VPLS:52561|12.82.24.61/VPLS:52561
VPLS:53345|12.82.96.6/VPLS:53345
VPWS:100730|12.82.56.3/VPWS:100730
VPWS:171192|12.82.8.59/VPWS:171192
VPWS:96966|12.82.16.66/VPWS:96966
VPWS:114898|12.82.66.23/VPWS:114898
VPLS:137732|12.82.80.29/VPLS:137732
VPLS:111694|12.82.40.122/VPLS:111694
VPWS:125510|12.82.110.14/VPWS:125510
13979:130374|12.122.215.47/13979:130374
VPLS:107899|1.2.3.4/VPLS:107899
VPWS:30358|148.0.131.204/VPWS:30358
VPLS:116187|12.82.92.25/VPLS:116187
21302:31893|165.87.253.130/21302:31893
VPWS:178969|12.82.63.14/VPWS:178969
VPWS:119052|12.82.16.57/VPWS:119052
VPWS:104088|12.82.100.5/VPWS:104088
VPWS:79034|12.82.118.7/VPWS:79034
VPLS:100066|12.82.80.31/VPLS:100066
VPLS:157813|12.82.8.61/VPLS:157813
VPLS:108793|12.82.92.25/VPLS:108793
VPWS:91668|12.82.114.11/VPWS:91668
VPWS:74411|12.82.114.11/VPWS:74411
VPLS:57915|12.82.0.73/VPLS:57915
VPWS:121479|12.82.60.25/VPWS:121479
VPWS:28700|10.204.10.98/VPWS:28700
VPWS:139102|12.82.64.17/VPWS:139102
VPWS:92308|12.82.104.16/VPWS:92308
VPWS:109220|12.82.100.5/VPWS:109220
VPWS:28942|10.204.10.183/VPWS:28942
21302:3092|32.119.249.124/21302:3092
VPWS:122962|12.82.40.110/VPWS:122962
VPWS:132214|12.82.0.43/VPWS:132214
VPWS:142227|12.82.60.19/VPWS:142227
VPLS:179527|12.82.16.40/VPLS:179527
VPWS:157711|12.82.72.25/VPWS:157711
13979:187050|12.122.215.4/13979:187050
VPWS:164630|12.82.24.42/VPWS:164630
VPWS:128921|12.82.64.22/VPWS:128921
VPWS:154002|12.82.88.20/VPWS:154002
VPLS:187954|12.82.40.122/VPLS:187954
8035:116903|165.87.245.79/8035:116903
21302:29264|165.87.253.155/21302:29264
VPWS:119910|12.82.60.24/VPWS:119910
VPWS:66686|12.82.0.46/VPWS:66686
VPLS:117053|12.82.94.17/VPLS:117053
VPLS:117764|12.82.76.27/VPLS:117764
VPWS:85026|12.82.64.22/VPWS:85026
VPLS:138991|12.82.16.67/VPLS:138991
VPLS:58167|12.82.0.46/VPLS:58167
VPWS:74154|12.82.66.23/VPWS:74154
VPWS:84046|12.82.0.46/VPWS:84046
VPLS:94897|12.82.60.17/VPLS:94897
VPWS:141985|12.82.16.40/VPWS:141985
VPLS:149153|12.82.82.27/VPLS:149153
VPLS:163761|12.82.92.31/VPLS:163761
VPLS:25658|10.204.9.67/VPLS:25658
VPLS:134497|12.82.102.1/VPLS:134497
VPLS:107569|12.82.118.19/VPLS:107569
VPWS:177055|12.82.8.60/VPWS:177055
VPLS:113291|12.82.60.30/VPLS:113291
VPLS:109913|12.82.78.1/VPLS:109913
