@rel(PLink)
@from(PE_PPort)key|@to(CE_PPort)key
150.0.0.168/5/0/6|10.204.83.140/9
149.0.3.228/4/0/2|10.204.85.34/9
12.80.72.80/4/3/1|10.204.200.252/25
143.0.68.170/4/0/7|10.204.11.64/9
8.8.0.205/1/0/1|10.204.90.100/24
10.144.0.65/1/0/0|10.204.200.111/SM-A/1
143.0.68.240/2/0/2|10.204.132.141/9
143.0.68.240/2/1/1|10.204.132.153/SM-B/2
150.0.0.168/5/1/9|10.204.83.225/9
150.0.0.27/2/0/0|10.204.8.71/21
149.0.3.222/2/0/7|10.204.10.20/9
12.80.68.132/5/0/0|10.204.160.107/25
143.0.68.248/0/1/0|10.204.11.212/9
143.0.68.43/5/0/0|10.204.84.196/9
10.144.0.155/5/3/5|192.168.113.110/9
143.0.24.144/1/0/3|10.204.132.171/SM-B/2
12.123.80.214/4/0/1|10.204.81.84/25
150.0.0.4/2/0/0|10.204.8.68/22
12.80.72.55/0/0/0|10.204.200.216/25
8.8.0.196/4/0/2|10.204.156.94/22
143.0.68.248/1/0/3|10.204.11.158/9
143.0.68.43/0/0/0|10.204.83.251/25
8.8.0.205/1/0/9|10.204.90.176/25
149.9.0.29/0/0/5|10.204.9.124/10
12.80.72.64/0/0/0|10.204.200.232/25
12.123.80.214/4/2/3|10.204.81.147/25
143.0.24.44/0/3/8|10.204.200.127/9
149.8.0.12/1/0/1|10.204.81.54/25
10.144.0.137/5/2/7|192.168.113.81/10
12.123.80.17/1/0/9|10.204.80.161/25
143.0.68.175/0/0/2|10.204.11.106/11
143.0.68.172/0/0/7|10.204.10.97/9
8.8.0.172/5/1/0|10.204.90.191/25
149.0.3.196/2/0/4|10.204.85.56/9
148.0.131.234/0/0/0|10.204.8.102/25
12.123.80.214/3/0/1|10.204.81.60/26
10.144.0.147/3/0/0|10.204.67.182/9
143.0.68.242/3/3/0|10.204.144.132/9
143.0.68.248/0/2/1|10.204.11.244/9
150.0.0.52/0/0/0|10.204.8.77/21
149.0.3.201/0/0/1|10.204.9.155/9
143.0.68.242/3/1/2|10.204.132.193/9
8.8.0.190/5/0/0|10.204.90.159/25
149.0.3.213/0/0/0|10.204.9.167/9
143.0.68.248/1/1/8|10.204.11.197/9
149.9.0.28/5/1/9|10.204.84.135/10
143.0.25.9/1/0/1|10.204.12.116/22
149.0.3.222/1/2/0|10.204.9.243/9
143.0.24.231/0/0/1|10.204.12.91/0
149.0.3.196/0/1/5|10.204.85.0/9
150.0.0.212/1/0/7|10.204.83.250/9
8.8.0.172/5/0/5|10.204.90.174/25
143.0.68.242/3/2/6|10.204.144.77/0
10.144.0.65/3/2/0|192.168.113.75/11
143.0.24.131/4/0/0|10.204.135.196/21
143.0.25.22/4/0/0|10.204.144.203/9
149.0.3.202/4/0/1|10.204.9.185/10
8.8.0.206/1/0/8|10.204.90.179/25
143.0.24.168/4/1/2|10.204.144.99/0
12.80.84.26/3/0/1|10.204.172.71/22
10.144.0.154/2/0/3|192.168.95.37/9
143.0.68.168/1/0/0|10.204.10.149/SM-A/1
148.0.131.175/1/2/0|10.204.84.111/10
149.0.3.128/4/0/1|10.204.9.65/25
8.8.0.215/3/0/0|10.204.90.199/22
10.144.0.137/3/2/3|10.204.67.92/9
148.0.131.193/1/0/3|10.204.225.200/22
149.0.3.216/0/0/0|10.204.84.243/21
143.0.68.5/1/0/0|10.204.83.181/9
12.80.0.207/0/0/1|10.204.176.67/23
143.0.24.132/1/0/3|10.204.1.97/9
143.0.68.172/0/0/4|10.204.10.86/10
143.0.68.242/3/0/1|10.204.132.168/9
143.0.68.242/4/1/1|10.204.144.89/9
143.0.68.248/0/2/0|10.204.11.237/9
150.0.0.234/0/0/0|10.204.83.212/25
150.0.0.213/1/3/0|10.204.83.96/11
12.80.4.11/5/0/0|10.204.160.93/25
12.123.80.214/0/1/0|10.204.81.106/25
12.123.80.29/1/0/8|10.204.64.183/SM-B/1
148.0.131.204/0/0/0|10.204.12.112/25
12.82.78.30/2/0/9|10.204.22.70/10
143.0.68.214/1/0/7|10.204.134.212/9
149.0.3.196/5/0/2|10.204.85.19/9
10.144.0.137/3/2/7|10.204.67.99/9
150.0.0.212/0/1/6|10.204.83.240/9
10.0.38.75/3/0/0|10.204.67.31/9
12.82.0.53/5/0/2|10.204.200.101/25
8.8.0.205/2/0/5|10.204.90.248/21
12.80.4.10/5/0/1|10.204.160.90/25
12.80.84.26/5/0/0|10.204.172.71/21
149.0.3.198/0/0/0|10.204.84.233/10
143.0.68.248/1/2/3|10.204.11.203/9
10.144.0.137/3/2/1|10.204.67.83/9
12.80.72.33/0/0/1|10.204.200.193/25
12.123.80.29/2/0/0|10.204.64.153/25
143.0.68.212/0/0/3|10.204.132.115/25
150.0.0.215/0/0/1|10.204.83.166/10
150.0.0.23/4/0/0|10.204.81.199/25
10.144.0.147/4/3/8|10.204.32.86/10
12.123.80.166/1/0/4|10.204.80.143/25
8.8.0.246/1/0/0|10.204.90.237/25
12.123.80.15/0/0/3|10.204.65.160/25
150.0.0.4/1/0/0|10.204.8.68/21
149.0.3.216/4/0/1|10.204.84.244/9
12.123.80.27/2/1/2|10.204.80.171/25
143.0.24.162/5/1/0|10.204.161.22/12
143.0.25.61/5/0/0|10.204.12.150/SM-A/2
10.144.0.154/1/2/4|192.168.113.83/25
143.0.68.247/4/2/6|10.204.132.107/10
149.0.3.222/5/1/8|10.204.9.209/9
149.0.3.222/2/2/0|10.204.9.249/9
150.0.0.214/0/0/6|10.204.83.173/25
8.8.0.185/3/0/4|10.204.90.147/10
10.144.0.154/2/3/3|192.168.113.74/9
149.0.3.222/1/3/1|10.204.10.7/9
143.0.68.55/1/0/0|10.204.84.79/25
143.0.68.184/0/0/7|10.204.10.126/9
149.0.3.196/0/2/1|10.204.85.7/9
143.0.68.203/0/1/0|10.204.85.94/11
12.123.80.212/1/0/6|10.204.81.6/25
149.0.3.244/2/0/0|10.204.85.33/11
8.8.0.148/2/0/0|10.204.90.108/25
143.0.68.110/2/0/1|10.204.200.123/10
12.123.80.27/4/0/1|10.204.80.183/10
150.0.0.217/0/0/3|10.204.84.87/26
149.0.3.243/3/0/0|10.204.85.15/11
149.0.3.198/2/0/1|10.204.84.249/10
12.82.0.61/3/0/0|10.204.160.117/SM-A/2
149.0.3.128/4/0/2|10.204.9.102/25
143.0.68.240/4/2/0|10.204.132.176/24
12.123.80.214/3/0/2|10.204.81.70/25
12.123.80.27/1/1/2|10.204.80.86/25
150.0.0.89/1/0/1|10.204.82.158/25
10.144.0.137/4/0/5|10.204.67.137/9
12.80.0.207/0/1/1|10.204.176.64/25
150.0.0.167/1/0/6|10.204.84.6/10
143.0.68.249/0/0/0|10.204.132.155/9
143.0.68.242/3/1/5|10.204.132.203/9
12.123.80.143/2/0/0|10.204.65.137/SM-B/1
150.0.0.10/2/0/1|10.204.81.173/25
143.0.24.168/5/0/2|10.204.144.93/0
12.80.72.35/0/0/1|10.204.200.190/28
150.0.0.168/5/1/8|10.204.83.218/9
12.123.80.214/4/1/1|10.204.81.117/25
12.123.80.15/0/0/1|10.204.65.157/25
12.80.68.134/5/0/4|10.204.160.112/25
143.0.68.175/0/0/3|10.204.11.107/11
143.0.68.170/0/3/8|10.204.11.35/9
148.0.131.168/1/0/2|10.204.82.107/25
143.0.68.170/4/0/4|10.204.11.58/21
12.80.72.103/5/0/0|10.204.201.17/25
143.0.68.184/0/1/6|10.204.11.141/10
12.80.72.23/4/0/0|10.204.201.28/21
12.123.80.27/0/0/2|10.204.80.184/25
149.0.3.214/0/0/0|10.204.9.167/10
143.0.24.237/5/0/0|10.204.85.109/11
143.0.24.168/0/0/3|10.204.132.191/9
143.0.68.244/3/0/3|10.204.11.36/9
12.123.80.214/1/0/5|10.204.80.250/26
12.123.80.166/1/0/3|10.204.80.142/25
143.0.68.46/1/0/0|10.204.84.5/25
149.0.3.198/3/0/3|10.204.84.219/10
143.0.68.170/1/0/4|10.204.10.125/9
143.0.68.247/4/2/8|10.204.144.158/9
12.123.80.214/1/0/2|10.204.80.235/26
143.0.24.147/0/0/0|10.204.134.223/0
12.80.84.29/4/0/0|10.204.6.68/21
149.0.3.196/0/1/1|10.204.84.251/9
149.9.0.28/5/0/1|10.204.83.146/9
150.0.0.214/0/0/1|10.204.83.129/10
8.8.0.244/3/0/0|10.204.90.234/25
8.8.0.154/0/1/6|10.204.90.220/21
143.0.68.248/1/3/5|10.204.11.210/21
143.0.68.230/7/0/1|10.204.132.71/11
8.8.0.215/4/0/1|10.204.90.177/24
12.80.72.24/2/0/0|10.204.200.177/25
143.0.68.170/0/0/0|10.204.10.55/9
143.0.68.170/0/0/5|10.204.10.205/22
143.0.68.170/4/0/9|10.204.11.95/9
12.123.80.21/2/0/2|10.204.64.218/25
149.9.0.21/1/0/2|10.204.8.194/9
8.8.0.206/1/0/0|10.204.90.185/22
143.0.25.9/0/0/3|10.204.12.116/21
10.144.0.154/2/2/6|192.168.113.230/SM-A/1
143.0.24.159/0/0/3|10.204.161.40/SM-B/1
150.0.0.212/1/0/2|10.204.83.97/SM-A/1
149.9.0.28/5/2/1|10.204.84.165/9
143.0.24.144/1/0/1|10.204.132.182/24
143.0.68.170/1/0/7|10.204.10.167/9
143.0.24.131/7/0/0|10.204.135.196/22
8.8.0.154/5/3/7|10.204.90.201/10
12.80.72.36/0/0/1|10.204.200.201/25
143.0.68.248/1/3/4|10.204.11.210/23
143.0.24.15/1/3/8|10.204.134.201/22
149.0.3.203/1/0/1|10.204.9.184/10
12.80.72.107/0/0/0|10.204.201.21/26
12.123.80.152/1/0/6|10.204.65.64/25
143.0.68.248/1/0/2|10.204.11.152/9
149.0.3.196/0/0/8|10.204.84.245/9
150.0.0.167/2/0/6|10.204.32.83/9
149.0.3.222/2/0/0|10.204.9.240/9
143.0.24.168/4/0/0|10.204.132.216/0
8.8.0.148/1/0/0|10.204.90.93/25
14.0.1.70/0/0/0|10.204.4.93/10
143.0.25.15/5/0/0|10.204.85.115/9
149.8.0.17/1/0/0|10.204.81.36/25
10.144.0.137/1/1/5|192.168.113.67/25
12.123.80.188/0/0/7|10.204.65.106/25
143.0.68.195/1/0/2|10.204.2.103/23
143.0.68.72/1/0/3|10.204.161.8/23
10.144.0.124/3/2/5|192.168.113.96/25
12.80.72.109/2/3/1|10.204.201.27/21
143.0.68.43/0/0/1|10.204.84.23/25
150.0.0.229/0/1/0|10.204.12.119/11
143.0.68.248/0/1/1|10.204.11.214/9
143.0.24.144/0/0/0|10.204.132.171/SM-B/1
12.80.72.65/2/0/3|10.204.200.242/25
143.0.68.184/0/0/5|10.204.10.114/9
10.144.0.65/5/1/0|10.204.66.90/11
12.80.72.61/5/0/0|10.204.200.227/21
149.0.3.222/1/0/1|10.204.9.219/9
143.0.68.71/1/0/2|10.204.84.111/9
143.0.68.172/4/1/0|10.204.12.44/10
143.0.68.242/3/0/8|10.204.12.13/9
143.0.24.145/0/0/6|10.204.144.171/9
149.0.3.194/0/1/0|10.204.84.247/11
143.0.68.64/0/0/0|10.204.84.103/26
143.0.68.172/0/1/2|10.204.10.121/9
10.144.0.65/5/2/0|192.168.113.80/11
12.80.0.207/0/1/7|10.204.176.76/26
143.0.24.159/0/0/7|10.204.161.61/9
10.144.0.147/1/2/7|192.168.113.166/9
12.123.80.214/4/0/9|10.204.81.111/25
12.123.80.212/2/0/9|10.204.81.62/25
143.0.68.240/5/0/1|10.204.132.165/10
149.0.3.222/5/1/3|10.204.9.204/9
143.0.24.15/1/3/9|10.204.134.201/23
150.0.0.168/5/2/2|10.204.83.241/9
143.0.24.159/10/0/4|10.204.161.69/22
12.82.0.62/3/0/9|10.204.200.112/22
143.0.68.172/4/0/7|10.204.12.69/9
143.0.68.248/1/2/9|10.204.11.235/9
143.0.24.164/0/0/3|10.204.161.50/10
8.8.0.205/2/0/0|10.204.90.214/23
12.80.72.45/0/0/0|10.204.200.208/25
148.0.131.223/2/0/0|10.204.82.141/21
10.144.0.137/2/0/2|10.204.64.223/10
149.0.3.196/0/1/3|10.204.84.253/21
150.0.0.232/0/0/0|10.204.83.167/9
149.0.3.222/4/1/0|10.204.10.48/9
12.123.80.156/4/0/0|10.204.65.47/26
12.80.0.208/1/0/1|10.204.176.68/21
10.144.0.147/3/0/4|10.204.67.196/10
10.144.0.147/5/2/1|192.168.113.48/10
10.144.0.147/3/1/1|10.204.67.104/9
12.123.80.176/0/0/1|10.204.80.146/25
143.0.68.168/2/0/0|10.204.10.142/10
149.8.0.18/5/0/2|10.204.81.55/25
143.0.68.170/3/0/0|10.204.11.9/9
143.0.68.240/5/0/0|10.204.132.165/9
8.8.0.188/1/0/2|10.204.90.145/25
12.123.80.214/4/1/7|10.204.81.125/26
143.0.24.159/0/0/9|10.204.161.61/10
12.82.0.62/2/0/1|10.204.200.120/25
143.0.68.244/0/0/1|10.204.132.96/9
149.0.3.196/0/1/8|10.204.85.6/9
143.0.68.184/2/0/0|10.204.11.139/22
143.0.25.9/0/1/3|10.204.12.149/9
143.0.68.242/4/1/6|10.204.144.127/9
143.0.68.242/4/1/8|10.204.132.203/10
10.144.0.137/3/1/3|10.204.67.63/9
150.0.0.216/1/0/0|10.204.83.130/22
150.0.0.89/1/0/8|10.204.82.191/25
143.0.68.172/0/0/5|10.204.10.87/10
143.0.68.214/1/0/5|10.204.134.198/21
143.0.68.18/2/0/1|10.204.84.127/1
143.0.68.248/0/0/9|10.204.11.149/25
143.0.68.240/2/0/9|10.204.132.147/9
149.0.3.198/4/0/0|10.204.85.81/10
149.0.3.216/0/0/1|10.204.84.243/23
143.0.68.248/1/0/9|10.204.11.175/9
12.80.0.207/0/2/0|10.204.176.71/21
12.123.80.27/3/0/2|10.204.80.108/25
143.0.68.168/1/0/7|10.204.10.163/9
10.144.0.137/3/1/0|10.204.67.56/9
150.0.0.52/0/0/1|10.204.8.77/22
149.8.0.7/1/0/1|10.204.81.38/25
12.82.0.62/3/0/4|10.204.200.106/22
150.0.0.167/1/0/4|10.204.83.246/9
149.0.3.194/2/0/2|10.204.85.77/9
12.123.80.214/4/2/4|10.204.81.150/26
12.123.80.214/1/0/7|10.204.81.0/25
143.0.24.168/4/1/4|10.204.144.163/11
143.0.68.247/0/0/2|10.204.132.90/22
12.123.80.207/0/0/2|10.204.136.81/25
8.8.0.118/0/0/1|10.204.176.67/SM-B/1
12.80.17.93/3/0/1|10.204.17.34/22
12.123.80.177/2/0/7|10.204.80.241/25
12.80.72.118/0/0/3|10.204.201.69/25
148.0.131.203/0/0/1|10.204.83.118/10
143.0.68.184/0/2/6|10.204.11.139/21
12.123.80.207/0/0/0|10.204.136.79/25
12.123.80.142/0/0/2|10.204.65.56/25
10.144.0.137/1/2/2|10.204.67.15/9
143.0.68.241/4/0/0|10.204.132.157/9
143.0.68.230/2/2/0|10.204.132.92/9
8.8.0.171/5/0/1|10.204.90.222/25
150.0.0.29/4/0/0|10.204.81.199/26
12.123.80.197/1/1/5|10.204.65.117/26
143.0.68.170/1/0/0|10.204.10.71/9
12.82.40.107/2/0/0|10.204.204.132/SM-B/1
143.0.68.248/1/1/7|10.204.11.196/9
10.144.0.147/3/1/3|10.204.67.189/25
143.0.25.20/1/0/0|10.204.145.192/0
10.144.0.155/3/0/6|10.204.1.121/25
149.0.3.198/2/0/2|10.204.84.250/21
150.0.0.79/0/0/2|10.204.82.90/26
12.123.80.15/2/0/5|10.204.80.237/25
10.144.0.137/3/0/4|10.204.67.177/9
12.123.80.214/2/0/7|10.204.81.31/25
149.0.3.196/2/0/3|10.204.85.55/9
149.0.3.222/5/1/4|10.204.9.206/9
12.80.72.33/0/0/0|10.204.200.190/25
10.144.0.147/3/0/9|10.204.67.86/9
143.0.24.158/0/0/0|10.204.161.28/25
149.9.0.28/5/2/5|10.204.84.178/9
10.144.0.137/1/0/3|10.204.66.234/9
12.123.80.214/4/0/4|10.204.81.94/25
143.0.68.170/4/0/0|10.204.11.42/25
12.80.72.98/4/0/0|10.204.201.11/26
143.0.24.168/0/0/5|10.204.144.81/9
148.0.131.182/4/1/5|10.204.82.172/25
8.8.0.172/5/0/9|10.204.90.190/25
8.8.0.215/4/0/0|10.204.90.199/21
149.8.0.20/2/0/2|10.204.81.137/25
149.9.0.6/1/0/0|10.204.9.67/10
149.0.3.222/2/0/1|10.204.9.244/9
12.80.72.65/0/0/9|10.204.200.233/27
8.8.0.154/1/2/0|10.204.90.224/10
150.0.0.64/3/0/0|10.204.81.237/25
149.0.3.222/4/0/7|10.204.10.47/9
12.123.80.214/3/0/3|10.204.66.72/25
12.123.80.15/0/0/8|10.204.80.242/25
149.9.0.29/5/0/0|10.204.9.95/22
143.0.68.248/0/0/1|10.204.10.172/9
8.8.0.118/1/1/4|10.204.166.89/26
143.0.25.9/0/1/0|10.204.12.145/9
149.9.0.29/0/0/4|10.204.9.100/25
12.123.80.15/0/0/4|10.204.136.85/25
10.144.0.152/1/0/2|192.168.95.135/0
143.0.68.184/0/2/0|10.204.11.231/9
143.0.68.72/1/0/1|10.204.136.101/23
143.0.24.159/10/0/5|10.204.161.69/23
149.0.3.222/1/2/1|10.204.9.250/9
8.8.0.216/0/0/0|10.204.90.217/SM-A/1
143.0.24.144/0/0/6|10.204.132.182/23
143.0.24.129/3/0/0|10.204.235.194/0
149.0.3.216/4/0/0|10.204.84.231/9
143.0.68.248/4/0/0|10.204.11.252/9
150.0.0.167/1/0/0|10.204.66.230/9
143.0.68.248/1/0/7|10.204.11.170/9
10.144.0.137/3/1/4|10.204.67.66/9
8.8.0.154/0/0/2|10.204.90.122/25
148.0.131.182/4/0/3|10.204.82.114/25
149.0.3.222/4/0/0|10.204.10.34/22
150.0.0.194/0/0/4|10.204.9.169/9
12.123.80.15/0/0/0|10.204.65.153/25
150.0.0.168/2/0/9|10.204.83.122/9
10.144.0.137/1/3/5|192.168.113.147/22
143.0.68.184/2/0/1|10.204.11.142/22
12.123.80.212/2/1/5|10.204.81.142/25
143.0.68.168/1/0/3|10.204.10.229/9
12.123.80.212/2/0/4|10.204.81.32/25
143.0.25.9/0/1/4|10.204.12.140/9
149.0.3.159/1/0/0|10.204.1.99/9
143.0.68.51/2/0/8|10.204.200.90/21
150.0.0.168/5/1/3|10.204.83.176/9
149.0.3.206/4/0/0|10.204.84.231/10
12.80.72.61/4/0/0|10.204.200.227/22
143.0.68.207/1/2/0|10.204.134.195/12
12.80.68.135/4/0/3|10.204.160.116/22
8.8.0.154/0/0/1|10.204.90.119/10
148.0.131.182/4/0/8|10.204.82.129/25
149.0.3.196/0/0/3|10.204.84.235/9
10.144.0.147/3/0/8|10.204.67.84/9
143.0.68.172/3/0/0|10.204.12.35/9
143.0.24.162/1/0/0|10.204.161.24/21
12.123.80.217/1/0/0|10.204.80.219/26
12.82.0.53/1/0/1|10.204.201.35/25
149.0.3.198/1/0/0|10.204.84.235/10
143.0.68.44/0/0/4|10.204.84.129/10
150.0.0.168/2/0/7|10.204.83.113/9
12.123.80.68/5/0/0|10.204.64.214/25
12.123.80.157/1/0/0|10.204.65.162/25
10.144.0.154/3/0/2|10.204.1.68/25
12.80.72.27/1/0/1|10.204.200.184/21
143.0.68.172/4/0/0|10.204.12.33/9
143.0.68.240/2/0/4|10.204.132.142/9
143.0.25.9/0/0/0|10.204.12.103/9
143.0.24.159/8/2/0|10.204.161.29/11
12.82.0.61/5/0/0|10.204.160.117/SM-A/1
149.9.0.27/0/0/4|10.204.9.103/25
150.0.0.161/0/0/0|10.204.8.108/11
143.0.24.169/1/0/0|10.204.144.187/11
10.144.0.137/3/0/2|10.204.32.79/9
10.144.0.137/1/2/7|10.204.67.25/9
12.123.80.46/1/0/6|10.204.65.117/25
143.0.68.218/1/0/0|10.204.134.194/SM-A/1
150.0.0.218/0/3/0|10.204.83.138/12
149.0.3.243/0/0/0|10.204.84.254/11
143.0.68.248/1/2/7|10.204.11.219/9
143.0.68.247/0/0/5|10.204.132.93/9
149.0.3.222/1/0/9|10.204.9.232/9
12.80.72.26/2/0/0|10.204.200.178/24
12.80.72.31/0/0/1|10.204.200.185/26
150.0.0.29/5/0/1|10.204.81.210/9
8.8.0.176/3/0/0|10.204.166.97/10
12.123.80.197/0/0/3|10.204.65.141/25
149.0.3.196/5/0/6|10.204.85.40/9
127.239.231.73/5/0/0|10.204.200.194/28
148.0.131.182/4/0/2|10.204.82.113/25
149.0.3.222/1/3/0|10.204.67.163/9
143.0.68.174/0/0/0|10.204.10.221/11
143.0.24.168/4/2/0|10.204.144.92/SM-B/1
8.8.0.154/0/1/1|10.204.90.177/21
150.0.0.167/1/0/1|10.204.66.231/9
12.123.80.37/3/0/0|10.204.65.153/26
10.144.0.154/3/1/0|10.204.1.118/25
143.0.68.242/4/0/6|10.204.132.233/0
150.0.0.217/0/0/1|10.204.83.170/10
10.144.0.154/2/2/0|192.168.113.149/21
143.0.68.45/0/1/0|10.204.84.6/9
12.123.80.214/2/0/6|10.204.81.28/25
149.0.3.222/5/2/0|10.204.9.210/9
143.0.68.248/1/0/1|10.204.11.155/9
12.123.80.46/1/0/4|10.204.80.172/25
8.8.0.154/0/3/6|10.204.90.215/25
8.8.0.201/1/0/0|10.204.90.171/25
149.0.3.244/2/2/0|10.204.85.35/9
12.123.80.29/1/0/4|10.204.64.169/25
150.0.0.213/0/0/0|10.204.83.138/11
150.0.0.168/2/0/6|10.204.9.62/9
12.123.80.15/0/0/9|10.204.66.75/25
12.80.72.67/0/0/9|10.204.200.234/25
143.0.68.247/2/0/1|10.204.132.90/21
143.0.24.162/0/0/0|10.204.161.29/12
149.0.3.202/4/0/0|10.204.9.185/9
149.0.3.134/5/0/0|10.204.8.73/26
150.0.0.168/2/0/3|10.204.83.103/9
12.82.100.7/5/0/0|10.204.160.80/25
143.0.68.170/2/0/5|10.204.11.28/9
8.8.0.118/1/0/9|10.204.176.67/SM-A/1
143.0.68.248/1/1/6|10.204.11.191/9
14.0.1.85/0/0/0|10.204.172.74/25
143.0.24.145/0/0/1|10.204.144.142/9
12.123.80.29/3/0/0|10.204.64.170/25
12.80.72.108/1/0/0|10.204.201.22/22
143.0.24.145/0/0/4|10.204.144.165/9
12.123.80.119/0/0/0|10.204.136.69/25
143.0.68.242/4/1/2|10.204.144.91/9
148.0.131.222/2/0/0|10.204.8.101/25
143.0.24.145/0/0/5|10.204.144.198/9
12.123.80.197/0/0/1|10.204.65.135/25
149.0.3.197/4/0/1|10.204.9.211/9
143.0.68.248/1/1/9|10.204.11.186/9
143.0.24.154/3/0/0|10.204.144.162/11
143.0.68.184/0/0/4|10.204.10.117/9
12.123.80.214/2/0/1|10.204.81.8/25
149.9.0.29/0/0/1|10.204.9.93/25
150.0.0.167/1/0/8|10.204.84.15/9
143.0.68.248/1/3/6|10.204.11.222/24
149.9.0.29/3/0/0|10.204.9.101/11
148.0.131.182/4/0/6|10.204.82.125/25
143.0.68.174/0/1/0|10.204.11.218/11
149.0.3.128/5/0/0|10.204.9.64/25
8.8.0.154/0/3/7|10.204.90.229/25
150.0.0.212/1/0/1|10.204.83.93/24
149.0.3.201/0/0/4|10.204.9.181/9
12.80.72.116/1/0/0|10.204.201.41/26
143.0.68.172/4/2/1|10.204.67.185/9
150.0.0.168/2/0/5|10.204.83.105/9
143.0.68.241/4/0/1|10.204.132.79/9
149.0.3.200/1/0/1|10.204.9.161/10
143.0.68.170/4/1/4|10.204.11.109/9
8.8.0.176/3/0/1|10.204.166.102/10
8.8.0.210/0/1/9|10.204.90.186/25
143.0.25.9/4/2/0|10.204.12.105/0
12.123.80.27/1/1/1|10.204.80.84/25
150.0.0.168/5/0/0|10.204.82.209/21
8.8.0.245/5/0/0|10.204.166.122/25
12.80.72.121/4/3/2|10.204.201.59/26
149.0.3.244/3/0/0|10.204.85.37/9
12.123.80.27/3/0/1|10.204.80.106/9
12.123.80.214/1/0/8|10.204.81.2/25
143.0.24.157/1/0/0|10.204.161.30/22
143.0.24.168/0/1/2|10.204.144.204/0
8.8.0.216/2/0/0|10.204.90.217/SM-B/1
10.144.0.137/5/3/4|10.204.66.238/9
143.0.68.172/0/0/0|10.204.10.59/9
143.0.68.248/1/2/4|10.204.9.89/9
143.0.68.248/1/0/0|10.204.11.161/9
149.0.3.196/0/2/5|10.204.85.21/9
149.0.3.198/1/0/2|10.204.84.236/9
143.0.68.170/1/0/3|10.204.10.92/9
148.0.131.219/0/0/2|10.204.8.99/25
12.123.80.15/2/0/4|10.204.65.159/26
149.0.3.222/1/0/2|10.204.9.222/9
143.0.68.168/1/0/6|10.204.10.223/9
143.0.68.99/4/0/0|10.204.9.178/9
12.123.80.188/0/0/6|10.204.65.103/25
8.8.0.172/5/0/6|10.204.90.175/25
149.0.3.228/4/0/1|10.204.85.17/10
150.0.0.230/4/0/1|10.204.12.124/9
150.0.0.167/1/0/3|10.204.66.240/9
143.0.68.240/1/0/0|10.204.132.95/10
143.0.68.172/3/0/1|10.204.10.156/9
143.0.68.212/5/0/1|10.204.132.144/10
10.144.0.152/1/3/2|192.168.113.60/10
149.0.3.222/5/1/7|10.204.9.207/9
150.0.0.215/1/0/7|10.204.84.88/25
12.80.68.136/0/0/0|10.204.160.118/25
150.0.0.147/2/0/0|10.204.82.201/22
149.8.0.18/4/0/0|10.204.81.56/25
12.82.100.7/4/0/3|10.204.160.82/21
143.0.24.144/0/0/2|10.204.132.220/9
12.80.72.33/0/3/2|10.204.200.246/26
150.0.0.214/1/0/2|10.204.83.154/21
8.8.0.154/2/0/0|10.204.90.177/22
143.0.68.175/0/3/3|10.204.10.221/12
12.80.84.29/3/0/6|10.204.6.72/25
10.0.38.78/1/0/0|10.204.67.29/26
12.123.80.214/4/1/3|10.204.81.122/25
149.0.3.196/0/2/7|10.204.85.39/9
10.144.0.147/3/1/0|10.204.67.87/9
143.0.68.170/0/0/4|10.204.10.70/9
12.80.72.108/2/0/0|10.204.201.22/21
12.123.80.212/2/0/2|10.204.81.20/25
149.0.3.203/1/0/2|10.204.9.188/9
143.0.24.169/2/0/0|10.204.144.181/9
143.0.24.162/5/0/0|10.204.161.22/11
10.144.0.155/3/0/0|10.204.1.107/9
8.8.0.215/3/0/1|10.204.90.177/23
12.80.68.135/3/0/5|10.204.160.116/21
8.8.0.169/1/0/9|10.204.90.121/25
149.0.3.196/0/1/0|10.204.84.249/9
143.0.68.184/0/3/1|10.204.11.139/23
12.80.72.28/0/0/1|10.204.200.170/26
148.0.131.240/5/0/0|10.204.9.71/26
12.123.80.133/2/0/1|10.204.64.201/25
12.82.0.53/5/1/3|10.204.200.149/25
143.0.68.170/3/0/2|10.204.11.7/9
148.0.131.182/4/1/8|10.204.82.179/25
149.0.3.194/0/2/0|10.204.84.247/12
12.123.80.152/1/0/4|10.204.65.1/25
8.8.0.190/3/0/3|10.204.90.181/1
149.0.3.196/0/0/7|10.204.84.242/25
143.0.68.248/0/0/5|10.204.10.184/9
150.0.0.168/5/0/3|10.204.83.123/9
10.144.0.154/1/2/0|192.168.113.149/22
8.8.1.5/0/0/1|10.204.90.244/26
12.80.0.207/0/2/1|10.204.176.81/9
143.0.25.9/0/1/5|10.204.12.140/10
12.82.100.7/5/1/1|10.204.160.103/25
143.0.68.239/2/2/1|10.204.132.158/9
12.123.80.27/2/1/3|10.204.80.173/26
143.0.68.242/4/1/3|10.204.144.94/9
150.0.0.212/1/0/0|10.204.83.93/22
149.0.3.222/2/0/9|10.204.10.27/9
143.0.68.18/0/0/0|10.204.83.194/11
143.0.68.170/0/0/7|10.204.11.108/9
143.0.68.240/2/1/2|10.204.132.151/21
12.82.0.53/5/3/0|10.204.201.42/25
12.80.72.121/5/0/0|10.204.201.72/25
143.0.68.72/4/0/2|10.204.161.8/22
10.144.0.155/3/1/7|10.204.1.109/25
10.144.0.65/5/3/0|10.204.66.68/11
