@rel(PLink)
@from(PE_PPort)key|@to(CE_PPort)key
12.123.80.197/0/0/1|10.204.65.135/25
12.123.80.143/4/0/1|10.204.65.139/SM-A/2
149.0.3.223/4/0/0|10.204.9.186/23
143.0.68.184/0/2/1|10.204.11.227/9
12.82.0.62/1/0/2|10.204.200.119/25
12.123.80.212/0/0/0|10.204.80.198/25
150.0.0.212/0/0/3|10.204.83.91/25
150.0.0.147/3/0/0|10.204.82.201/21
10.144.0.137/1/3/3|135.16.243.66/9
143.0.68.241/4/0/2|10.204.132.158/10
8.8.0.205/1/0/9|10.204.90.176/25
143.0.24.198/3/0/0|10.204.202.87/0
150.0.0.216/0/0/2|10.204.83.130/21
143.0.24.130/1/2/0|10.204.67.36/11
8.8.0.176/5/0/0|10.204.166.96/10
12.80.72.15/0/0/1|10.204.200.160/25
150.0.0.212/0/0/9|10.204.83.129/9
12.82.0.53/5/0/2|10.204.200.101/25
143.0.68.172/4/2/1|10.204.67.185/9
143.0.68.35/0/0/0|10.204.83.233/25
12.123.80.15/0/0/0|10.204.65.153/25
143.0.68.229/1/0/2|10.204.10.207/9
143.0.68.240/1/0/1|10.204.132.99/9
12.123.80.17/2/0/8|10.204.208.84/25
149.0.3.223/1/0/3|10.204.10.4/9
143.0.68.72/1/0/1|10.204.136.101/23
143.0.68.42/1/0/0|10.204.84.192/9
12.123.80.212/0/0/7|10.204.80.210/26
10.144.0.147/3/0/3|10.204.67.78/9
149.0.3.202/0/0/1|10.204.9.184/9
12.80.72.118/0/0/4|10.204.201.68/25
149.9.0.27/0/0/1|10.204.9.68/25
149.0.3.222/4/0/4|10.204.67.164/9
12.82.0.62/2/0/6|10.204.200.97/26
143.0.68.212/0/0/4|10.204.10.197/25
150.0.0.232/0/0/1|10.204.84.125/25
12.82.0.53/1/0/1|10.204.201.35/25
12.80.84.29/3/0/6|10.204.6.72/25
149.0.3.128/5/0/0|10.204.9.64/25
143.0.68.43/0/0/2|10.204.84.128/25
143.0.68.248/0/2/3|10.204.11.248/9
149.0.3.222/1/2/1|10.204.9.250/9
8.8.0.172/5/0/9|10.204.90.190/25
12.123.80.214/4/2/0|10.204.81.138/26
10.144.0.137/3/0/5|10.204.67.38/9
10.144.0.137/4/0/0|10.204.32.64/9
12.82.0.62/1/2/4|10.204.201.44/25
10.144.0.137/3/2/0|10.204.67.82/9
143.0.68.240/2/0/7|10.204.132.150/9
10.144.0.137/1/2/9|135.16.243.16/10
143.0.68.242/3/2/9|10.204.144.121/9
143.0.68.34/0/0/1|10.204.84.103/25
8.8.0.148/1/0/0|10.204.90.93/25
149.9.0.29/3/0/0|10.204.9.101/11
143.0.68.168/1/0/7|10.204.10.163/9
143.0.68.43/5/0/1|10.204.84.198/9
8.8.0.154/2/1/0|10.204.90.209/25
143.0.24.132/2/0/2|10.204.135.198/9
8.8.0.154/0/1/4|10.204.90.186/27
12.80.72.121/4/0/2|10.204.201.66/26
143.0.68.184/0/0/4|10.204.10.117/9
143.0.24.144/1/0/0|10.204.132.182/22
148.0.131.182/4/1/0|10.204.82.134/25
8.8.0.154/5/0/3|10.204.90.130/25
10.144.0.154/1/2/5|192.168.113.85/25
8.8.0.172/5/1/2|10.204.90.193/25
143.0.68.242/4/1/0|10.204.144.68/SM-B/2
8.8.0.154/0/1/1|10.204.90.177/21
10.144.0.154/3/1/0|10.204.1.118/25
149.0.3.222/2/0/2|10.204.10.12/9
143.0.24.144/0/0/6|10.204.132.182/23
149.0.3.216/4/0/0|10.204.84.231/9
10.144.0.154/3/0/4|10.204.1.107/10
12.123.80.212/2/1/5|10.204.81.142/25
143.0.68.240/1/0/0|10.204.132.95/10
143.0.68.248/0/0/4|10.204.10.185/9
143.0.68.242/4/1/2|10.204.144.91/9
149.0.3.222/2/1/3|10.204.10.33/9
10.144.0.137/1/2/7|10.204.67.25/9
143.0.68.99/5/0/0|10.204.9.179/22
150.0.0.147/2/0/0|10.204.82.201/22
8.8.0.154/2/0/5|10.204.90.240/25
143.0.68.43/0/0/0|10.204.83.251/25
8.8.0.154/5/0/0|10.204.90.96/26
149.0.3.198/3/0/3|10.204.84.219/10
143.0.68.168/2/0/3|10.204.10.149/SM-A/2
12.123.80.29/1/0/0|10.204.64.154/SM-A/1
8.8.0.205/1/0/2|10.204.90.243/21
12.123.80.29/1/0/2|10.204.64.168/SM-A/1
149.0.3.206/0/0/0|10.204.85.79/23
149.0.3.223/5/0/0|10.204.9.186/24
12.123.80.15/2/0/5|10.204.80.237/25
143.0.68.99/4/0/1|10.204.9.180/9
12.123.80.17/1/1/0|10.204.81.149/25
8.8.0.148/1/0/5|10.204.90.106/25
12.123.80.15/0/0/1|10.204.65.157/25
150.0.0.215/1/0/7|10.204.84.88/25
12.123.80.214/0/0/0|10.204.80.197/25
10.144.0.137/5/0/2|192.168.113.165/9
12.82.0.53/3/0/4|10.204.200.222/25
12.82.0.53/3/0/1|10.204.200.177/27
10.144.0.147/5/2/2|10.204.66.84/10
10.144.0.65/5/3/0|10.204.66.68/11
12.123.80.27/5/0/0|10.204.80.218/25
143.0.68.242/3/0/2|10.204.132.174/9
12.123.80.27/3/0/8|10.204.80.112/25
143.0.68.248/0/0/8|10.204.11.151/26
10.144.0.137/2/0/3|10.204.67.117/9
12.123.80.15/0/0/9|10.204.66.75/25
12.123.80.197/0/0/2|10.204.65.136/25
143.0.68.168/2/0/0|10.204.10.142/10
10.144.0.155/1/3/4|192.168.113.62/10
150.0.0.23/5/0/0|10.204.81.203/25
12.123.80.143/2/0/0|10.204.65.137/SM-B/1
10.144.0.147/5/2/1|192.168.113.48/10
150.0.0.217/0/0/1|10.204.83.170/10
143.0.68.248/4/0/0|10.204.11.252/9
149.0.3.196/0/0/6|10.204.84.240/10
143.0.68.240/2/0/0|10.204.132.129/9
12.123.80.212/2/0/7|10.204.81.41/25
149.0.3.196/5/0/4|10.204.85.29/25
10.144.0.147/3/0/0|10.204.67.182/9
143.0.68.242/3/3/1|10.204.144.135/0
8.8.0.176/3/0/0|10.204.166.97/10
12.82.0.62/2/0/8|10.204.200.106/21
12.123.80.212/1/0/0|10.204.80.231/25
143.0.68.248/0/0/7|10.204.11.146/9
143.0.68.170/1/0/5|10.204.10.166/9
143.0.68.247/0/0/5|10.204.132.93/9
149.0.3.196/0/2/5|10.204.85.21/9
149.0.3.196/0/0/4|10.204.84.228/10
143.0.68.72/4/0/0|10.204.136.101/22
10.144.0.147/3/1/3|10.204.67.189/25
149.0.3.194/0/2/0|10.204.84.247/12
12.82.100.7/5/0/1|10.204.160.80/26
12.123.80.202/0/0/0|10.204.65.131/25
10.144.0.137/1/1/0|192.168.113.180/SM-A/1
10.144.0.147/1/2/6|192.168.113.88/10
143.0.68.172/0/0/6|10.204.10.93/10
143.0.68.99/4/0/4|10.204.9.175/9
150.0.0.168/5/1/4|10.204.83.180/9
10.144.0.155/3/0/4|10.204.1.108/25
12.82.0.62/3/0/7|10.204.200.107/23
143.0.24.144/1/0/1|10.204.132.182/24
10.144.0.137/5/2/7|192.168.113.81/10
149.0.3.195/5/0/0|10.204.9.166/11
143.0.68.240/1/0/5|10.204.132.154/22
149.0.3.222/5/1/3|10.204.9.204/9
143.0.68.242/3/0/4|10.204.132.177/9
12.80.84.11/0/0/0|10.204.175.67/22
149.0.3.196/0/1/1|10.204.84.251/9
12.123.80.29/2/0/3|10.204.64.154/SM-A/2
149.0.3.222/1/0/0|10.204.9.218/9
143.0.68.242/4/0/3|10.204.132.230/9
10.144.0.147/4/3/8|10.204.32.86/10
12.123.80.27/2/1/2|10.204.80.171/25
8.8.0.205/1/0/0|10.204.90.214/24
12.123.80.27/3/1/2|10.204.80.140/25
143.0.68.242/3/3/0|10.204.144.132/9
148.0.131.182/4/1/8|10.204.82.179/25
12.123.80.143/2/0/2|10.204.65.139/SM-A/1
12.123.80.212/2/0/9|10.204.81.62/25
149.8.0.17/1/0/2|10.204.81.43/25
143.0.68.242/3/1/0|10.204.12.14/9
143.0.68.248/1/1/8|10.204.11.197/9
12.80.84.29/4/0/0|10.204.6.68/21
12.82.100.7/5/1/2|10.204.160.103/26
12.123.80.214/2/0/4|10.204.81.23/25
143.0.68.229/1/0/3|10.204.10.195/9
149.0.3.196/0/2/2|10.204.84.238/9
12.123.80.212/1/0/3|10.204.80.249/25
12.123.80.197/2/0/4|10.204.65.126/25
10.144.0.137/1/0/1|192.168.113.200/SM-B/1
10.144.0.154/3/2/1|10.204.1.117/9
12.80.84.29/3/0/0|10.204.6.68/22
143.0.68.184/2/0/0|10.204.11.139/22
12.123.80.214/4/2/2|10.204.81.143/26
8.8.0.148/2/0/2|10.204.90.198/25
12.123.80.29/1/0/4|10.204.64.169/25
150.0.0.168/5/0/4|10.204.83.131/9
10.144.0.137/3/1/5|10.204.67.65/9
10.144.0.154/3/1/2|10.204.1.120/25
149.0.3.196/4/0/1|10.204.85.63/25
143.0.68.240/1/0/3|10.204.132.153/SM-B/1
148.0.131.182/4/0/6|10.204.82.125/25
10.144.0.154/2/3/1|192.168.113.25/10
150.0.0.168/5/1/0|10.204.83.158/9
10.144.0.147/3/0/8|10.204.67.84/9
149.0.3.198/2/0/0|10.204.84.242/26
143.0.68.172/4/1/3|10.204.12.56/0
12.80.84.29/3/0/5|10.204.6.66/25
149.0.3.198/0/0/2|10.204.84.234/10
10.144.0.137/1/3/2|192.168.113.131/10
143.0.68.240/1/0/4|10.204.132.151/22
143.0.68.99/4/0/7|10.204.9.183/9
149.0.3.198/2/0/2|10.204.84.250/21
12.123.80.29/3/0/1|10.204.64.183/SM-A/1
150.0.0.168/5/1/3|10.204.83.176/9
12.123.80.212/2/1/3|10.204.81.136/25
143.0.68.242/4/1/6|10.204.144.127/9
10.144.0.137/4/0/3|10.204.67.140/10
150.0.0.168/2/0/3|10.204.83.103/9
149.9.0.27/0/0/0|10.204.9.69/25
10.144.0.137/3/2/1|10.204.67.83/9
12.123.80.214/4/0/0|10.204.81.80/25
149.0.3.198/1/0/2|10.204.84.236/9
150.0.0.10/2/0/1|10.204.81.173/25
10.144.0.155/3/1/7|10.204.1.109/25
143.0.68.229/1/0/7|10.204.10.198/9
12.123.80.214/4/1/9|10.204.81.136/26
12.80.4.13/1/0/0|10.204.160.95/SM-A/1
10.144.0.137/3/2/7|10.204.67.99/9
143.0.24.144/4/0/1|10.204.132.219/0
12.82.0.62/2/0/1|10.204.200.120/25
150.0.0.216/0/0/3|10.204.83.130/23
143.0.68.172/4/0/0|10.204.12.33/9
12.80.68.135/3/0/5|10.204.160.116/21
12.123.80.214/2/0/9|10.204.81.37/26
149.0.3.222/5/0/6|10.204.9.192/9
10.144.0.137/3/0/8|10.204.67.50/9
143.0.68.170/3/0/2|10.204.11.7/9
150.0.0.212/1/0/7|10.204.83.250/9
10.144.0.154/2/0/5|192.168.113.62/9
149.0.3.196/4/0/3|10.204.85.74/9
150.0.0.12/0/0/1|10.204.8.69/SM-A/2
143.0.68.172/0/0/5|10.204.10.87/10
143.0.68.248/0/0/9|10.204.11.149/25
8.8.0.148/1/0/4|10.204.90.105/25
8.8.0.172/5/0/5|10.204.90.174/25
143.0.68.240/2/1/0|10.204.132.151/23
10.144.0.137/1/3/5|192.168.113.147/22
12.123.80.214/2/0/6|10.204.81.28/25
149.0.3.196/0/1/8|10.204.85.6/9
149.0.3.222/1/0/3|10.204.9.227/9
143.0.68.170/0/0/4|10.204.10.70/9
10.144.0.147/4/3/7|192.168.113.165/10
8.8.0.154/2/0/4|10.204.90.239/25
149.0.3.196/5/0/0|10.204.84.219/9
143.0.68.184/0/2/5|10.204.85.99/9
10.144.0.137/2/0/7|10.204.67.125/9
10.144.0.154/3/1/7|10.204.1.113/9
10.144.0.137/5/3/4|10.204.66.238/9
148.0.131.182/4/0/3|10.204.82.114/25
143.0.68.168/1/0/3|10.204.10.229/9
10.144.0.137/2/0/6|10.204.67.124/9
149.0.3.202/4/0/1|10.204.9.185/10
149.0.3.222/5/1/4|10.204.9.206/9
12.80.72.33/0/3/2|10.204.200.246/26
12.123.80.197/1/0/4|10.204.65.123/25
12.80.17.93/3/0/1|10.204.17.34/22
150.0.0.10/2/0/2|10.204.81.184/26
10.144.0.137/3/0/2|10.204.32.79/9
148.0.131.182/4/1/5|10.204.82.172/25
12.123.80.143/0/0/5|10.204.65.43/25
143.0.68.170/1/0/3|10.204.10.92/9
143.0.68.247/0/0/2|10.204.132.90/22
10.144.0.154/1/0/2|10.204.1.96/9
8.8.0.205/1/0/1|10.204.90.100/24
12.123.80.27/3/0/6|10.204.65.23/25
149.0.3.222/5/1/0|10.204.9.199/10
143.0.68.247/4/2/6|10.204.132.107/10
149.0.3.222/2/0/9|10.204.10.27/9
12.123.80.15/0/0/8|10.204.80.242/25
143.0.68.248/0/0/1|10.204.10.172/9
143.0.68.248/0/2/8|10.204.11.210/24
150.0.0.10/2/0/4|10.204.81.202/25
10.144.0.137/3/2/9|10.204.67.108/25
149.0.3.196/4/0/2|10.204.85.73/9
150.0.0.217/0/0/6|10.204.84.206/9
149.9.0.27/0/0/6|10.204.9.124/9
149.0.3.194/0/1/0|10.204.84.247/11
143.0.68.184/0/3/1|10.204.11.139/23
143.0.68.248/1/2/1|10.204.11.201/9
8.8.0.205/1/0/5|10.204.90.246/21
12.123.80.15/2/0/4|10.204.65.159/26
12.80.84.29/3/0/2|10.204.6.69/26
150.0.0.168/5/2/1|10.204.83.232/9
143.0.68.170/3/0/0|10.204.11.9/9
149.9.0.29/0/0/2|10.204.9.95/21
12.123.80.143/0/0/0|10.204.65.39/25
149.0.3.196/5/0/2|10.204.85.19/9
143.0.68.170/2/0/2|10.204.11.27/9
12.80.72.118/0/0/3|10.204.201.69/25
12.123.80.214/1/0/6|10.204.80.255/25
12.123.80.202/0/0/1|10.204.65.132/25
12.80.72.14/0/0/0|10.204.200.160/26
143.0.24.237/1/0/0|10.204.85.103/0
149.9.0.27/0/0/2|10.204.9.92/22
12.123.80.122/5/0/2|10.204.65.32/25
149.9.0.6/0/3/0|10.204.9.111/11
143.0.68.240/1/0/2|10.204.132.151/24
143.0.68.242/3/0/8|10.204.12.13/9
12.123.80.29/2/0/8|10.204.64.180/SM-A/1
10.0.38.75/3/0/0|10.204.67.31/9
12.123.80.201/5/0/0|10.204.65.126/26
148.0.131.229/5/0/0|10.204.82.142/25
8.8.0.154/1/2/0|10.204.90.224/10
143.0.68.248/0/2/1|10.204.11.244/9
143.0.24.196/5/0/0|10.204.12.55/0
8.8.0.205/2/0/4|10.204.90.246/22
12.80.68.135/3/0/4|10.204.160.114/21
150.0.0.215/0/0/0|10.204.83.98/10
143.0.24.130/1/2/1|10.204.67.105/9
143.0.68.184/2/0/1|10.204.11.142/22
12.123.80.212/2/0/8|10.204.81.60/25
10.144.0.155/3/0/0|10.204.1.107/9
12.123.80.214/0/0/8|10.204.80.213/25
149.0.3.222/2/0/1|10.204.9.244/9
143.0.68.242/4/1/3|10.204.144.94/9
149.0.3.196/2/0/6|10.204.85.65/9
150.0.0.168/5/0/5|10.204.83.134/9
8.8.0.154/0/0/0|10.204.90.109/26
143.0.68.110/2/0/0|10.204.200.66/25
12.123.80.214/0/0/9|10.204.80.214/25
12.123.80.27/3/0/0|10.204.80.102/25
10.144.0.147/3/0/7|10.204.67.85/9
149.0.3.222/4/0/7|10.204.10.47/9
149.9.0.27/0/0/5|10.204.9.104/25
143.0.68.212/5/0/0|10.204.132.149/9
8.8.0.172/5/1/3|10.204.90.211/25
143.0.68.240/2/0/4|10.204.132.142/9
10.144.0.137/1/2/1|10.204.67.13/9
149.0.3.206/4/0/0|10.204.84.231/10
143.0.24.132/1/0/3|10.204.1.97/9
12.80.72.16/0/0/0|10.204.200.161/SM-B/2
143.0.68.184/0/2/2|10.204.11.232/9
149.8.0.17/1/0/0|10.204.81.36/25
143.0.68.168/2/0/8|10.204.10.160/9
149.0.3.223/5/2/5|10.204.10.146/9
143.0.68.168/2/0/4|10.204.10.151/9
149.0.3.222/5/1/2|10.204.9.201/10
10.144.0.65/3/1/0|192.168.113.134/11
8.8.0.172/5/0/3|10.204.90.169/25
10.144.0.137/1/2/2|10.204.67.15/9
143.0.68.169/2/0/1|10.204.10.80/9
143.0.68.240/5/0/2|10.204.132.176/23
143.0.68.170/0/0/6|10.204.10.251/9
150.0.0.168/5/0/6|10.204.83.140/9
143.0.24.130/7/0/0|10.204.235.193/21
143.0.68.242/3/0/1|10.204.132.168/9
149.0.3.196/0/1/2|10.204.84.252/9
148.0.131.182/4/1/7|10.204.82.175/25
8.8.0.172/5/0/4|10.204.90.173/25
12.123.80.29/1/0/8|10.204.64.183/SM-B/1
10.144.0.147/1/1/8|192.168.113.188/21
148.0.131.182/3/0/0|10.204.82.184/25
143.0.68.248/1/2/3|10.204.11.203/9
10.144.0.137/3/1/4|10.204.67.66/9
149.0.3.222/3/0/1|10.204.67.172/9
12.123.80.201/2/0/1|10.204.65.149/26
8.8.0.154/1/0/0|10.204.90.131/10
10.144.0.65/5/1/0|10.204.66.90/11
12.123.80.214/4/2/4|10.204.81.150/26
150.0.0.168/5/2/2|10.204.83.241/9
12.123.80.212/2/0/5|10.204.81.37/25
149.0.3.222/2/0/0|10.204.9.240/9
149.0.3.196/0/3/0|10.204.85.57/9
8.8.0.148/1/0/6|10.204.90.107/25
150.0.0.212/0/1/6|10.204.83.240/9
143.0.68.212/0/0/6|10.204.132.119/9
12.123.80.214/3/0/1|10.204.81.60/26
12.123.80.214/4/0/4|10.204.81.94/25
8.8.0.154/0/1/6|10.204.90.220/21
148.0.131.182/4/0/2|10.204.82.113/25
149.0.3.222/1/0/6|10.204.9.231/9
8.8.0.154/0/0/6|10.204.90.154/25
143.0.68.248/1/0/1|10.204.11.155/9
150.0.0.168/5/1/2|10.204.83.175/9
149.0.3.196/5/1/1|10.204.85.88/9
8.8.0.154/5/0/4|10.204.90.127/26
12.82.0.53/2/0/7|10.204.201.26/21
143.0.68.170/1/0/7|10.204.10.167/9
143.0.24.132/3/1/0|10.204.135.195/9
143.0.68.248/1/1/1|10.204.11.179/9
143.0.68.175/0/0/0|10.204.11.218/12
10.144.0.154/3/1/5|10.204.1.78/25
143.0.68.248/1/0/2|10.204.11.152/9
143.0.68.170/4/1/1|10.204.11.98/9
12.123.80.212/2/1/2|10.204.81.125/25
150.0.0.217/0/0/3|10.204.84.87/26
143.0.68.248/1/3/3|10.204.11.240/21
12.123.80.214/4/1/6|10.204.81.130/25
8.8.0.172/5/0/2|10.204.90.170/25
12.123.80.212/2/0/4|10.204.81.32/25
150.0.0.212/0/0/5|10.204.83.93/21
12.82.0.62/2/1/1|10.204.200.117/25
12.123.80.214/4/0/9|10.204.81.111/25
10.144.0.137/1/0/3|10.204.66.234/9
143.0.68.248/0/1/3|10.204.11.229/22
12.123.80.201/2/0/0|10.204.65.146/25
150.0.0.212/5/0/0|10.204.83.101/25
149.0.3.222/1/0/9|10.204.9.232/9
12.123.80.212/1/0/8|10.204.81.16/25
149.0.3.222/5/0/2|10.204.67.143/9
143.0.68.172/4/1/1|10.204.12.53/9
143.0.68.242/3/2/5|10.204.144.70/9
10.144.0.154/1/2/4|192.168.113.83/25
149.0.3.222/1/3/0|10.204.67.163/9
143.0.24.132/2/0/0|10.204.135.200/9
143.0.68.242/3/0/3|10.204.132.175/9
10.144.0.137/3/1/6|10.204.67.71/9
143.0.68.168/1/0/4|10.204.10.189/9
149.0.3.222/3/0/3|10.204.10.45/25
143.0.68.248/1/1/5|10.204.11.190/9
150.0.0.212/1/0/0|10.204.83.93/22
12.123.80.214/3/0/2|10.204.81.70/25
149.0.3.196/0/0/5|10.204.84.240/9
143.0.24.132/2/0/7|10.204.135.204/9
150.0.0.232/0/0/2|10.204.84.126/25
143.0.68.169/1/0/1|10.204.10.57/9
149.0.3.196/2/0/8|10.204.85.85/9
12.82.0.62/3/0/4|10.204.200.106/22
150.0.0.168/2/0/8|10.204.83.117/9
149.0.3.196/0/0/9|10.204.84.246/9
8.8.0.205/2/0/3|10.204.90.244/25
143.0.68.229/1/0/6|10.204.10.215/9
8.8.0.172/5/1/0|10.204.90.191/25
143.0.68.247/0/0/1|10.204.129.112/22
10.144.0.137/1/3/6|192.168.113.71/25
143.0.68.170/4/0/0|10.204.11.42/25
12.123.80.214/4/1/2|10.204.81.118/25
143.0.68.242/3/0/7|10.204.132.186/9
150.0.0.168/2/0/0|10.204.82.209/22
12.123.80.27/1/1/7|10.204.80.95/25
10.144.0.147/1/2/7|192.168.113.166/9
12.82.0.62/2/0/2|10.204.200.14/22
143.0.68.241/4/0/0|10.204.132.157/9
143.0.68.184/0/1/1|10.204.10.127/9
8.8.0.154/0/1/5|10.204.90.218/10
8.8.0.154/2/0/2|10.204.90.235/25
8.8.0.154/0/3/6|10.204.90.215/25
12.80.72.33/0/3/0|10.204.200.228/25
149.0.3.222/1/0/1|10.204.9.219/9
149.0.3.222/2/0/8|10.204.10.28/9
143.0.68.172/4/1/2|10.204.12.33/10
149.0.3.216/1/0/0|10.204.84.243/22
12.80.17.93/3/0/0|10.204.17.33/22
143.0.68.168/2/0/6|10.204.10.147/9
10.144.0.154/2/0/4|192.168.95.37/10
12.123.80.214/4/1/8|10.204.81.132/25
149.0.3.222/5/2/4|10.204.9.217/9
12.123.80.214/4/0/5|10.204.81.95/25
8.8.0.205/1/0/6|10.204.90.248/22
149.9.0.27/1/0/0|10.204.9.98/25
143.0.68.248/0/1/1|10.204.11.214/9
143.0.68.229/1/0/4|10.204.10.190/9
10.144.0.137/1/0/7|10.204.1.65/9
12.123.80.15/0/0/3|10.204.65.160/25
143.0.68.172/4/1/0|10.204.12.44/10
143.0.24.130/1/3/0|10.204.67.36/12
10.144.0.147/2/1/8|192.168.113.188/22
10.144.0.65/5/2/0|192.168.113.80/11
149.0.3.196/2/0/5|10.204.85.61/9
12.82.0.62/1/1/6|10.204.200.97/25
143.0.68.72/4/0/1|10.204.136.101/24
143.0.68.172/4/0/7|10.204.12.69/9
149.0.3.198/3/0/4|10.204.85.61/10
12.82.0.62/2/1/2|10.204.200.118/25
149.0.3.196/0/1/0|10.204.84.249/9
148.0.131.182/4/1/6|10.204.82.173/25
149.0.3.196/2/3/6|10.204.85.89/9
12.123.80.17/1/0/7|10.204.80.158/25
12.80.84.29/3/0/3|10.204.6.70/25
8.8.0.205/2/0/0|10.204.90.214/23
10.144.0.147/5/0/2|135.16.243.69/9
143.0.68.184/0/2/0|10.204.11.231/9
143.0.68.72/1/0/2|10.204.161.8/21
143.0.68.248/0/1/4|10.204.11.236/9
10.144.0.137/1/0/5|192.168.113.147/21
150.0.0.212/0/0/7|10.204.83.99/25
143.0.24.132/2/0/3|10.204.135.199/9
143.0.68.168/1/0/5|10.204.10.219/9
148.0.131.182/4/0/0|10.204.82.94/25
143.0.68.248/1/3/4|10.204.11.210/23
12.82.0.53/5/1/3|10.204.200.149/25
149.0.3.222/2/2/1|10.204.10.2/9
12.123.80.143/2/0/1|10.204.65.139/SM-B/2
150.0.0.89/1/0/0|10.204.82.159/25
10.144.0.154/2/0/3|192.168.95.37/9
143.0.68.170/2/0/0|10.204.10.252/10
143.0.68.248/1/0/9|10.204.11.175/9
12.82.100.7/5/0/0|10.204.160.80/25
10.144.0.155/1/3/0|135.16.243.13/25
143.0.68.248/1/0/3|10.204.11.158/9
12.123.80.29/1/1/1|10.204.64.184/25
12.123.80.214/3/0/7|10.204.81.139/25
12.82.0.53/3/0/3|10.204.200.219/22
12.123.80.214/1/0/9|10.204.80.254/21
143.0.68.248/0/1/5|10.204.11.240/22
10.144.0.137/3/1/8|10.204.67.77/9
149.0.3.198/1/0/0|10.204.84.235/10
143.0.68.242/3/1/3|10.204.132.194/9
8.8.0.154/3/1/0|10.204.90.132/10
150.0.0.212/1/0/1|10.204.83.93/24
143.0.68.240/2/1/5|10.204.132.154/21
143.0.68.242/4/0/1|10.204.132.206/9
143.0.68.170/1/0/4|10.204.10.125/9
8.8.0.172/5/0/0|10.204.90.155/25
143.0.68.247/0/0/4|10.204.132.102/9
8.8.0.190/3/0/1|10.204.90.160/25
143.0.24.144/0/0/1|10.204.132.182/21
149.0.3.223/1/0/0|10.204.9.218/10
8.8.0.154/5/0/2|10.204.90.135/25
143.0.68.170/1/1/0|10.204.10.203/9
150.0.0.168/2/0/9|10.204.83.122/9
10.144.0.154/2/2/1|192.168.113.25/9
150.0.0.168/5/0/7|10.204.83.142/9
143.0.24.132/3/0/5|10.204.1.113/10
10.144.0.65/1/0/0|10.204.200.111/SM-A/1
149.0.3.196/0/1/9|10.204.85.6/10
149.0.3.196/2/0/0|10.204.84.253/22
10.144.0.147/5/3/0|192.168.113.82/10
