@ref(networkElement)|@const(IpagEvcNode)class
@index(EVCNode)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|acnaban|clci|clli|cvlanid|evc_name|ipaddress|ineffect|nte_uni|port_aid|svlanid|unickt|vrf_name
143.0.68.230/VPWS:29155|143.0.68.230/VPWS:29155|143.0.68.230/VPWS:29155|||IPAG|||||||99/ABCD/332109/MN|143.0.68.230|Y||ge-2/2/3|||VPWS:29155
10.204.83.200/VPLS:25905|10.204.83.200/VPLS:25905|10.204.83.200/VPLS:25905|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||666|99/BULK/011012/MP|10.204.83.200|Y||5|||VPLS:25905
10.204.82.173/VPLS:23621|10.204.82.173/VPLS:23621|10.204.82.173/VPLS:23621|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||501|19/EVCS/811005/SR|10.204.82.173|||25|9|25/YHYJ/225511/UK|VPLS:23621
10.204.200.118/VPLS:52300|10.204.200.118/VPLS:52300|10.204.200.118/VPLS:52300|NTE-CFM-CFO|IPAG|NTE|||ATW-404N100098|||128|mon_uni2|10.204.200.118|||25|8|00/EVCM/0001/JP|VPLS:52300
192.168.113.174/VPLS:23693|192.168.113.174/VPLS:23693|192.168.113.174/VPLS:23693|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||50|10/CUXM/111050/SB|192.168.113.174|||10|9|10/KQGN/111050/SB|VPLS:23693
10.204.66.102/VPLS:569021|10.204.66.102/VPLS:569021|10.204.66.102/VPLS:569021|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||232|34/GKKH/333333/GH|10.204.66.102|Y||28|||VPLS:569021
149.0.3.196/L2CKT:27524|149.0.3.196/L2CKT:27524|149.0.3.196/L2CKT:27524|||IPAG|||||||22/YYTT/222222/AE|149.0.3.196|Y||ge-0/0/8|||L2CKT:27524
150.0.0.215/VPWS:27999|150.0.0.215/VPWS:27999|150.0.0.215/VPWS:27999|||IPAG|||||||48/EVCP/328922/RS|150.0.0.215|Y||ge-0/0/0|||VPWS:27999
10.204.66.99/VPLS:23943|10.204.66.99/VPLS:23943|10.204.66.99/VPLS:23943|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||398|56/FRNG/843321/HG|10.204.66.99|Y||28|||VPLS:23943
10.204.134.202/VPLS:31252|10.204.134.202/VPLS:31252|10.204.134.202/VPLS:31252|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||937|89/KRFN/324893/SB|10.204.134.202|||9|2|99/KRFN/338110/NV|VPLS:31252
10.204.176.84/VPLS:52212|10.204.176.84/VPLS:52212|10.204.176.84/VPLS:52212|NTE-CFM-CFO|IPAG|NTE|||ATW-404N100098|||37|EVC2LEGS|10.204.176.84|||10|19|23/KRFN/387904/SB|VPLS:52212
10.204.66.239/VPLS:30784|10.204.66.239/VPLS:30784|10.204.66.239/VPLS:30784|NTE-CFM-CFO|IPAG|NTE|||ZZT-407N070008|||74|85/VLXM/306074/SB|10.204.66.239|Y||5|||VPLS:30784
10.204.64.193/26453|10.204.64.193/26453|10.204.64.193/26453|NTE-CFM-CFO|IPAG|NTE|||CUS-0720825000|||269|fsfvd|10.204.64.193|||25|7|34/ASDE/675432/ER|26453
10.204.9.41/L2CKT:25861|10.204.9.41/L2CKT:25861|10.204.9.41/L2CKT:25861|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||735|10/BULK/010612/PP|10.204.9.41|Y||28|||L2CKT:25861
10.204.134.201/VPWS:30504|10.204.134.201/VPWS:30504|10.204.134.201/VPWS:30504|||NTE|||ABC-901C010249|||83|01/EVCP/012313/DP|10.204.134.201|||24|2|99/KRFN/338110/NV|VPWS:30504
10.204.144.73/L2CKT:32614|10.204.144.73/L2CKT:32614|10.204.144.73/L2CKT:32614|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||737|11/KRFN/508023/RB|10.204.144.73|Y||1|||L2CKT:32614
10.204.9.67/VPLS:26057|10.204.9.67/VPLS:26057|10.204.9.67/VPLS:26057|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3225|99/KSGN/799902/SB|10.204.9.67|||11|2|56/KSGN/700004/SB|VPLS:26057
10.204.132.87/VPWS:29198|10.204.132.87/VPWS:29198|10.204.132.87/VPWS:29198|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||52|13/KSGN/343221/DD|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29198
10.204.12.35/VPLS:31984|10.204.12.35/VPLS:31984|10.204.12.35/VPLS:31984|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||819|98/KRFN/872116/SB|10.204.12.35|Y||1|||VPLS:31984
10.204.10.57/VPWS:28489|10.204.10.57/VPWS:28489|10.204.10.57/VPWS:28489|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||23|29/PTPE/000352/EV|10.204.10.57|Y||1|||VPWS:28489
10.204.132.81/VPLS:28844|10.204.132.81/VPLS:28844|10.204.132.81/VPLS:28844|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||236|02/EVCM/310812/PJ|10.204.132.81|||11|2|35/KSGN/481593/SB|VPLS:28844
10.204.65.44/VPLS:21579|10.204.65.44/VPLS:21579|10.204.65.44/VPLS:21579|NTE-CFM-CFO|IPAG|NTE|||BSM-407C070620|||186|EVC_SANITY_27FEB01|10.204.65.44|||25|3|22/DFTG/444444/FT|VPLS:21579
10.204.132.175/VPWS:31674|10.204.132.175/VPWS:31674|10.204.132.175/VPWS:31674|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||623|01/EVCP/897845/PJ|10.204.132.175|||9|2|01/KRFN/789641/RB|VPWS:31674
10.204.10.183/VPLS:28844|10.204.10.183/VPLS:28844|10.204.10.183/VPLS:28844|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||268|02/EVCM/310812/PJ|10.204.10.183|||11|2|85/KSGN/759254/SB|VPLS:28844
10.204.1.65/VPWS:30785|10.204.1.65/VPWS:30785|10.204.1.65/VPWS:30785|NTE-CFM-CFO|IPAG|NTE|||ZBC-407N070014|||75|85/VLXP/306075/SB|10.204.1.65|||9|5|85/KRFN/306751/SB|VPWS:30785
10.204.10.163/VPLS:28939|10.204.10.163/VPLS:28939|10.204.10.163/VPLS:28939|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||432|02/SOUR/070912/AK|10.204.10.163|||9|3|88/KQGN/894362/SB|VPLS:28939
10.204.83.194/VPLS:25927|10.204.83.194/VPLS:25927|10.204.83.194/VPLS:25927|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2909|99/ABCD/195599/MN|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:25927
10.204.11.83/VPWS:29596|10.204.11.83/VPWS:29596|10.204.11.83/VPWS:29596|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||349|02/EVCP/181012/PJ|10.204.11.83|Y||1|||VPWS:29596
12.82.0.62/VPLS:51843|12.82.0.62/VPLS:51843|12.82.0.62/VPLS:51843|||IPAG|||||||EVC_05J2010|12.82.0.62|Y||ge-2/1/2|||VPLS:51843
150.0.0.215/VPLS:25537|150.0.0.215/VPLS:25537|150.0.0.215/VPLS:25537|||IPAG|||||||00/VLMX/120911/NV|150.0.0.215|Y||ge-0/0/0|||VPLS:25537
143.0.68.184/VPWS:30080|143.0.68.184/VPWS:30080|143.0.68.184/VPWS:30080|||IPAG|||||||01/KRFN/270000/SB|143.0.68.184|Y||ge-0/1/6|||VPWS:30080
10.204.67.74/VPLS:28748|10.204.67.74/VPLS:28748|10.204.67.74/VPLS:28748|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||652|04/EVCM/210812/PJ|10.204.67.74|||9|2|78/KJIJ/716151/LL|VPLS:28748
149.0.3.194/VPLS:27567|149.0.3.194/VPLS:27567|149.0.3.194/VPLS:27567|||IPAG|||||||99/ABCD/927926/MN|149.0.3.194|Y||xe-4/1/0|||VPLS:27567
10.204.66.99/VPLS:24028|10.204.66.99/VPLS:24028|10.204.66.99/VPLS:24028|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||298|01/EVCM/050911/DP|10.204.66.99|Y||28|||VPLS:24028
10.204.81.194/VPLS:22549|10.204.81.194/VPLS:22549|10.204.81.194/VPLS:22549|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||100|19/MPTU/591158/SR|10.204.81.194|||25|6|20/FKSD/119974/AL|VPLS:22549
10.204.9.67/VPLS:26489|10.204.9.67/VPLS:26489|10.204.9.67/VPLS:26489|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||3559|43/KKOI/888876/OO|10.204.9.67|||11|2|56/KSGN/700004/SB|VPLS:26489
143.0.24.148/VPWS:32048|143.0.24.148/VPWS:32048|143.0.24.148/VPWS:32048|||IPAG|||||||93/KRFN/833316/SB|143.0.24.148|Y||ge-4/0/9|||VPWS:32048
10.204.90.232/126|10.204.90.232/126|10.204.90.232/126|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||526|01/SANI/999911/TY|10.204.90.232|||25|13|30/SANI/200911/TY|126
10.204.132.87/VPWS:29271|10.204.132.87/VPWS:29271|10.204.132.87/VPWS:29271|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||562|12/PEVC/562874/SK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29271
10.204.10.104/VPLS:28614|10.204.10.104/VPLS:28614|10.204.10.104/VPLS:28614|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||951|01/SHAS/300712/SS|10.204.10.104|||9|2|44/HYRT/652234/NH|VPLS:28614
143.0.68.244/VPWS:29716|143.0.68.244/VPWS:29716|143.0.68.244/VPWS:29716|||IPAG|||||||00/VLPX/051112/JP|143.0.68.244|Y||xe-7/0/0|||VPWS:29716
10.204.134.202/VPLS:30120|10.204.134.202/VPLS:30120|10.204.134.202/VPLS:30120|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3441|99/ABCD/543511/MN|10.204.134.202|||9|2|99/KRFN/338110/NV|VPLS:30120
10.204.65.114/VPLS:22330|10.204.65.114/VPLS:22330|10.204.65.114/VPLS:22330|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||108|09/DTST/465265/15/TT/AA|10.204.65.114|||25|7|17/KULD/022011/K1|VPLS:22330
192.168.113.96/VPWS:21888|192.168.113.96/VPWS:21888|192.168.113.96/VPWS:21888|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N160011|||1014|86/VLXP/898989/PT|192.168.113.96|Y||27|||VPWS:21888
10.204.84.105/VPWS:26938|10.204.84.105/VPWS:26938|10.204.84.105/VPWS:26938|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||282|01/RAJE/453456/GT|10.204.84.105|||9|129|00/JAIN/022112/AJ|VPWS:26938
8.8.0.240/VPWS:63665|8.8.0.240/VPWS:63665|8.8.0.240/VPWS:63665|||IPAG|||||||19/RTPEVC/140001/19PP|8.8.0.240|Y||ge-3/0/0|||VPWS:63665
10.204.8.75/VPLS:29674|10.204.8.75/VPLS:29674|10.204.8.75/VPLS:29674|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||158|49/EVCM/439304/RS|10.204.8.75|Y||9|||VPLS:29674
143.0.68.242/VPLS:32613|143.0.68.242/VPLS:32613|143.0.68.242/VPLS:32613|||IPAG|||||||28/KRFN/582213/RB|143.0.68.242|Y||xe-5/0/0|||VPLS:32613
10.204.11.141/VPWS:30184|10.204.11.141/VPWS:30184|10.204.11.141/VPWS:30184|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||485|01/EVCP/040113/PJ|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30184
148.0.131.239/VPLS:29677|148.0.131.239/VPLS:29677|148.0.131.239/VPLS:29677|||IPAG|||||||48/EVCM/439307/RS|148.0.131.239|Y||xe-5/0/0|||VPLS:29677
150.0.0.10/VPLS:29683|150.0.0.10/VPLS:29683|150.0.0.10/VPLS:29683|||IPAG|||||||02/VLMX/251012/JP|150.0.0.10|Y||ge-2/0/3|||VPLS:29683
149.0.3.244/VPWS:27558|149.0.3.244/VPWS:27558|149.0.3.244/VPWS:27558|||IPAG|||||||16/EVPQ/110012/SB|149.0.3.244|Y||ge-3/0/3|||VPWS:27558
10.204.80.96/VPLS:20910|10.204.80.96/VPLS:20910|10.204.80.96/VPLS:20910|NTE-CFM-CFO|IPAG|NTE|||FNA-0720965091|||635|RGHT|10.204.80.96|||25|3|24/KRFN/725780/SB|VPLS:20910
10.204.8.164/L2CKT:24071|10.204.8.164/L2CKT:24071|10.204.8.164/L2CKT:24071|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||103|84/AMOL/998877/JC|10.204.8.164|Y||1|||L2CKT:24071
10.144.0.147/VPWS:27768|10.144.0.147/VPWS:27768|10.144.0.147/VPWS:27768|||IPAG|||||||85/VXLP/205161/SB|10.144.0.147|Y||ge-1/0/0|||VPWS:27768
149.0.3.196/VPLS:27981|149.0.3.196/VPLS:27981|149.0.3.196/VPLS:27981|||IPAG|||||||00/EVCP/121412/SP|149.0.3.196|Y||ge-5/1/0|||VPLS:27981
10.204.12.35/VPWS:31809|10.204.12.35/VPWS:31809|10.204.12.35/VPWS:31809|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||475|01/EVCP/240913/PJ|10.204.12.35|Y||1|||VPWS:31809
10.204.10.176/VPWS:28919|10.204.10.176/VPWS:28919|10.204.10.176/VPWS:28919|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||640|82/TTTT/749367/SA|10.204.10.176|Y||1|||VPWS:28919
149.0.3.203/VPLS:28421|149.0.3.203/VPLS:28421|149.0.3.203/VPLS:28421|||IPAG|||||||55/CHET/909992/CG|149.0.3.203|Y||ge-1/0/0|||VPLS:28421
10.204.64.193/VPLS:20578|10.204.64.193/VPLS:20578|10.204.64.193/VPLS:20578|NTE-CFM-CFO|IPAG|NTE|||CUS-0720825000|||146|Sanity65342|10.204.64.193|||25|3|34/ASDE/675432/ER|VPLS:20578
10.204.11.42/VPLS:29584|10.204.11.42/VPLS:29584|10.204.11.42/VPLS:29584|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||373|93/KQTN/112232/UK|10.204.11.42|||25|8|01/KQGN/112232/SB|VPLS:29584
8.8.0.118/VPLS:62705|8.8.0.118/VPLS:62705|8.8.0.118/VPLS:62705|||IPAG|||||||vikas_010|8.8.0.118|Y||ge-1/1/2|||VPLS:62705
143.0.68.18/VPLS:26500|143.0.68.18/VPLS:26500|143.0.68.18/VPLS:26500|||IPAG|||||||99/ABCD/193310/MN|143.0.68.18|Y||xe-0/0/0|||VPLS:26500
143.0.68.242/VPWS:31749|143.0.68.242/VPWS:31749|143.0.68.242/VPWS:31749|||IPAG|||||||98/KQGN/285215/SB|143.0.68.242|Y||ge-3/0/3|||VPWS:31749
150.0.0.153/VPLS:25891|150.0.0.153/VPLS:25891|150.0.0.153/VPLS:25891|||IPAG|||||||22/TEST/121212/SP|150.0.0.153|Y||ge-1/0/2|||VPLS:25891
10.204.8.75/VPWS:29535|10.204.8.75/VPWS:29535|10.204.8.75/VPWS:29535|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||332|25/KSGN/788002/UK|10.204.8.75|Y||9|||VPWS:29535
149.0.3.196/VPLS:27907|149.0.3.196/VPLS:27907|149.0.3.196/VPLS:27907|||IPAG|||||||00/EVMC/052512/SP|149.0.3.196|Y||ge-5/1/0|||VPLS:27907
192.168.113.83/L2CKT:32351|192.168.113.83/L2CKT:32351|192.168.113.83/L2CKT:32351|NTE-CFM-CFO|IPAG|NTE|||IMR-0727415000|||1016|86/CUXM/506977/PT|192.168.113.83|||25|10|85/KQGN/050753/PT|L2CKT:32351
12.80.0.207/VPLS:52221|12.80.0.207/VPLS:52221|12.80.0.207/VPLS:52221|||IPAG|||||||MOBILE12|12.80.0.207|Y||ge-2/0/0|||VPLS:52221
10.204.10.133/VPWS:28730|10.204.10.133/VPWS:28730|10.204.10.133/VPWS:28730|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||4028|99/ABCD/266771/MN|10.204.10.133|||9|2|50/CDED/748596/SB|VPWS:28730
10.204.83.211/VPWS:26770|10.204.83.211/VPWS:26770|10.204.83.211/VPWS:26770|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||432|53/UJKI/852413/EE|10.204.83.211|N||1|||VPWS:26770
192.168.113.111/VPWS:24018|192.168.113.111/VPWS:24018|192.168.113.111/VPWS:24018|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||1298|17/KRGN/500102/GP|192.168.113.111|||25|4|10/KQGN/100621/SB|VPWS:24018
143.0.24.148/VPWS:32000|143.0.24.148/VPWS:32000|143.0.24.148/VPWS:32000|||IPAG|||||||13/KRFN/800452/KL|143.0.24.148|Y||ge-4/0/9|||VPWS:32000
10.204.66.99/VPLS:24547|10.204.66.99/VPLS:24547|10.204.66.99/VPLS:24547|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||186|12/VVVV/258369/VG|10.204.66.99|Y||28|||VPLS:24547
10.204.83.155/VPWS:28957|10.204.83.155/VPWS:28957|10.204.83.155/VPWS:28957|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3499|99/ABCD/372711/MN|10.204.83.155|N||5|||VPWS:28957
10.204.9.69/VPLS:25585|10.204.9.69/VPLS:25585|10.204.9.69/VPLS:25585|NTE-CFM-CFO|IPAG|NTE|||ATX-904N130200|||1315|56/VLXM/700019/SB|10.204.9.69|||25|7|56/KRGN/700015/SB|VPLS:25585
150.0.0.168/VPLS:25730|150.0.0.168/VPLS:25730|150.0.0.168/VPLS:25730|||IPAG|||||||55/HGGT/222222/LV|150.0.0.168|Y||ge-5/1/6|||VPLS:25730
10.204.11.107/VPLS:31589|10.204.11.107/VPLS:31589|10.204.11.107/VPLS:31589|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||346|00/EVCM/032913/SP|10.204.11.107|Y||9|||VPLS:31589
143.0.68.170/VPLS:28839|143.0.68.170/VPLS:28839|143.0.68.170/VPLS:28839|||IPAG|||||||01/EVCM/310812/PJ|143.0.68.170|Y||ge-1/0/5|||VPLS:28839
10.204.144.69/VPLS:32613|10.204.144.69/VPLS:32613|10.204.144.69/VPLS:32613|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||964|28/KRFN/582213/RB|10.204.144.69|Y||1|||VPLS:32613
148.0.131.182/VPWS:23426|148.0.131.182/VPWS:23426|148.0.131.182/VPWS:23426|||IPAG|||||||25/YHCC/228311/UK|148.0.131.182|Y||ge-4/1/6|||VPWS:23426
149.0.3.135/VPWS:26595|149.0.3.135/VPWS:26595|149.0.3.135/VPWS:26595|||IPAG|||||||99/ABCD/444882/MN|149.0.3.135|Y||xe-0/1/0|||VPWS:26595
10.204.8.75/VPWS:29947|10.204.8.75/VPWS:29947|10.204.8.75/VPWS:29947|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3233|99/ABCD/727161/MN|10.204.8.75|Y||2|||VPWS:29947
192.168.113.83/L2CKT:32284|192.168.113.83/L2CKT:32284|192.168.113.83/L2CKT:32284|NTE-CFM-CFO|IPAG|NTE|||IMR-0727415000|||1124|85/VLXP/050969/PT|192.168.113.83|||25|8|85/KQGN/050753/PT|L2CKT:32284
10.204.12.35/VPWS:32005|10.204.12.35/VPWS:32005|10.204.12.35/VPWS:32005|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||365|93/KRFN/888816/SB|10.204.12.35|Y||1|||VPWS:32005
10.204.134.201/VPWS:30434|10.204.134.201/VPWS:30434|10.204.134.201/VPWS:30434|||NTE|||ABC-901C010249|||17|01/EVCP/011713/DP|10.204.134.201|||24|2|99/KRFN/338110/NV|VPWS:30434
10.204.83.211/VPWS:26177|10.204.83.211/VPWS:26177|10.204.83.211/VPWS:26177|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||1452|22/KIJU/222222/LO|10.204.83.211|Y||1|||VPWS:26177
143.0.24.148/VPLS:28847|143.0.24.148/VPLS:28847|143.0.24.148/VPLS:28847|||IPAG|||||||01/EVCP/784189/RB|143.0.24.148|Y||ge-4/0/9|||VPLS:28847
192.168.113.147/VPLS:24099|192.168.113.147/VPLS:24099|192.168.113.147/VPLS:24099|||NTE|||ATX-1234567891|||888|99/RRAM/660099/JF|192.168.113.147|||21|32|10/KQGN/100621/SB|VPLS:24099
10.144.0.137/VPLS:26766|10.144.0.137/VPLS:26766|10.144.0.137/VPLS:26766|||IPAG|||||||10/CUXM/110607/SB|10.144.0.137|Y||ge-1/3/5|||VPLS:26766
148.0.131.204/VPLS:25704|148.0.131.204/VPLS:25704|148.0.131.204/VPLS:25704|||IPAG|||||||99/ABCD/668773/MN|148.0.131.204|Y||xe-5/0/0|||VPLS:25704
10.204.200.194/VPLS:52214|10.204.200.194/VPLS:52214|10.204.200.194/VPLS:52214|NTE-CFM-CFO|IPAG|NTE|||PUN-10163122|||2|IPAG20EVC|10.204.200.194|||25|2|25/SDED/431211/S3|VPLS:52214
150.0.0.232/VPWS:26464|150.0.0.232/VPWS:26464|150.0.0.232/VPWS:26464|||IPAG|||||||99/ABCD/389005/MN|150.0.0.232|Y||ge-0/0/1|||VPWS:26464
10.144.0.136/VPWS:30356|10.144.0.136/VPWS:30356|10.144.0.136/VPWS:30356|||IPAG|||||||85/CUXM/101004/SB|10.144.0.136|Y||xe-5/2/0|||VPWS:30356
10.204.90.186/VPLS:63901|10.204.90.186/VPLS:63901|10.204.90.186/VPLS:63901|NTE-CFM-CFO|IPAG|NTE|||ZXL-130039|||122|EVC_RASH|10.204.90.186|||27|11|11/RASH/111111/RR|VPLS:63901
10.204.8.75/VPLS:30095|10.204.8.75/VPLS:30095|10.204.8.75/VPLS:30095|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3348|99/ABCD/414881/MN|10.204.8.75|Y||9|||VPLS:30095
192.168.113.81/VPLS:30542|192.168.113.81/VPLS:30542|192.168.113.81/VPLS:30542|NFO-MOBILITYUNI|NTE|NTE|||EXF-407N191276|||1131|10/VLXM/130130/SB|192.168.113.81|||10|4|85/KQGN/202403/SB|VPLS:30542
149.9.0.27/VPWS:25860|149.9.0.27/VPWS:25860|149.9.0.27/VPWS:25860|||IPAG|||||||09/BULK/010612/PP|149.9.0.27|Y||ge-2/0/0|||VPWS:25860
143.0.68.184/VPWS:29034|143.0.68.184/VPWS:29034|143.0.68.184/VPWS:29034|||IPAG|||||||01/PTPE/130912/AK|143.0.68.184|Y||ge-0/0/5|||VPWS:29034
10.204.90.232/VPLS:63660|10.204.90.232/VPLS:63660|10.204.90.232/VPLS:63660|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||401|85/KFGN/54470/LB|10.204.90.232|||25|3|23/CHET/231010/ST|VPLS:63660
10.204.82.212/VPWS:23956|10.204.82.212/VPWS:23956|10.204.82.212/VPWS:23956|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||764|76/EVCP/776655/KA|10.204.82.212|Y||28|||VPWS:23956
10.204.82.198/VPWS:23941|10.204.82.198/VPWS:23941|10.204.82.198/VPWS:23941|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||563|34/KDGF/700933/BV|10.204.82.198|Y||28|||VPWS:23941
10.204.81.195/VPLS:29129|10.204.81.195/VPLS:29129|10.204.81.195/VPLS:29129|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2645|99/ABCD/328911/MN|10.204.81.195|||25|7|00/MPAU/213117/SR|VPLS:29129
10.204.66.99/VPLS:23604|10.204.66.99/VPLS:23604|10.204.66.99/VPLS:23604|NTE-CFM-CFO|IPAG|NTE|||PUN-904C010249|||258|00/EVCM/290711/JP|10.204.66.99|Y||27|||VPLS:23604
10.144.0.147/VPLS:23693|10.144.0.147/VPLS:23693|10.144.0.147/VPLS:23693|||IPAG|||||||10/CUXM/111050/SB|10.144.0.147|Y||ge-2/1/8|||VPLS:23693
10.204.82.66/VPLS:23086|10.204.82.66/VPLS:23086|10.204.82.66/VPLS:23086|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||59|01/HMPT/090611/RG|10.204.82.66|||25|13|05/BVGH/534656/BS|VPLS:23086
10.204.11.252/L2CKT:31583|10.204.11.252/L2CKT:31583|10.204.11.252/L2CKT:31583|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||326|14/KQGN/485652/SB|10.204.11.252|||9|2|85/KQGN/485215/SB|L2CKT:31583
10.204.10.98/VPWS:28730|10.204.10.98/VPWS:28730|10.204.10.98/VPWS:28730|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2819|99/ABCD/266771/MN|10.204.10.98|||9|2|23/UNID/233232/UN|VPWS:28730
10.204.82.173/VPWS:23721|10.204.82.173/VPWS:23721|10.204.82.173/VPWS:23721|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||141|38/EVCS/888835/HD|10.204.82.173|||25|24|25/YHYJ/225511/UK|VPWS:23721
10.204.67.137/VPLS:27679|10.204.67.137/VPLS:27679|10.204.67.137/VPLS:27679|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||692|58/KOON/766628/SB|10.204.67.137|N||1|||VPLS:27679
148.0.131.239/VPLS:30002|148.0.131.239/VPLS:30002|148.0.131.239/VPLS:30002|||IPAG|||||||01/KRFN/273486/AH|148.0.131.239|Y||xe-5/0/0|||VPLS:30002
10.204.83.194/VPLS:26499|10.204.83.194/VPLS:26499|10.204.83.194/VPLS:26499|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3335|99/ABCD/193309/MN|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:26499
10.204.83.211/VPLS:26771|10.204.83.211/VPLS:26771|10.204.83.211/VPLS:26771|NTE-CFM-CFO|IPAG|NTE|||ABC-904C010249|||455|88/NHBH/415258/KI|10.204.83.211|N||1|||VPLS:26771
150.0.0.215/VPWS:28438|150.0.0.215/VPWS:28438|150.0.0.215/VPWS:28438|||IPAG|||||||56/KRFN/327729/NF|150.0.0.215|Y||ge-0/0/0|||VPWS:28438
143.0.68.184/VPLS:30834|143.0.68.184/VPLS:30834|143.0.68.184/VPLS:30834|||IPAG|||||||00/UNIF/121412/GG|143.0.68.184|Y||ge-0/1/6|||VPLS:30834
143.0.68.244/VPWS:29326|143.0.68.244/VPWS:29326|143.0.68.244/VPWS:29326|||IPAG|||||||99/ABCD/525165/MN|143.0.68.244|Y||xe-7/0/0|||VPWS:29326
10.204.83.235/VPWS:25688|10.204.83.235/VPWS:25688|10.204.83.235/VPWS:25688|NTE-CFM-CFO|IPAG|NTE|||MJC-7227212574|||2|21/PLMM/5209/SG|10.204.83.235|||9|2|68/IOLK/5621/SG|VPWS:25688
10.204.132.87/VPWS:29127|10.204.132.87/VPWS:29127|10.204.132.87/VPWS:29127|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1920|99/ABCD/349971/MN|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29127
12.123.80.46/VPLS:22330|12.123.80.46/VPLS:22330|12.123.80.46/VPLS:22330|||IPAG|||||||09/DTST/465265/15/TT/AA|12.123.80.46|Y||ge-1/0/5|||VPLS:22330
10.204.132.87/VPWS:29427|10.204.132.87/VPWS:29427|10.204.132.87/VPWS:29427|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||256|01/EVCP/111012/PJ|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29427
