@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
12.82.118.4/3/2/5|12.82.118.4/3/2/5/11
12.82.118.12/11/1/0|12.82.118.12/11/1/0/25
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6036
12.82.118.4/10/0/6|12.82.118.4/10/0/6/1
12.82.118.4/3/0/5|12.82.118.4/3/0/5/1
12.123.80.212/0/0/1|12.123.80.212/0/0/1/2
12.82.118.4/10/1/7|12.82.118.4/10/1/7/7
12.82.118.4/3/1/6|12.82.118.4/3/1/6/31
12.82.118.12/10/0/3|12.82.118.12/10/0/3/16
12.82.0.59/2/2/5|12.82.0.59/2/2/5/6001
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6016
12.82.118.4/10/1/7|12.82.118.4/10/1/7/8
12.82.118.12/3/1/0|12.82.118.12/3/1/0/7
12.82.118.4/3/0/6|12.82.118.4/3/0/6/1
10.144.0.154/2/3/4|10.144.0.154/2/3/4/6000
12.82.118.4/3/2/9|12.82.118.4/3/2/9/17
12.82.118.4/11/2/0|12.82.118.4/11/2/0/17
12.82.118.4/3/2/5|12.82.118.4/3/2/5/8
12.82.0.59/3/0/6|12.82.0.59/3/0/6/6000
12.82.118.4/3/2/4|12.82.118.4/3/2/4/7
12.82.118.4/3/2/7|12.82.118.4/3/2/7/22
12.82.118.12/10/0/3|12.82.118.12/10/0/3/18
12.82.118.4/3/0/6|12.82.118.4/3/0/6/6
12.82.118.4/10/1/1|12.82.118.4/10/1/1/4
10.144.0.154/2/0/3|10.144.0.154/2/0/3/6001
12.82.118.4/10/1/7|12.82.118.4/10/1/7/17
12.82.118.4/3/2/5|12.82.118.4/3/2/5/19
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6002
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6049
12.82.118.4/3/0/0|12.82.118.4/3/0/0/17
12.82.118.12/2/0/0|12.82.118.12/2/0/0/9
12.82.118.4/3/2/4|12.82.118.4/3/2/4/22
12.82.0.59/4/0/6|12.82.0.59/4/0/6/6000
12.82.118.4/3/2/1|12.82.118.4/3/2/1/6
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6014
10.144.0.154/1/0/3|10.144.0.154/1/0/3/736
12.82.118.4/3/3/0|12.82.118.4/3/3/0/3
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6009
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6013
12.82.118.12/1/0/0|12.82.118.12/1/0/0/2
12.82.118.4/3/2/9|12.82.118.4/3/2/9/6
12.82.118.4/3/0/7|12.82.118.4/3/0/7/26
12.82.118.12/2/2/0|12.82.118.12/2/2/0/4
12.82.118.12/3/3/2|12.82.118.12/3/3/2/10
12.82.118.12/11/1/0|12.82.118.12/11/1/0/6
12.82.118.12/10/0/3|12.82.118.12/10/0/3/4
12.82.118.12/11/1/0|12.82.118.12/11/1/0/46
12.82.118.4/3/2/2|12.82.118.4/3/2/2/12
12.82.118.4/3/2/7|12.82.118.4/3/2/7/20
12.82.118.4/3/1/9|12.82.118.4/3/1/9/21
12.82.118.12/11/1/0|12.82.118.12/11/1/0/82
12.82.118.4/10/2/1|12.82.118.4/10/2/1/27
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6024
12.82.118.4/3/2/2|12.82.118.4/3/2/2/1
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6013
12.82.118.4/3/2/5|12.82.118.4/3/2/5/12
12.82.0.59/2/2/2|12.82.0.59/2/2/2/5000
12.82.118.4/3/2/9|12.82.118.4/3/2/9/10
12.82.118.12/10/0/5|12.82.118.12/10/0/5/2
12.82.118.4/3/2/6|12.82.118.4/3/2/6/5
12.82.118.4/3/2/4|12.82.118.4/3/2/4/6
12.82.118.4/3/1/9|12.82.118.4/3/1/9/1
12.82.118.4/3/1/8|12.82.118.4/3/1/8/5
12.82.118.12/10/0/3|12.82.118.12/10/0/3/26
12.82.118.12/11/1/0|12.82.118.12/11/1/0/24
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6003
12.82.0.59/2/2/0|12.82.0.59/2/2/0/6001
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6004
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6006
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6035
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6044
12.82.118.12/3/1/0|12.82.118.12/3/1/0/5
12.82.118.4/3/2/4|12.82.118.4/3/2/4/18
12.82.118.4/3/1/6|12.82.118.4/3/1/6/16
10.144.0.154/1/0/3|10.144.0.154/1/0/3/722
12.82.118.4/3/2/5|12.82.118.4/3/2/5/10
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6056
12.82.118.12/3/3/0|12.82.118.12/3/3/0/15
12.82.118.12/3/0/0|12.82.118.12/3/0/0/5
12.82.118.4/3/2/7|12.82.118.4/3/2/7/4
12.82.118.4/3/2/4|12.82.118.4/3/2/4/31
12.82.118.12/11/1/0|12.82.118.12/11/1/0/74
12.82.0.59/3/0/9|12.82.0.59/3/0/9/6001
12.82.118.12/3/0/5|12.82.118.12/3/0/5/26
12.82.118.12/3/0/5|12.82.118.12/3/0/5/4
12.82.118.4/3/0/7|12.82.118.4/3/0/7/9
10.144.0.154/2/2/1|10.144.0.154/2/2/1/6001
12.82.118.12/3/0/0|12.82.118.12/3/0/0/3
12.82.118.4/3/1/0|12.82.118.4/3/1/0/8
12.82.118.4/3/1/6|12.82.118.4/3/1/6/4
10.144.0.154/2/0/4|10.144.0.154/2/0/4/6002
12.82.118.4/11/2/0|12.82.118.4/11/2/0/7
10.144.0.154/0/1/0|10.144.0.154/0/1/0/777
12.82.118.4/3/1/9|12.82.118.4/3/1/9/2
12.82.118.12/3/3/0|12.82.118.12/3/3/0/12
12.82.118.4/3/3/2|12.82.118.4/3/3/2/1
12.82.118.12/10/0/0|12.82.118.12/10/0/0/6
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6006
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6042
12.82.118.12/10/0/0|12.82.118.12/10/0/0/3
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6000
12.82.118.4/3/0/7|12.82.118.4/3/0/7/12
12.82.118.4/3/1/9|12.82.118.4/3/1/9/9
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6007
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6027
12.82.118.4/10/1/7|12.82.118.4/10/1/7/13
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6047
12.82.118.4/10/0/3|12.82.118.4/10/0/3/0
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6011
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6004
12.82.118.12/11/1/0|12.82.118.12/11/1/0/73
10.144.0.154/1/0/3|10.144.0.154/1/0/3/733
12.82.0.59/2/1/0|12.82.0.59/2/1/0/6002
12.82.118.4/3/2/4|12.82.118.4/3/2/4/27
12.82.0.59/3/0/2|12.82.0.59/3/0/2/5001
12.82.118.4/3/2/1|12.82.118.4/3/2/1/19
12.82.118.4/3/2/7|12.82.118.4/3/2/7/25
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6022
12.82.118.4/3/1/9|12.82.118.4/3/1/9/4
12.82.118.12/10/0/3|12.82.118.12/10/0/3/14
12.82.118.4/10/1/1|12.82.118.4/10/1/1/15
12.82.118.4/10/1/1|12.82.118.4/10/1/1/12
12.82.118.12/3/0/1|12.82.118.12/3/0/1/21
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6052
12.82.118.4/10/1/7|12.82.118.4/10/1/7/22
10.144.0.154/2/1/0|10.144.0.154/2/1/0/724
12.82.118.4/10/1/1|12.82.118.4/10/1/1/6
12.82.118.12/10/0/3|12.82.118.12/10/0/3/29
12.82.118.12/3/0/5|12.82.118.12/3/0/5/17
10.144.0.154/2/0/3|10.144.0.154/2/0/3/6002
12.82.118.4/3/2/9|12.82.118.4/3/2/9/13
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6017
12.82.118.4/10/1/7|12.82.118.4/10/1/7/34
12.82.118.12/2/0/0|12.82.118.12/2/0/0/7
12.82.118.4/3/1/9|12.82.118.4/3/1/9/7
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6041
10.144.0.154/3/1/7|10.144.0.154/3/1/7/560
12.82.118.12/10/0/3|12.82.118.12/10/0/3/17
12.82.118.4/3/2/2|12.82.118.4/3/2/2/9
12.82.118.12/11/1/0|12.82.118.12/11/1/0/11
12.82.118.4/3/2/9|12.82.118.4/3/2/9/20
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6048
12.82.118.4/3/2/4|12.82.118.4/3/2/4/30
12.82.118.4/3/1/9|12.82.118.4/3/1/9/16
12.82.118.4/10/1/7|12.82.118.4/10/1/7/10
12.82.118.12/2/0/0|12.82.118.12/2/0/0/6
12.82.0.59/2/0/8|12.82.0.59/2/0/8/6000
12.82.0.59/2/1/9|12.82.0.59/2/1/9/6001
10.144.0.154/2/2/0|10.144.0.154/2/2/0/6023
12.82.118.12/3/1/0|12.82.118.12/3/1/0/3
12.82.118.12/10/0/3|12.82.118.12/10/0/3/9
12.82.118.12/11/1/0|12.82.118.12/11/1/0/80
12.82.118.4/10/3/3|12.82.118.4/10/3/3/2
12.82.118.4/3/2/9|12.82.118.4/3/2/9/2
12.82.0.59/2/1/1|12.82.0.59/2/1/1/6001
12.82.118.12/11/1/0|12.82.118.12/11/1/0/17
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6004
12.82.118.12/3/3/0|12.82.118.12/3/3/0/3
12.82.118.12/11/1/0|12.82.118.12/11/1/0/39
12.82.118.12/3/3/1|12.82.118.12/3/3/1/1
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6053
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6018
12.82.118.4/3/1/0|12.82.118.4/3/1/0/19
12.82.118.4/3/1/0|12.82.118.4/3/1/0/10
12.82.0.59/3/2/8|12.82.0.59/3/2/8/6001
12.82.118.12/3/0/5|12.82.118.12/3/0/5/22
12.82.118.12/11/1/0|12.82.118.12/11/1/0/47
12.82.118.12/3/1/0|12.82.118.12/3/1/0/13
12.82.118.4/3/3/4|12.82.118.4/3/3/4/1
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6012
12.82.0.59/2/3/6|12.82.0.59/2/3/6/6000
12.82.0.59/2/3/1|12.82.0.59/2/3/1/6001
12.82.0.59/4/2/4|12.82.0.59/4/2/4/5000
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6025
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6046
10.144.0.154/3/0/0|10.144.0.154/3/0/0/6001
12.82.118.4/3/0/7|12.82.118.4/3/0/7/2
12.82.118.4/10/2/1|12.82.118.4/10/2/1/8
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6036
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6050
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6008
12.82.118.12/3/0/8|12.82.118.12/3/0/8/0
12.82.118.4/3/0/6|12.82.118.4/3/0/6/9
12.82.118.4/10/1/5|12.82.118.4/10/1/5/14
12.82.118.4/10/1/5|12.82.118.4/10/1/5/20
10.0.38.121/2/0/2|10.0.38.121/2/0/2/36
12.82.118.12/10/0/1|12.82.118.12/10/0/1/0
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6009
12.82.118.4/10/2/1|12.82.118.4/10/2/1/28
12.82.118.12/3/1/0|12.82.118.12/3/1/0/24
12.82.118.4/3/2/7|12.82.118.4/3/2/7/17
12.82.118.4/3/2/5|12.82.118.4/3/2/5/1
12.82.118.12/3/1/0|12.82.118.12/3/1/0/2
12.82.118.4/3/1/9|12.82.118.4/3/1/9/3
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6006
12.82.118.12/11/1/0|12.82.118.12/11/1/0/89
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6010
12.82.118.4/3/2/2|12.82.118.4/3/2/2/11
12.82.118.4/3/2/4|12.82.118.4/3/2/4/17
12.82.118.4/3/2/7|12.82.118.4/3/2/7/29
12.82.118.4/3/1/2|12.82.118.4/3/1/2/1
12.82.118.12/2/0/0|12.82.118.12/2/0/0/3
12.82.118.4/3/1/6|12.82.118.4/3/1/6/19
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6026
12.82.118.4/10/1/7|12.82.118.4/10/1/7/33
12.82.118.4/10/1/1|12.82.118.4/10/1/1/22
12.82.118.4/10/1/1|12.82.118.4/10/1/1/2
12.82.118.4/3/2/2|12.82.118.4/3/2/2/17
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6040
12.82.118.12/3/0/5|12.82.118.12/3/0/5/10
12.82.118.12/3/1/0|12.82.118.12/3/1/0/17
12.82.118.4/11/2/0|12.82.118.4/11/2/0/15
12.82.118.4/3/0/0|12.82.118.4/3/0/0/11
150.0.0.212/0/1/2|150.0.0.212/0/1/2/54
12.82.118.12/10/0/3|12.82.118.12/10/0/3/12
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6002
12.82.118.4/3/0/7|12.82.118.4/3/0/7/6
10.144.0.154/2/1/1|10.144.0.154/2/1/1/726
12.82.118.12/10/0/3|12.82.118.12/10/0/3/8
150.0.0.212/1/1/0|150.0.0.212/1/1/0/59
12.82.118.12/3/0/5|12.82.118.12/3/0/5/27
12.82.118.12/3/0/1|12.82.118.12/3/0/1/17
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6027
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6031
12.82.118.12/11/1/0|12.82.118.12/11/1/0/7
12.82.0.59/4/2/2|12.82.0.59/4/2/2/6000
12.82.118.4/3/1/9|12.82.118.4/3/1/9/18
12.82.118.4/10/1/5|12.82.118.4/10/1/5/4
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6003
12.82.118.4/3/1/9|12.82.118.4/3/1/9/6
12.82.118.12/3/0/1|12.82.118.12/3/0/1/4
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6054
12.82.118.4/3/1/6|12.82.118.4/3/1/6/5
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6005
12.82.118.12/11/1/0|12.82.118.12/11/1/0/9
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6014
12.82.118.4/10/1/7|12.82.118.4/10/1/7/18
12.82.0.59/2/1/0|12.82.0.59/2/1/0/6003
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6020
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6040
10.144.0.154/3/1/7|10.144.0.154/3/1/7/562
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6016
12.82.118.4/3/2/7|12.82.118.4/3/2/7/14
12.82.0.59/2/0/7|12.82.0.59/2/0/7/5001
12.82.118.12/11/1/0|12.82.118.12/11/1/0/50
12.82.118.12/11/1/0|12.82.118.12/11/1/0/63
12.82.118.4/10/3/5|12.82.118.4/10/3/5/2
12.82.118.12/10/0/3|12.82.118.12/10/0/3/25
12.82.118.4/10/0/6|12.82.118.4/10/0/6/8
12.82.118.4/3/2/1|12.82.118.4/3/2/1/15
12.82.118.12/11/1/0|12.82.118.12/11/1/0/27
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6005
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6011
12.82.118.12/3/3/0|12.82.118.12/3/3/0/8
12.82.118.4/3/1/8|12.82.118.4/3/1/8/2
12.82.0.59/2/1/1|12.82.0.59/2/1/1/6000
12.82.118.4/10/2/1|12.82.118.4/10/2/1/7
12.82.118.12/3/2/3|12.82.118.12/3/2/3/0
12.82.118.12/3/0/5|12.82.118.12/3/0/5/2
12.82.0.59/2/2/9|12.82.0.59/2/2/9/6001
12.82.118.4/3/2/2|12.82.118.4/3/2/2/5
12.82.0.59/4/0/4|12.82.0.59/4/0/4/5001
12.82.118.4/3/2/5|12.82.118.4/3/2/5/2
12.82.118.12/3/0/5|12.82.118.12/3/0/5/20
10.0.38.121/2/0/2|10.0.38.121/2/0/2/21
12.82.0.59/2/2/5|12.82.0.59/2/2/5/6000
12.82.118.4/3/3/0|12.82.118.4/3/3/0/4
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6052
12.82.118.12/11/1/0|12.82.118.12/11/1/0/72
12.82.118.4/10/2/1|12.82.118.4/10/2/1/11
12.82.118.4/10/1/7|12.82.118.4/10/1/7/9
12.82.118.12/11/1/0|12.82.118.12/11/1/0/71
12.82.118.4/10/1/1|12.82.118.4/10/1/1/26
12.82.118.12/11/1/0|12.82.118.12/11/1/0/26
12.82.118.4/10/1/5|12.82.118.4/10/1/5/11
12.82.118.4/3/0/7|12.82.118.4/3/0/7/24
12.82.118.4/10/2/1|12.82.118.4/10/2/1/25
12.82.118.4/10/1/1|12.82.118.4/10/1/1/5
12.82.118.4/3/0/7|12.82.118.4/3/0/7/28
12.82.118.12/11/1/0|12.82.118.12/11/1/0/59
12.82.118.4/3/2/7|12.82.118.4/3/2/7/12
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6051
12.80.72.76/0/0/1|12.80.72.76/0/0/1/2
12.82.118.12/2/0/0|12.82.118.12/2/0/0/8
10.0.38.121/2/0/2|10.0.38.121/2/0/2/23
12.82.118.12/3/0/1|12.82.118.12/3/0/1/22
12.82.118.4/10/2/1|12.82.118.4/10/2/1/5
12.82.118.4/10/1/1|12.82.118.4/10/1/1/24
12.82.118.4/10/1/7|12.82.118.4/10/1/7/29
12.82.118.4/10/1/1|12.82.118.4/10/1/1/11
12.82.118.4/11/2/0|12.82.118.4/11/2/0/8
12.82.0.59/4/0/3|12.82.0.59/4/0/3/5001
12.82.118.4/10/2/1|12.82.118.4/10/2/1/9
12.82.118.4/10/1/7|12.82.118.4/10/1/7/39
12.82.118.4/10/2/1|12.82.118.4/10/2/1/19
12.82.118.12/3/1/0|12.82.118.12/3/1/0/1
12.82.118.4/10/1/5|12.82.118.4/10/1/5/9
12.82.118.4/11/2/0|12.82.118.4/11/2/0/1
12.82.118.4/10/2/0|12.82.118.4/10/2/0/0
10.144.0.154/3/1/7|10.144.0.154/3/1/7/561
12.82.118.4/3/2/5|12.82.118.4/3/2/5/16
12.82.118.12/10/0/3|12.82.118.12/10/0/3/10
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6001
12.82.16.83/1/3/0|12.82.16.83/1/3/0/6000
12.82.0.59/4/0/6|12.82.0.59/4/0/6/6002
12.82.118.12/11/1/0|12.82.118.12/11/1/0/87
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6006
12.82.118.4/10/1/1|12.82.118.4/10/1/1/20
12.82.118.4/3/0/0|12.82.118.4/3/0/0/5
12.82.0.59/2/0/3|12.82.0.59/2/0/3/5001
10.0.38.121/2/0/2|10.0.38.121/2/0/2/6000
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6038
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6020
12.123.80.212/2/1/7|12.123.80.212/2/1/7/6000
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6022
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6028
12.82.118.12/3/0/5|12.82.118.12/3/0/5/28
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6030
10.144.0.154/2/2/0|10.144.0.154/2/2/0/6002
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6026
12.82.0.59/2/1/2|12.82.0.59/2/1/2/6000
12.82.118.12/11/1/0|12.82.118.12/11/1/0/75
150.0.0.212/1/0/8|150.0.0.212/1/0/8/86
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6029
12.82.118.4/3/1/7|12.82.118.4/3/1/7/13
12.82.118.12/11/1/0|12.82.118.12/11/1/0/57
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6025
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6019
150.0.0.212/0/1/1|150.0.0.212/0/1/1/45
12.82.118.4/10/2/4|12.82.118.4/10/2/4/1
12.82.0.59/4/0/1|12.82.0.59/4/0/1/6001
12.82.118.4/3/0/6|12.82.118.4/3/0/6/14
12.82.118.4/3/2/7|12.82.118.4/3/2/7/21
12.82.118.12/10/2/1|12.82.118.12/10/2/1/0
12.82.118.4/10/1/1|12.82.118.4/10/1/1/16
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6022
12.82.118.12/11/1/0|12.82.118.12/11/1/0/68
12.82.118.12/11/1/0|12.82.118.12/11/1/0/18
12.82.118.4/3/2/7|12.82.118.4/3/2/7/23
12.82.118.4/10/1/1|12.82.118.4/10/1/1/17
12.82.118.4/3/2/5|12.82.118.4/3/2/5/13
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6050
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6006
12.82.118.4/3/0/0|12.82.118.4/3/0/0/2
12.82.0.59/3/0/8|12.82.0.59/3/0/8/2
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6037
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6041
12.82.118.4/10/1/1|12.82.118.4/10/1/1/28
12.82.118.4/3/1/7|12.82.118.4/3/1/7/14
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6002
12.82.118.4/3/2/1|12.82.118.4/3/2/1/7
12.82.118.4/11/2/0|12.82.118.4/11/2/0/18
12.82.118.4/10/2/1|12.82.118.4/10/2/1/24
148.0.131.168/1/0/1|148.0.131.168/1/0/1/6
12.82.118.12/3/0/2|12.82.118.12/3/0/2/0
12.82.118.12/10/0/3|12.82.118.12/10/0/3/11
12.82.118.12/3/1/9|12.82.118.12/3/1/9/0
12.82.118.4/3/0/0|12.82.118.4/3/0/0/8
12.82.118.4/3/1/9|12.82.118.4/3/1/9/26
12.82.118.12/3/2/0|12.82.118.12/3/2/0/4
12.82.118.4/10/0/8|12.82.118.4/10/0/8/1
10.144.0.154/4/0/0|10.144.0.154/4/0/0/775
12.82.118.4/0/2/0|12.82.118.4/0/2/0/1
12.82.118.4/3/1/6|12.82.118.4/3/1/6/23
10.144.0.154/0/2/0|10.144.0.154/0/2/0/785
12.82.118.4/10/1/1|12.82.118.4/10/1/1/21
12.82.118.4/3/1/0|12.82.118.4/3/1/0/12
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6031
12.82.118.12/11/1/0|12.82.118.12/11/1/0/12
12.82.118.12/3/0/5|12.82.118.12/3/0/5/9
12.82.118.12/11/1/0|12.82.118.12/11/1/0/88
12.82.118.4/3/3/0|12.82.118.4/3/3/0/1
10.144.0.154/1/0/3|10.144.0.154/1/0/3/6000
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6000
12.82.118.4/3/1/6|12.82.118.4/3/1/6/12
12.82.118.4/3/1/6|12.82.118.4/3/1/6/24
12.82.118.4/3/2/4|12.82.118.4/3/2/4/29
12.82.118.4/3/0/7|12.82.118.4/3/0/7/18
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6003
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6015
12.82.118.4/3/2/9|12.82.118.4/3/2/9/5
12.82.118.12/3/0/3|12.82.118.12/3/0/3/11
12.82.118.12/3/0/4|12.82.118.12/3/0/4/0
12.82.118.12/10/3/9|12.82.118.12/10/3/9/4
10.144.0.154/1/0/3|10.144.0.154/1/0/3/720
12.82.118.12/3/2/1|12.82.118.12/3/2/1/0
12.82.118.4/3/2/5|12.82.118.4/3/2/5/17
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6039
12.82.118.4/10/1/7|12.82.118.4/10/1/7/14
12.82.118.12/10/0/3|12.82.118.12/10/0/3/20
12.82.118.4/3/1/6|12.82.118.4/3/1/6/22
12.82.118.4/10/2/1|12.82.118.4/10/2/1/22
12.82.118.4/3/1/9|12.82.118.4/3/1/9/13
12.82.118.4/3/2/5|12.82.118.4/3/2/5/18
12.80.0.218/0/1/0|12.80.0.218/0/1/0/7
12.82.118.4/3/0/6|12.82.118.4/3/0/6/21
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6007
12.82.118.12/2/0/0|12.82.118.12/2/0/0/2
10.144.0.154/0/0/0|10.144.0.154/0/0/0/786
12.82.118.4/3/2/4|12.82.118.4/3/2/4/25
12.82.118.4/3/0/6|12.82.118.4/3/0/6/3
12.82.118.4/3/2/9|12.82.118.4/3/2/9/8
150.0.0.212/0/0/2|150.0.0.212/0/0/2/5
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6013
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6051
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6017
12.82.0.59/2/2/8|12.82.0.59/2/2/8/6001
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6007
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6050
12.82.118.4/10/1/1|12.82.118.4/10/1/1/29
12.82.118.4/3/2/2|12.82.118.4/3/2/2/16
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6034
12.82.0.59/2/2/2|12.82.0.59/2/2/2/5001
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6015
12.82.118.4/3/2/1|12.82.118.4/3/2/1/1
12.82.0.59/2/0/6|12.82.0.59/2/0/6/5001
12.82.118.4/10/1/1|12.82.118.4/10/1/1/18
12.82.118.4/10/2/1|12.82.118.4/10/2/1/14
12.82.118.4/3/1/6|12.82.118.4/3/1/6/7
12.82.118.4/10/0/6|12.82.118.4/10/0/6/4
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6024
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6001
12.82.0.59/2/1/5|12.82.0.59/2/1/5/6000
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6000
12.82.118.4/3/0/9|12.82.118.4/3/0/9/3
12.82.118.12/3/3/0|12.82.118.12/3/3/0/13
12.82.0.59/3/2/1|12.82.0.59/3/2/1/5000
12.82.118.4/3/1/8|12.82.118.4/3/1/8/8
12.82.118.4/3/1/6|12.82.118.4/3/1/6/34
12.82.118.4/3/1/6|12.82.118.4/3/1/6/18
12.82.118.4/10/2/1|12.82.118.4/10/2/1/17
12.82.118.12/11/1/0|12.82.118.12/11/1/0/16
12.82.118.4/11/2/0|12.82.118.4/11/2/0/16
12.82.118.12/2/2/0|12.82.118.12/2/2/0/5
12.123.80.212/2/0/8|12.123.80.212/2/0/8/6004
150.0.0.212/0/1/2|150.0.0.212/0/1/2/53
12.80.0.218/0/2/0|12.80.0.218/0/2/0/5
12.82.118.12/3/0/3|12.82.118.12/3/0/3/15
12.82.118.4/10/2/1|12.82.118.4/10/2/1/29
12.82.118.12/10/0/3|12.82.118.12/10/0/3/24
12.82.0.59/3/0/8|12.82.0.59/3/0/8/1
10.144.0.154/3/1/7|10.144.0.154/3/1/7/6000
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6033
12.82.118.4/3/0/6|12.82.118.4/3/0/6/15
12.82.118.4/10/1/1|12.82.118.4/10/1/1/1
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6041
12.82.0.59/4/0/0|12.82.0.59/4/0/0/5000
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6005
12.82.118.4/3/0/6|12.82.118.4/3/0/6/12
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6008
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6014
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6057
12.82.118.4/10/1/7|12.82.118.4/10/1/7/32
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6048
12.82.0.59/3/0/0|12.82.0.59/3/0/0/5000
12.82.118.12/11/1/0|12.82.118.12/11/1/0/1
12.82.118.4/10/2/1|12.82.118.4/10/2/1/26
12.82.118.4/10/3/5|12.82.118.4/10/3/5/1
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6031
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6022
