@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
12.82.122.25/0/0|12.82.122.25/0/0/0
12.82.8.80/10/2|12.82.8.80/10/2/1
12.82.40.85/2/0|12.82.40.85/2/0/3
12.82.90.10/5/1|12.82.90.10/5/1/2
12.82.127.128/4/2|12.82.127.128/4/2/2
12.82.16.70/8/2|12.82.16.70/8/2/5
12.82.24.123/5/2|12.82.24.123/5/2/4
12.82.110.4/10/3|12.82.110.4/10/3/7
12.82.40.126/4/2|12.82.40.126/4/2/0
12.82.109.1/1/1|12.82.109.1/1/1/5
12.82.90.30/10/2|12.82.90.30/10/2/0
12.82.94.28/3/3|12.82.94.28/3/3/3
12.82.124.192/9/2|12.82.124.192/9/2/1
192.168.119.40/1/0|192.168.119.40/1/0/0
12.82.86.31/1/0|12.82.86.31/1/0/3
12.82.0.61/7/0|12.82.0.61/7/0/0
12.83.165.186/5/0|12.83.165.186/5/0/0
12.82.88.27/2/1|12.82.88.27/2/1/9
12.82.66.1/6/1|12.82.66.1/6/1/2
12.82.106.2/5/2|12.82.106.2/5/2/2
12.82.124.192/7/2|12.82.124.192/7/2/0
12.83.165.25/1/0|12.83.165.25/1/0/0
12.82.96.1/2/2|12.82.96.1/2/2/8
12.82.127.128/3/0|12.82.127.128/3/0/2
12.83.164.224/7/0|12.83.164.224/7/0/8
12.82.16.64/3/3|12.82.16.64/3/3/7
12.122.121.154/3/1|12.122.121.154/3/1/1
12.82.0.42/3/0|12.82.0.42/3/0/6
12.82.24.63/2/3|12.82.24.63/2/3/4
12.82.110.5/10/1|12.82.110.5/10/1/1
12.82.56.5/2/1|12.82.56.5/2/1/5
12.82.8.76/3/1|12.82.8.76/3/1/0
12.82.16.112/0/1|12.82.16.112/0/1/1
12.82.59.5/3/0|12.82.59.5/3/0/0
12.82.100.1/2/2|12.82.100.1/2/2/1
12.82.118.7/3/2|12.82.118.7/3/2/4
12.82.16.78/4/3|12.82.16.78/4/3/0
12.82.56.3/2/3|12.82.56.3/2/3/5
12.82.118.4/3/0|12.82.118.4/3/0/8
12.82.80.31/4/0|12.82.80.31/4/0/8
12.122.126.170/1/3|12.122.126.170/1/3/0
12.83.165.231/6/0|12.83.165.231/6/0/0
10.144.0.224/3/1|10.144.0.224/3/1/1
12.83.165.41/4/0|12.83.165.41/4/0/0
12.82.56.5/5/2|12.82.56.5/5/2/5
12.82.58.3/5/1|12.82.58.3/5/1/4
12.82.118.11/2/2|12.82.118.11/2/2/7
143.0.24.195/1/0|143.0.24.195/1/0/0
12.82.40.123/10/1|12.82.40.123/10/1/8
12.122.122.53/11/1|12.122.122.53/11/1/0
12.82.40.88/5/3|12.82.40.88/5/3/1
172.30.178.2/7/0|172.30.178.2/7/0/9
12.82.24.74/1/3|12.82.24.74/1/3/0
12.82.63.2/6/2|12.82.63.2/6/2/5
12.82.108.4/9/1|12.82.108.4/9/1/8
12.82.82.16/9/0|12.82.82.16/9/0/7
12.82.144.20/11/3|12.82.144.20/11/3/0
12.122.122.17/3/2|12.122.122.17/3/2/0
12.82.24.57/10/0|12.82.24.57/10/0/3
12.82.63.2/7/2|12.82.63.2/7/2/2
12.82.125.192/7/0|12.82.125.192/7/0/0
12.82.24.123/8/1|12.82.24.123/8/1/4
12.82.98.13/2/3|12.82.98.13/2/3/4
12.122.120.182/3/0|12.122.120.182/3/0/0
12.82.109.3/10/0|12.82.109.3/10/0/2
12.82.40.123/9/0|12.82.40.123/9/0/0
12.82.16.89/10/1|12.82.16.89/10/1/0
12.82.32.81/1/1|12.82.32.81/1/1/0
12.83.165.32/7/1|12.83.165.32/7/1/0
12.82.48.1/9/2|12.82.48.1/9/2/1
12.82.63.5/0/0|12.82.63.5/0/0/0
12.82.24.65/1/1|12.82.24.65/1/1/0
12.82.78.1/9/2|12.82.78.1/9/2/3
12.82.0.1/3/0|12.82.0.1/3/0/1
12.83.165.138/1/0|12.83.165.138/1/0/1
12.122.120.13/2/1|12.122.120.13/2/1/6
12.82.68.1/9/2|12.82.68.1/9/2/5
12.82.114.23/5/0|12.82.114.23/5/0/1
12.82.125.8/0/0|12.82.125.8/0/0/8
12.82.24.85/0/0|12.82.24.85/0/0/0
12.122.122.82/3/0|12.122.122.82/3/0/6
12.122.122.34/3/0|12.122.122.34/3/0/2
143.0.24.129/5/0|143.0.24.129/5/0/0
12.82.8.10/4/2|12.82.8.10/4/2/0
12.82.106.12/0/0|12.82.106.12/0/0/0
12.82.98.20/0/0|12.82.98.20/0/0/0
12.82.16.78/8/3|12.82.16.78/8/3/2
12.82.0.90/1/0|12.82.0.90/1/0/0
12.122.121.156/0/3|12.122.121.156/0/3/1
12.82.118.19/5/2|12.82.118.19/5/2/2
12.122.122.206/4/2|12.122.122.206/4/2/6
12.82.90.19/5/0|12.82.90.19/5/0/2
12.82.40.99/4/2|12.82.40.99/4/2/6
12.82.92.13/1/1|12.82.92.13/1/1/0
12.82.92.25/10/1|12.82.92.25/10/1/1
12.82.0.77/2/2|12.82.0.77/2/2/0
143.0.68.112/1/0|143.0.68.112/1/0/0
12.82.127.64/10/3|12.82.127.64/10/3/8
12.122.122.27/3/0|12.122.122.27/3/0/0
12.122.122.93/0/0|12.122.122.93/0/0/0
12.122.122.155/4/1|12.122.122.155/4/1/5
12.82.24.30/5/1|12.82.24.30/5/1/0
12.122.122.181/1/3|12.122.122.181/1/3/0
12.82.80.16/4/0|12.82.80.16/4/0/7
12.82.74.27/2/1|12.82.74.27/2/1/8
12.82.124.192/9/3|12.82.124.192/9/3/4
12.122.122.155/3/2|12.122.122.155/3/2/4
12.80.68.138/1/0|12.80.68.138/1/0/0
165.87.24.22/0/1|165.87.24.22/0/1/1
12.82.114.4/6/3|12.82.114.4/6/3/8
149.0.3.222/5/0|149.0.3.222/5/0/7
12.82.90.15/8/1|12.82.90.15/8/1/4
12.82.90.13/5/2|12.82.90.13/5/2/9
12.82.24.43/10/0|12.82.24.43/10/0/2
12.82.8.65/2/0|12.82.8.65/2/0/6
12.122.122.91/3/3|12.122.122.91/3/3/0
12.82.40.97/1/3|12.82.40.97/1/3/5
12.82.124.129/3/0|12.82.124.129/3/0/1
12.82.60.25/5/2|12.82.60.25/5/2/8
12.82.24.1/3/3|12.82.24.1/3/3/6
12.82.114.13/10/1|12.82.114.13/10/1/3
12.80.0.210/1/0|12.80.0.210/1/0/0
143.0.24.188/2/0|143.0.24.188/2/0/0
12.82.16.78/8/0|12.82.16.78/8/0/6
12.82.127.192/3/2|12.82.127.192/3/2/1
34.23.12.2/0/0|34.23.12.2/0/0/1
12.82.24.123/6/3|12.82.24.123/6/3/1
12.123.80.92/3/0|12.123.80.92/3/0/0
12.82.68.1/3/0|12.82.68.1/3/0/4
172.30.128.6/7/3|172.30.128.6/7/3/7
172.30.164.2/7/1|172.30.164.2/7/1/5
12.82.76.18/3/2|12.82.76.18/3/2/0
12.82.49.74/5/2|12.82.49.74/5/2/0
12.82.122.3/3/0|12.82.122.3/3/0/0
12.122.119.18/2/0|12.122.119.18/2/0/0
12.82.78.17/7/2|12.82.78.17/7/2/0
12.82.66.1/10/0|12.82.66.1/10/0/7
172.30.172.3/7/1|172.30.172.3/7/1/5
12.82.88.1/1/0|12.82.88.1/1/0/0
12.82.126.130/0/3|12.82.126.130/0/3/0
12.82.80.31/10/3|12.82.80.31/10/3/0
12.82.114.13/5/2|12.82.114.13/5/2/4
12.122.122.226/4/3|12.122.122.226/4/3/3
12.82.32.96/0/1|12.82.32.96/0/1/0
12.82.48.64/9/0|12.82.48.64/9/0/6
12.82.146.12/2/1|12.82.146.12/2/1/0
12.82.102.1/9/2|12.82.102.1/9/2/0
12.82.114.13/2/0|12.82.114.13/2/0/2
10.0.36.136/3/0|10.0.36.136/3/0/0
12.122.121.140/9/0|12.122.121.140/9/0/0
12.122.122.139/3/0|12.122.122.139/3/0/9
12.122.122.96/10/2|12.122.122.96/10/2/0
172.30.128.22/7/3|172.30.128.22/7/3/1
12.82.82.30/2/0|12.82.82.30/2/0/9
143.0.68.51/5/0|143.0.68.51/5/0/2
12.122.122.68/3/0|12.122.122.68/3/0/5
165.87.209.53/2/3|165.87.209.53/2/3/0
12.82.8.90/3/2|12.82.8.90/3/2/5
12.82.127.128/8/0|12.82.127.128/8/0/4
12.82.40.104/2/3|12.82.40.104/2/3/5
12.122.159.49/4/3|12.122.159.49/4/3/0
10.144.0.224/7/0|10.144.0.224/7/0/0
12.122.122.227/3/0|12.122.122.227/3/0/1
12.82.82.26/2/1|12.82.82.26/2/1/0
12.82.114.1/2/0|12.82.114.1/2/0/3
12.82.76.22/2/0|12.82.76.22/2/0/2
12.82.64.10/2/0|12.82.64.10/2/0/5
192.168.43.17/9/0|192.168.43.17/9/0/6
143.0.24.157/1/0|143.0.24.157/1/0/1
150.0.0.89/1/0|150.0.0.89/1/0/7
12.82.8.67/4/2|12.82.8.67/4/2/1
12.122.120.166/1/0|12.122.120.166/1/0/6
12.82.110.19/0/0|12.82.110.19/0/0/0
12.82.118.10/2/3|12.82.118.10/2/3/5
12.82.114.22/3/2|12.82.114.22/3/2/1
12.82.86.28/8/1|12.82.86.28/8/1/0
12.122.122.206/5/0|12.122.122.206/5/0/9
12.82.90.19/9/1|12.82.90.19/9/1/6
12.122.122.249/3/2|12.122.122.249/3/2/1
12.82.48.1/9/3|12.82.48.1/9/3/6
143.0.68.240/2/1|143.0.68.240/2/1/5
143.0.24.159/0/0|143.0.24.159/0/0/3
12.122.124.163/2/1|12.122.124.163/2/1/5
12.82.40.112/2/1|12.82.40.112/2/1/8
12.82.66.1/3/0|12.82.66.1/3/0/7
12.122.122.155/4/0|12.122.122.155/4/0/1
12.122.215.18/4/3|12.122.215.18/4/3/0
12.82.80.23/2/0|12.82.80.23/2/0/4
12.82.86.20/7/1|12.82.86.20/7/1/1
12.82.118.12/4/0|12.82.118.12/4/0/0
12.82.24.27/2/3|12.82.24.27/2/3/7
12.82.108.4/3/3|12.82.108.4/3/3/1
12.82.24.55/5/1|12.82.24.55/5/1/1
12.82.118.9/10/0|12.82.118.9/10/0/0
12.82.16.78/4/0|12.82.16.78/4/0/0
12.82.0.75/1/3|12.82.0.75/1/3/0
12.122.125.229/5/1|12.122.125.229/5/1/0
12.82.124.192/3/2|12.82.124.192/3/2/4
12.122.122.216/3/0|12.122.122.216/3/0/1
12.82.76.31/2/1|12.82.76.31/2/1/0
12.82.118.9/10/1|12.82.118.9/10/1/6
150.0.0.212/0/0|150.0.0.212/0/0/0
12.82.124.192/4/3|12.82.124.192/4/3/5
12.82.24.67/2/1|12.82.24.67/2/1/2
12.82.40.118/2/0|12.82.40.118/2/0/5
12.82.114.22/9/1|12.82.114.22/9/1/7
12.82.40.92/4/3|12.82.40.92/4/3/7
12.122.119.200/4/1|12.122.119.200/4/1/6
12.82.40.112/2/1|12.82.40.112/2/1/6
12.82.122.8/10/1|12.82.122.8/10/1/7
12.82.24.56/2/1|12.82.24.56/2/1/5
12.122.120.7/4/1|12.122.120.7/4/1/0
12.82.48.65/10/1|12.82.48.65/10/1/9
12.82.74.26/8/3|12.82.74.26/8/3/0
12.122.122.112/10/3|12.122.122.112/10/3/0
12.82.49.192/8/1|12.82.49.192/8/1/6
12.82.8.82/3/0|12.82.8.82/3/0/5
12.122.126.114/3/0|12.122.126.114/3/0/0
12.82.66.30/10/3|12.82.66.30/10/3/4
172.20.4.97/0/0|172.20.4.97/0/0/0
12.82.62.6/10/0|12.82.62.6/10/0/8
12.122.127.132/2/1|12.122.127.132/2/1/2
12.82.127.192/10/3|12.82.127.192/10/3/7
12.82.125.128/10/3|12.82.125.128/10/3/9
10.144.0.65/3/2|10.144.0.65/3/2/0
12.82.56.8/5/1|12.82.56.8/5/1/6
12.122.125.232/1/3|12.122.125.232/1/3/0
12.82.122.3/8/3|12.82.122.3/8/3/0
12.122.122.216/3/0|12.122.122.216/3/0/6
12.82.76.27/7/3|12.82.76.27/7/3/0
12.82.40.120/2/0|12.82.40.120/2/0/5
12.82.24.42/2/1|12.82.24.42/2/1/6
165.87.209.180/2/3|165.87.209.180/2/3/1
143.0.24.159/3/0|143.0.24.159/3/0/3
10.0.36.144/2/0|10.0.36.144/2/0/7
12.82.53.4/1/0|12.82.53.4/1/0/7
12.122.122.249/3/0|12.122.122.249/3/0/5
12.122.119.200/4/1|12.122.119.200/4/1/4
12.122.122.80/11/3|12.122.122.80/11/3/0
12.82.125.128/3/3|12.82.125.128/3/3/5
12.82.88.27/3/1|12.82.88.27/3/1/4
12.122.121.159/4/0|12.122.121.159/4/0/1
12.82.24.74/3/1|12.82.24.74/3/1/5
12.82.8.82/8/0|12.82.8.82/8/0/0
143.0.25.13/5/0|143.0.25.13/5/0/0
12.82.24.32/5/1|12.82.24.32/5/1/4
12.82.92.17/5/1|12.82.92.17/5/1/2
12.82.40.103/2/1|12.82.40.103/2/1/2
12.82.110.14/2/0|12.82.110.14/2/0/0
12.82.70.29/2/3|12.82.70.29/2/3/5
165.87.253.163/5/1|165.87.253.163/5/1/2
12.82.114.13/5/3|12.82.114.13/5/3/6
12.82.110.4/7/2|12.82.110.4/7/2/0
12.82.118.25/2/1|12.82.118.25/2/1/6
12.83.165.224/7/0|12.83.165.224/7/0/7
12.122.122.206/3/0|12.122.122.206/3/0/3
150.0.0.167/2/0|150.0.0.167/2/0/2
12.82.24.61/1/3|12.82.24.61/1/3/0
12.122.122.52/0/1|12.122.122.52/0/1/0
12.82.118.19/3/1|12.82.118.19/3/1/9
12.82.126.128/10/0|12.82.126.128/10/0/9
12.82.92.30/3/3|12.82.92.30/3/3/8
12.82.82.22/2/3|12.82.82.22/2/3/1
12.82.0.47/2/2|12.82.0.47/2/2/6
150.0.0.218/0/3|150.0.0.218/0/3/0
172.30.136.2/7/3|172.30.136.2/7/3/3
12.122.120.190/0/0|12.122.120.190/0/0/0
12.82.8.64/2/0|12.82.8.64/2/0/6
12.82.118.10/3/1|12.82.118.10/3/1/3
12.82.8.71/3/3|12.82.8.71/3/3/9
12.82.126.192/10/0|12.82.126.192/10/0/0
12.82.154.5/3/1|12.82.154.5/3/1/7
12.82.40.88/3/0|12.82.40.88/3/0/9
12.82.24.74/9/3|12.82.24.74/9/3/0
12.82.106.3/5/0|12.82.106.3/5/0/7
12.82.70.27/10/3|12.82.70.27/10/3/2
12.122.119.18/7/3|12.122.119.18/7/3/0
12.82.58.13/1/1|12.82.58.13/1/1/0
12.122.126.170/4/2|12.122.126.170/4/2/0
12.82.40.121/2/2|12.82.40.121/2/2/9
12.82.90.11/2/1|12.82.90.11/2/1/7
12.82.8.95/4/2|12.82.8.95/4/2/0
12.82.102.4/5/2|12.82.102.4/5/2/9
12.82.102.22/9/0|12.82.102.22/9/0/6
12.82.102.1/3/3|12.82.102.1/3/3/0
12.82.56.3/4/2|12.82.56.3/4/2/8
12.82.106.4/5/0|12.82.106.4/5/0/2
12.82.40.131/2/1|12.82.40.131/2/1/1
12.82.126.196/0/2|12.82.126.196/0/2/3
12.122.120.172/3/3|12.122.120.172/3/3/0
12.82.96.30/2/1|12.82.96.30/2/1/6
12.82.80.16/3/0|12.82.80.16/3/0/9
12.82.92.31/2/2|12.82.92.31/2/2/1
12.82.58.9/2/1|12.82.58.9/2/1/3
12.122.127.49/2/0|12.122.127.49/2/0/2
12.122.122.172/3/0|12.122.122.172/3/0/3
12.122.122.59/3/1|12.122.122.59/3/1/5
12.82.24.123/7/1|12.82.24.123/7/1/9
149.9.0.61/5/0|149.9.0.61/5/0/0
165.87.250.73/7/3|165.87.250.73/7/3/0
12.82.40.125/0/0|12.82.40.125/0/0/0
172.30.128.23/7/2|172.30.128.23/7/2/0
12.82.124.192/9/1|12.82.124.192/9/1/3
143.0.24.159/0/3|143.0.24.159/0/3/9
12.82.64.10/2/2|12.82.64.10/2/2/4
12.82.90.26/8/3|12.82.90.26/8/3/0
12.82.24.65/4/2|12.82.24.65/4/2/6
12.82.78.1/10/0|12.82.78.1/10/0/2
12.82.124.129/10/0|12.82.124.129/10/0/5
12.82.118.2/4/3|12.82.118.2/4/3/6
12.82.90.11/10/2|12.82.90.11/10/2/6
12.82.0.1/4/2|12.82.0.1/4/2/5
12.80.0.212/3/2|12.80.0.212/3/2/0
12.122.119.227/1/1|12.122.119.227/1/1/0
12.122.121.152/1/1|12.122.121.152/1/1/0
12.82.24.47/5/0|12.82.24.47/5/0/6
165.87.250.169/5/2|165.87.250.169/5/2/3
135.16.241.28/4/3|135.16.241.28/4/3/1
12.82.127.192/2/3|12.82.127.192/2/3/1
12.82.0.93/10/3|12.82.0.93/10/3/6
12.122.126.99/4/1|12.122.126.99/4/1/0
12.82.24.50/2/1|12.82.24.50/2/1/7
12.82.8.54/2/1|12.82.8.54/2/1/1
12.82.90.11/5/0|12.82.90.11/5/0/8
12.122.122.56/1/3|12.122.122.56/1/3/0
12.82.126.192/0/0|12.82.126.192/0/0/0
12.82.24.32/5/0|12.82.24.32/5/0/6
12.82.40.110/7/3|12.82.40.110/7/3/0
12.82.24.74/4/2|12.82.24.74/4/2/0
10.0.36.128/4/0|10.0.36.128/4/0/0
12.82.76.29/5/0|12.82.76.29/5/0/9
12.82.40.98/5/0|12.82.40.98/5/0/0
10.0.40.248/0/2|10.0.40.248/0/2/4
12.82.118.15/2/1|12.82.118.15/2/1/6
12.82.126.128/4/2|12.82.126.128/4/2/5
12.122.127.70/3/3|12.122.127.70/3/3/0
12.82.127.129/8/0|12.82.127.129/8/0/1
165.87.208.106/7/0|165.87.208.106/7/0/1
12.82.110.1/11/2|12.82.110.1/11/2/0
12.82.24.27/3/1|12.82.24.27/3/1/1
12.82.114.23/3/1|12.82.114.23/3/1/7
12.82.82.30/2/0|12.82.82.30/2/0/5
12.82.114.4/3/2|12.82.114.4/3/2/3
12.82.94.16/5/2|12.82.94.16/5/2/9
12.82.94.15/2/3|12.82.94.15/2/3/0
12.82.86.25/5/3|12.82.86.25/5/3/3
10.0.36.144/2/2|10.0.36.144/2/2/1
12.82.63.2/3/0|12.82.63.2/3/0/0
149.0.3.200/1/0|149.0.3.200/1/0/1
12.82.98.18/1/0|12.82.98.18/1/0/0
12.82.60.17/9/0|12.82.60.17/9/0/4
12.82.40.99/3/0|12.82.40.99/3/0/5
12.82.82.20/2/1|12.82.82.20/2/1/8
12.82.144.6/0/0|12.82.144.6/0/0/0
12.122.120.69/6/2|12.122.120.69/6/2/0
12.122.122.59/3/1|12.122.122.59/3/1/9
12.82.90.21/2/1|12.82.90.21/2/1/5
12.82.0.112/1/0|12.82.0.112/1/0/0
32.119.248.124/5/2|32.119.248.124/5/2/1
8.8.0.239/3/0|8.8.0.239/3/0/0
12.122.120.203/1/2|12.122.120.203/1/2/0
143.0.68.184/0/3|143.0.68.184/0/3/1
12.82.126.130/0/1|12.82.126.130/0/1/6
12.82.118.12/9/3|12.82.118.12/9/3/7
165.87.65.223/3/2|165.87.65.223/3/2/7
12.82.72.19/2/1|12.82.72.19/2/1/0
12.82.16.89/3/2|12.82.16.89/3/2/0
12.82.118.15/2/0|12.82.118.15/2/0/4
12.82.66.1/2/3|12.82.66.1/2/3/0
12.82.24.43/5/0|12.82.24.43/5/0/3
12.82.86.26/10/0|12.82.86.26/10/0/9
12.82.16.78/10/0|12.82.16.78/10/0/5
12.82.56.9/0/0|12.82.56.9/0/0/0
12.82.118.19/2/3|12.82.118.19/2/3/2
12.82.40.99/9/0|12.82.40.99/9/0/4
12.82.40.118/2/2|12.82.40.118/2/2/1
12.82.118.25/1/0|12.82.118.25/1/0/0
12.82.127.3/0/2|12.82.127.3/0/2/5
12.82.40.94/4/1|12.82.40.94/4/1/8
12.82.66.30/7/2|12.82.66.30/7/2/8
12.122.121.154/4/0|12.122.121.154/4/0/7
12.122.122.103/3/0|12.122.122.103/3/0/7
12.82.110.4/5/0|12.82.110.4/5/0/0
12.82.124.64/10/0|12.82.124.64/10/0/4
12.82.48.64/3/1|12.82.48.64/3/1/5
12.82.0.1/4/1|12.82.0.1/4/1/7
12.122.122.155/0/0|12.122.122.155/0/0/0
12.82.24.62/9/1|12.82.24.62/9/1/0
12.82.100.13/3/0|12.82.100.13/3/0/9
12.82.114.4/9/1|12.82.114.4/9/1/8
12.82.16.70/8/3|12.82.16.70/8/3/1
12.83.164.113/2/3|12.83.164.113/2/3/0
12.82.126.64/11/3|12.82.126.64/11/3/0
12.122.121.158/3/3|12.122.121.158/3/3/3
172.30.162.2/7/1|172.30.162.2/7/1/6
12.82.8.69/9/1|12.82.8.69/9/1/0
12.122.122.227/3/2|12.122.122.227/3/2/3
12.82.16.80/2/2|12.82.16.80/2/2/1
12.82.82.21/2/2|12.82.82.21/2/2/5
12.82.24.65/9/0|12.82.24.65/9/0/5
12.82.16.64/2/1|12.82.16.64/2/1/8
12.82.0.88/2/1|12.82.0.88/2/1/3
12.82.154.10/7/0|12.82.154.10/7/0/0
12.82.16.78/9/3|12.82.16.78/9/3/0
12.122.122.185/1/3|12.122.122.185/1/3/0
12.82.16.64/2/0|12.82.16.64/2/0/5
12.82.117.28/1/3|12.82.117.28/1/3/8
12.82.16.79/2/1|12.82.16.79/2/1/0
12.82.127.128/8/2|12.82.127.128/8/2/7
12.122.122.98/3/0|12.122.122.98/3/0/1
12.122.122.82/9/2|12.122.122.82/9/2/0
12.82.8.65/2/1|12.82.8.65/2/1/4
12.82.8.63/3/1|12.82.8.63/3/1/7
12.82.16.78/3/1|12.82.16.78/3/1/5
12.82.78.28/2/1|12.82.78.28/2/1/7
12.82.24.67/1/0|12.82.24.67/1/0/2
12.82.117.27/1/0|12.82.117.27/1/0/6
12.82.0.3/2/3|12.82.0.3/2/3/9
12.82.124.64/10/1|12.82.124.64/10/1/6
12.82.0.93/10/2|12.82.0.93/10/2/5
12.83.165.41/0/1|12.83.165.41/0/1/0
12.82.127.64/3/3|12.82.127.64/3/3/1
12.82.80.30/2/1|12.82.80.30/2/1/5
12.82.24.1/10/1|12.82.24.1/10/1/1
12.82.24.49/2/1|12.82.24.49/2/1/1
12.82.40.123/10/3|12.82.40.123/10/3/0
12.82.24.44/2/2|12.82.24.44/2/2/1
12.82.76.18/2/1|12.82.76.18/2/1/7
12.122.120.165/1/0|12.122.120.165/1/0/4
12.122.122.113/1/2|12.122.122.113/1/2/0
12.82.24.123/11/2|12.82.24.123/11/2/5
12.122.120.193/0/2|12.122.120.193/0/2/0
12.82.16.74/3/0|12.82.16.74/3/0/1
12.82.40.131/2/1|12.82.40.131/2/1/7
12.122.122.87/4/1|12.122.122.87/4/1/2
8.8.0.205/1/0|8.8.0.205/1/0/8
10.144.0.153/1/3|10.144.0.153/1/3/9
165.87.24.30/0/2|165.87.24.30/0/2/0
12.82.118.9/8/2|12.82.118.9/8/2/6
12.82.114.27/1/1|12.82.114.27/1/1/5
12.82.118.14/2/2|12.82.118.14/2/2/6
12.82.124.64/9/0|12.82.124.64/9/0/1
165.87.208.106/2/2|165.87.208.106/2/2/0
12.122.119.200/3/0|12.122.119.200/3/0/2
12.82.0.2/5/2|12.82.0.2/5/2/1
1.2.3.4/3/1|1.2.3.4/3/1/4
12.82.24.73/2/1|12.82.24.73/2/1/6
165.87.210.250/11/3|165.87.210.250/11/3/0
12.82.0.52/3/1|12.82.0.52/3/1/6
12.82.108.8/0/0|12.82.108.8/0/0/5
149.0.3.222/5/1|149.0.3.222/5/1/4
12.123.80.214/3/0|12.123.80.214/3/0/8
143.0.68.194/1/0|143.0.68.194/1/0/0
12.82.96.25/2/2|12.82.96.25/2/2/2
165.87.245.71/7/0|165.87.245.71/7/0/3
12.82.118.7/3/2|12.82.118.7/3/2/2
12.82.90.18/2/1|12.82.90.18/2/1/1
12.82.76.31/3/1|12.82.76.31/3/1/1
12.82.114.22/9/2|12.82.114.22/9/2/1
12.82.66.1/3/1|12.82.66.1/3/1/7
12.82.40.94/2/2|12.82.40.94/2/2/7
12.82.127.192/3/3|12.82.127.192/3/3/5
12.82.94.21/1/0|12.82.94.21/1/0/6
12.82.102.1/10/0|12.82.102.1/10/0/3
12.82.122.8/10/2|12.82.122.8/10/2/7
12.82.16.74/2/2|12.82.16.74/2/2/2
12.82.114.23/1/3|12.82.114.23/1/3/2
149.0.3.199/1/0|149.0.3.199/1/0/0
12.122.122.27/3/0|12.122.122.27/3/0/9
12.82.40.110/2/0|12.82.40.110/2/0/0
12.82.16.70/1/1|12.82.16.70/1/1/9
12.83.164.186/3/0|12.83.164.186/3/0/0
12.82.40.92/5/0|12.82.40.92/5/0/1
12.82.124.192/1/2|12.82.124.192/1/2/2
172.30.128.23/7/0|172.30.128.23/7/0/0
12.122.122.133/3/3|12.122.122.133/3/3/6
12.80.68.135/3/0|12.80.68.135/3/0/5
10.144.0.154/2/1|10.144.0.154/2/1/1
12.83.165.182/7/0|12.83.165.182/7/0/2
12.82.60.18/2/1|12.82.60.18/2/1/7
12.82.96.25/2/2|12.82.96.25/2/2/3
12.82.24.47/9/2|12.82.24.47/9/2/0
12.82.80.16/0/1|12.82.80.16/0/1/0
150.0.0.196/0/0|150.0.0.196/0/0/0
12.122.122.123/1/0|12.122.122.123/1/0/0
12.82.60.18/3/0|12.82.60.18/3/0/7
12.82.0.1/1/2|12.82.0.1/1/2/4
165.87.209.125/7/0|165.87.209.125/7/0/0
12.122.121.154/3/1|12.122.121.154/3/1/9
12.82.63.2/3/1|12.82.63.2/3/1/4
165.87.65.217/3/2|165.87.65.217/3/2/4
12.122.122.207/3/0|12.122.122.207/3/0/8
12.122.121.138/3/0|12.122.121.138/3/0/5
172.30.154.7/7/1|172.30.154.7/7/1/2
12.122.122.76/0/0|12.122.122.76/0/0/0
143.0.68.195/3/1|143.0.68.195/3/1/7
12.82.100.16/2/0|12.82.100.16/2/0/3
12.82.102.21/3/0|12.82.102.21/3/0/6
12.82.60.30/3/2|12.82.60.30/3/2/7
12.82.60.20/2/1|12.82.60.20/2/1/6
12.82.0.95/0/2|12.82.0.95/0/2/0
12.122.122.26/3/0|12.122.122.26/3/0/0
12.82.118.9/3/3|12.82.118.9/3/3/4
12.82.24.44/9/1|12.82.24.44/9/1/0
10.144.0.147/3/1|10.144.0.147/3/1/1
12.82.118.29/0/0|12.82.118.29/0/0/0
12.82.8.82/1/3|12.82.8.82/1/3/9
12.122.126.244/6/3|12.122.126.244/6/3/0
12.82.0.106/0/2|12.82.0.106/0/2/1
12.82.114.4/3/0|12.82.114.4/3/0/3
12.122.122.51/4/0|12.122.122.51/4/0/8
12.122.120.189/4/0|12.122.120.189/4/0/0
12.122.121.158/3/0|12.122.121.158/3/0/7
143.0.68.254/2/2|143.0.68.254/2/2/3
12.82.0.55/3/1|12.82.0.55/3/1/3
12.82.40.123/10/2|12.82.40.123/10/2/9
10.0.38.75/3/0|10.0.38.75/3/0/0
172.30.160.3/0/3|172.30.160.3/0/3/4
12.82.106.8/2/0|12.82.106.8/2/0/2
12.82.16.78/3/2|12.82.16.78/3/2/3
10.144.0.137/1/0|10.144.0.137/1/0/2
12.82.114.11/2/2|12.82.114.11/2/2/0
12.82.110.1/10/3|12.82.110.1/10/3/2
12.82.0.1/2/2|12.82.0.1/2/2/7
12.82.24.66/4/0|12.82.24.66/4/0/9
12.82.90.29/2/0|12.82.90.29/2/0/9
12.82.62.6/0/3|12.82.62.6/0/3/0
12.82.0.61/2/1|12.82.0.61/2/1/0
12.82.8.54/2/3|12.82.8.54/2/3/6
12.83.165.152/5/0|12.83.165.152/5/0/0
12.82.114.17/2/0|12.82.114.17/2/0/9
12.122.121.145/3/2|12.122.121.145/3/2/7
12.82.0.3/2/3|12.82.0.3/2/3/2
172.30.166.2/7/1|172.30.166.2/7/1/8
12.122.119.17/4/3|12.122.119.17/4/3/0
12.82.90.25/1/0|12.82.90.25/1/0/0
12.80.68.136/0/0|12.80.68.136/0/0/0
