@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
143.0.68.242/3/1/9|143.0.68.242/3/1/9/186
149.0.3.222/2/2/0|149.0.3.222/2/2/0/6000
143.0.24.102/0/2/5|143.0.24.102/0/2/5/63
78.23.44.28/1/0/1|78.23.44.28/1/0/1/3
143.0.68.208/0/1/3|143.0.68.208/0/1/3/15
12.123.80.197/1/1/6|12.123.80.197/1/1/6/12
10.0.36.73/0/2/0|10.0.36.73/0/2/0/7
10.144.0.147/1/2/0|10.144.0.147/1/2/0/6017
143.0.68.57/0/0/1|143.0.68.57/0/0/1/7
10.0.40.4/0/1/8|10.0.40.4/0/1/8/1
150.0.0.232/0/0/1|150.0.0.232/0/0/1/6024
143.0.68.62/1/0/9|143.0.68.62/1/0/9/13
143.0.68.208/0/1/3|143.0.68.208/0/1/3/6001
12.80.72.121/4/3/4|12.80.72.121/4/3/4/2
12.122.72.115/0/1/7|12.122.72.115/0/1/7/3
10.0.36.77/6/0/1|10.0.36.77/6/0/1/1
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6010
149.0.3.196/0/1/1|149.0.3.196/0/1/1/6001
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6172
150.0.0.229/0/0/0|150.0.0.229/0/0/0/6001
12.82.0.55/5/0/9|12.82.0.55/5/0/9/12
10.144.0.61/9/0/0|10.144.0.61/9/0/0/1
143.0.68.240/4/0/2|143.0.68.240/4/0/2/114
10.0.36.78/5/0/4|10.0.36.78/5/0/4/1
10.0.36.78/0/2/4|10.0.36.78/0/2/4/1
10.0.36.21/9/0/1|10.0.36.21/9/0/1/2
10.0.40.32/0/1/3|10.0.40.32/0/1/3/1
12.123.80.90/0/0/0|12.123.80.90/0/0/0/3
10.0.36.72/2/3/4|10.0.36.72/2/3/4/1
149.9.0.20/1/0/4|149.9.0.20/1/0/4/16
149.4.64.5/2/1/6|149.4.64.5/2/1/6/1
12.122.74.1/0/1/0|12.122.74.1/0/1/0/10
143.0.68.57/0/0/0|143.0.68.57/0/0/0/3
143.0.24.44/1/1/0|143.0.24.44/1/1/0/10
10.0.36.72/6/0/3|10.0.36.72/6/0/3/4
143.0.68.172/4/0/5|143.0.68.172/4/0/5/150
143.0.24.168/4/0/0|143.0.24.168/4/0/0/57
149.4.64.5/0/1/1|149.4.64.5/0/1/1/4
143.0.68.170/0/0/1|143.0.68.170/0/0/1/8
143.0.24.98/1/1/1|143.0.24.98/1/1/1/10
143.0.68.208/0/1/3|143.0.68.208/0/1/3/6007
150.0.0.214/1/0/2|150.0.0.214/1/0/2/6002
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6029
78.23.44.28/0/1/1|78.23.44.28/0/1/1/81
143.0.68.49/4/0/3|143.0.68.49/4/0/3/24
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6006
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6021
150.0.0.183/1/1/0|150.0.0.183/1/1/0/6
12.123.80.212/2/1/9|12.123.80.212/2/1/9/124
143.0.68.214/5/3/7|143.0.68.214/5/3/7/6000
143.0.68.69/1/0/4|143.0.68.69/1/0/4/16
10.0.36.75/7/2/4|10.0.36.75/7/2/4/1
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6006
10.0.38.59/0/0/1|10.0.38.59/0/0/1/10
10.0.36.72/2/2/5|10.0.36.72/2/2/5/0
143.0.68.230/9/2/0|143.0.68.230/9/2/0/36
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6032
149.0.3.223/1/0/9|149.0.3.223/1/0/9/71
12.123.80.117/2/0/2|12.123.80.117/2/0/2/3
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6024
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6146
150.0.0.10/2/0/0|150.0.0.10/2/0/0/3
10.0.40.1/0/2/4|10.0.40.1/0/2/4/0
150.0.0.10/2/0/3|150.0.0.10/2/0/3/6002
10.0.40.6/0/1/3|10.0.40.6/0/1/3/1
10.0.36.23/4/0/1|10.0.36.23/4/0/1/2
12.123.80.214/2/0/8|12.123.80.214/2/0/8/77
149.0.24.16/0/0/0|149.0.24.16/0/0/0/3
10.0.38.42/1/0/7|10.0.38.42/1/0/7/25
149.8.0.161/1/0/6|149.8.0.161/1/0/6/4
12.123.80.76/0/0/1|12.123.80.76/0/0/1/4
12.123.80.29/1/0/3|12.123.80.29/1/0/3/16
12.123.80.42/1/0/1|12.123.80.42/1/0/1/4
149.8.0.160/1/2/0|149.8.0.160/1/2/0/2
10.0.36.21/2/3/9|10.0.36.21/2/3/9/0
149.4.64.2/0/2/8|149.4.64.2/0/2/8/1
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6011
12.122.74.1/0/3/0|12.122.74.1/0/3/0/10
12.122.72.115/3/2/1|12.122.72.115/3/2/1/1
10.0.40.4/3/0/8|10.0.40.4/3/0/8/8
12.82.0.55/5/1/4|12.82.0.55/5/1/4/30
12.123.80.90/1/0/1|12.123.80.90/1/0/1/5
149.8.0.18/5/0/1|149.8.0.18/5/0/1/12
10.0.40.4/1/0/1|10.0.40.4/1/0/1/2
149.9.0.29/0/0/4|149.9.0.29/0/0/4/6011
8.8.0.172/5/0/0|8.8.0.172/5/0/0/15
143.0.24.168/4/0/0|143.0.24.168/4/0/0/56
12.123.80.197/1/0/0|12.123.80.197/1/0/0/6
150.0.0.141/0/3/0|150.0.0.141/0/3/0/4
149.0.3.222/2/1/3|149.0.3.222/2/1/3/6004
12.122.72.128/0/0/0|12.122.72.128/0/0/0/0
143.0.68.68/1/0/0|143.0.68.68/1/0/0/3
12.82.0.53/1/0/2|12.82.0.53/1/0/2/145
12.123.80.46/1/0/5|12.123.80.46/1/0/5/6005
10.0.36.74/11/0/0|10.0.36.74/11/0/0/4
10.0.36.73/1/0/7|10.0.36.73/1/0/7/1
10.0.36.5/0/0/6|10.0.36.5/0/0/6/1
10.144.0.153/2/0/0|10.144.0.153/2/0/0/12
12.122.72.115/1/3/8|12.122.72.115/1/3/8/3
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6007
12.80.72.28/0/0/2|12.80.72.28/0/0/2/1
10.0.36.76/0/0/2|10.0.36.76/0/0/2/0
12.82.0.53/5/1/4|12.82.0.53/5/1/4/44
12.122.72.115/1/0/4|12.122.72.115/1/0/4/4
149.0.3.135/0/2/0|149.0.3.135/0/2/0/6016
10.0.36.23/4/0/1|10.0.36.23/4/0/1/1
143.0.24.102/0/0/1|143.0.24.102/0/0/1/9
8.8.0.154/0/0/1|8.8.0.154/0/0/1/6000
143.0.68.242/3/0/3|143.0.68.242/3/0/3/6000
149.0.3.222/1/0/5|149.0.3.222/1/0/5/131
8.8.0.172/5/0/5|8.8.0.172/5/0/5/1
10.0.40.33/1/0/7|10.0.40.33/1/0/7/1
143.0.68.168/7/0/1|143.0.68.168/7/0/1/6010
10.144.0.155/0/1/0|10.144.0.155/0/1/0/755
143.0.68.21/2/0/0|143.0.68.21/2/0/0/9
143.0.68.46/0/0/0|143.0.68.46/0/0/0/6006
10.0.36.77/1/2/6|10.0.36.77/1/2/6/1
10.0.36.78/3/0/1|10.0.36.78/3/0/1/1
10.0.40.35/0/0/0|10.0.40.35/0/0/0/1
149.8.0.160/1/2/0|149.8.0.160/1/2/0/6
143.0.24.98/1/1/4|143.0.24.98/1/1/4/46
10.0.36.73/7/3/0|10.0.36.73/7/3/0/2
88.33.55.4/3/3/5|88.33.55.4/3/3/5/1
150.0.0.60/0/0/0|150.0.0.60/0/0/0/2
10.0.36.73/0/1/6|10.0.36.73/0/1/6/3
143.0.24.144/4/0/0|143.0.24.144/4/0/0/67
10.0.8.124/0/3/8|10.0.8.124/0/3/8/1
10.0.40.32/0/1/3|10.0.40.32/0/1/3/3
149.4.64.2/0/2/1|149.4.64.2/0/2/1/1
10.0.8.124/0/0/0|10.0.8.124/0/0/0/2
12.123.80.142/0/0/5|12.123.80.142/0/0/5/21
8.8.0.172/5/0/2|8.8.0.172/5/0/2/4
143.0.68.184/0/0/3|143.0.68.184/0/0/3/17
12.123.80.37/0/0/2|12.123.80.37/0/0/2/5
10.0.40.7/2/0/0|10.0.40.7/2/0/0/2
10.0.40.1/1/0/0|10.0.40.1/1/0/0/4
10.0.40.4/3/0/9|10.0.40.4/3/0/9/5
143.0.68.247/4/2/4|143.0.68.247/4/2/4/73
149.0.3.196/5/0/8|149.0.3.196/5/0/8/6004
12.123.80.212/0/0/1|12.123.80.212/0/0/1/2
143.0.24.132/1/3/9|143.0.24.132/1/3/9/1
143.0.68.22/1/3/0|143.0.68.22/1/3/0/40
10.0.36.3/1/1/3|10.0.36.3/1/1/3/1
12.122.72.115/1/3/8|12.122.72.115/1/3/8/1
10.144.0.149/1/1/7|10.144.0.149/1/1/7/10
143.0.24.187/0/0/0|143.0.24.187/0/0/0/3
149.4.64.14/0/0/0|149.4.64.14/0/0/0/1
8.8.0.173/2/0/3|8.8.0.173/2/0/3/8
8.8.0.157/1/0/0|8.8.0.157/1/0/0/5
10.0.36.75/5/0/4|10.0.36.75/5/0/4/2
143.0.68.242/3/2/0|143.0.68.242/3/2/0/171
10.144.0.149/1/0/2|10.144.0.149/1/0/2/1
10.144.0.61/10/0/1|10.144.0.61/10/0/1/4
10.0.36.76/9/0/1|10.0.36.76/9/0/1/4
12.123.80.65/0/0/1|12.123.80.65/0/0/1/11
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6004
143.0.24.9/0/0/0|143.0.24.9/0/0/0/3
143.0.68.230/2/2/3|143.0.68.230/2/2/3/6017
12.123.80.104/0/0/4|12.123.80.104/0/0/4/4
8.8.0.197/5/0/8|8.8.0.197/5/0/8/9
192.168.114.132/GigabitEthernet0/0|192.168.114.132/GigabitEthernet0/0/1
143.0.68.203/0/0/0|143.0.68.203/0/0/0/6000
10.0.36.75/4/3/4|10.0.36.75/4/3/4/1
10.0.40.35/3/1/3|10.0.40.35/3/1/3/2
143.0.68.242/3/1/9|143.0.68.242/3/1/9/198
143.0.68.184/0/0/2|143.0.68.184/0/0/2/6006
10.144.0.154/2/0/4|10.144.0.154/2/0/4/6001
143.2.0.1/0/0/6|143.2.0.1/0/0/6/1
10.0.38.10/1/0/3|10.0.38.10/1/0/3/1
12.80.72.108/2/0/3|12.80.72.108/2/0/3/7
10.0.40.7/3/1/1|10.0.40.7/3/1/1/13
10.0.36.14/2/0/4|10.0.36.14/2/0/4/1
10.0.36.77/11/1/0|10.0.36.77/11/1/0/9
143.0.24.145/9/0/0|143.0.24.145/9/0/0/38
149.0.3.203/1/0/0|149.0.3.203/1/0/0/6015
150.0.0.201/1/0/1|150.0.0.201/1/0/1/6
143.0.68.35/0/0/1|143.0.68.35/0/0/1/19
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6004
72.44.12.28/0/1/5|72.44.12.28/0/1/5/0
143.0.68.230/2/2/3|143.0.68.230/2/2/3/6023
10.144.0.65/0/3/0|10.144.0.65/0/3/0/83
150.0.0.167/1/0/4|150.0.0.167/1/0/4/6001
149.9.0.25/0/1/0|149.9.0.25/0/1/0/7
149.0.3.202/0/0/0|149.0.3.202/0/0/0/6014
10.0.40.7/0/0/8|10.0.40.7/0/0/8/2
143.0.68.170/2/0/3|143.0.68.170/2/0/3/198
10.0.36.14/10/1/0|10.0.36.14/10/1/0/3
10.0.40.7/2/0/0|10.0.40.7/2/0/0/12
10.0.38.82/0/0/0|10.0.38.82/0/0/0/4
149.8.0.160/5/2/2|149.8.0.160/5/2/2/1
12.82.0.62/1/0/7|12.82.0.62/1/0/7/55
143.0.68.169/2/3/0|143.0.68.169/2/3/0/123
12.80.84.26/1/2/0|12.80.84.26/1/2/0/3
149.8.0.160/5/0/0|149.8.0.160/5/0/0/2
12.122.72.115/1/0/2|12.122.72.115/1/0/2/3
10.0.40.42/3/1/0|10.0.40.42/3/1/0/13
143.0.24.168/0/1/1|143.0.24.168/0/1/1/198
10.0.38.74/1/0/0|10.0.38.74/1/0/0/6003
10.0.8.124/4/0/2|10.0.8.124/4/0/2/14
10.0.8.124/8/0/4|10.0.8.124/8/0/4/8
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6187
10.0.36.7/0/0/3|10.0.36.7/0/0/3/1
10.0.36.74/6/0/2|10.0.36.74/6/0/2/0
12.80.0.207/2/0/0|12.80.0.207/2/0/0/25
12.123.68.1/2/3/0|12.123.68.1/2/3/0/30
10.0.40.42/1/0/0|10.0.40.42/1/0/0/1
10.0.8.124/4/1/4|10.0.8.124/4/1/4/2
10.144.0.61/10/0/2|10.144.0.61/10/0/2/6
149.9.0.128/0/3/0|149.9.0.128/0/3/0/1
150.0.0.212/5/0/0|150.0.0.212/5/0/0/6002
10.0.36.20/0/0/9|10.0.36.20/0/0/9/0
149.0.3.203/1/0/0|149.0.3.203/1/0/0/6011
143.0.68.168/7/0/1|143.0.68.168/7/0/1/6008
10.0.40.32/4/2/3|10.0.40.32/4/2/3/2
10.0.34.15/7/0/0|10.0.34.15/7/0/0/23
143.0.68.112/1/0/2|143.0.68.112/1/0/2/10
12.122.74.1/0/1/0|12.122.74.1/0/1/0/7
143.0.68.254/0/0/0|143.0.68.254/0/0/0/3
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6012
150.0.0.131/0/3/3|150.0.0.131/0/3/3/3
149.8.0.160/1/2/0|149.8.0.160/1/2/0/10
149.0.3.194/0/2/0|149.0.3.194/0/2/0/6007
10.0.36.72/9/2/1|10.0.36.72/9/2/1/2
10.144.0.155/1/3/0|10.144.0.155/1/3/0/6004
10.144.0.137/3/3/2|10.144.0.137/3/3/2/2169
12.123.80.65/0/0/2|12.123.80.65/0/0/2/13
150.0.0.59/0/3/0|150.0.0.59/0/3/0/9
12.123.80.212/2/0/8|12.123.80.212/2/0/8/6004
12.80.0.210/2/3/0|12.80.0.210/2/3/0/18
10.0.40.7/2/0/6|10.0.40.7/2/0/6/1
10.0.36.7/11/1/1|10.0.36.7/11/1/1/6
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6007
10.144.0.62/5/2/3|10.144.0.62/5/2/3/1
10.0.32.64/0/2/0|10.0.32.64/0/2/0/3
12.122.72.163/0/0/0|12.122.72.163/0/0/0/0
10.144.0.154/1/0/3|10.144.0.154/1/0/3/6001
143.0.24.198/2/1/0|143.0.24.198/2/1/0/32
10.0.40.7/2/0/0|10.0.40.7/2/0/0/14
8.8.0.191/1/3/0|8.8.0.191/1/3/0/2
10.0.40.4/3/0/8|10.0.40.4/3/0/8/1
10.0.40.36/1/0/1|10.0.40.36/1/0/1/5
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6048
10.0.36.72/2/0/8|10.0.36.72/2/0/8/0
12.122.72.129/1/2/2|12.122.72.129/1/2/2/101
148.0.7.172/GigabitEthernet0/0/0|148.0.7.172/GigabitEthernet0/0/0/1
10.0.8.122/10/0/8|10.0.8.122/10/0/8/1
10.0.40.7/4/0/2|10.0.40.7/4/0/2/1
143.0.68.230/2/2/3|143.0.68.230/2/2/3/146
150.0.0.171/0/0/3|150.0.0.171/0/0/3/9
10.0.8.122/1/1/2|10.0.8.122/1/1/2/17
10.0.8.124/4/1/1|10.0.8.124/4/1/1/4
10.0.8.124/8/0/4|10.0.8.124/8/0/4/2
12.80.72.34/0/0/0|12.80.72.34/0/0/0/31
10.144.0.154/2/0/4|10.144.0.154/2/0/4/6002
143.0.24.145/9/0/0|143.0.24.145/9/0/0/37
10.0.38.72/1/0/1|10.0.38.72/1/0/1/24
10.0.36.75/11/1/5|10.0.36.75/11/1/5/1
10.0.40.1/1/0/0|10.0.40.1/1/0/0/5
10.0.36.73/0/0/7|10.0.36.73/0/0/7/1
10.0.36.79/1/0/1|10.0.36.79/1/0/1/7
149.8.0.128/0/0/0|149.8.0.128/0/0/0/4
10.0.40.4/0/3/5|10.0.40.4/0/3/5/2
10.144.0.147/1/0/0|10.144.0.147/1/0/0/6004
10.0.34.15/7/0/0|10.0.34.15/7/0/0/19
150.0.0.216/0/0/4|150.0.0.216/0/0/4/18
12.123.80.65/0/0/3|12.123.80.65/0/0/3/14
149.9.0.18/1/2/0|149.9.0.18/1/2/0/25
10.0.40.35/0/2/9|10.0.40.35/0/2/9/0
10.0.40.35/8/1/0|10.0.40.35/8/1/0/10
12.82.0.61/5/0/6|12.82.0.61/5/0/6/14
143.0.68.42/1/0/1|143.0.68.42/1/0/1/6
12.80.84.13/3/0/0|12.80.84.13/3/0/0/9
143.0.24.148/4/0/9|143.0.24.148/4/0/9/19
149.8.0.20/0/0/4|149.8.0.20/0/0/4/20
12.122.72.166/0/1/0|12.122.72.166/0/1/0/2
143.0.68.117/0/1/0|143.0.68.117/0/1/0/5
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6054
12.123.80.84/0/1/9|12.123.80.84/0/1/9/21
143.0.24.93/1/2/0|143.0.24.93/1/2/0/9
143.0.24.60/0/0/1|143.0.24.60/0/0/1/6
143.0.68.254/1/0/3|143.0.68.254/1/0/3/61
10.144.0.65/3/2/0|10.144.0.65/3/2/0/6004
149.9.0.18/0/3/0|149.9.0.18/0/3/0/16
12.122.72.115/4/3/4|12.122.72.115/4/3/4/2
8.8.0.118/0/0/2|8.8.0.118/0/0/2/13
150.0.0.55/0/0/0|150.0.0.55/0/0/0/3
143.0.24.148/4/1/0|143.0.24.148/4/1/0/13
10.0.36.76/1/0/4|10.0.36.76/1/0/4/1
10.0.36.77/0/1/4|10.0.36.77/0/1/4/1
10.0.40.7/2/0/0|10.0.40.7/2/0/0/15
12.80.84.8/0/2/0|12.80.84.8/0/2/0/3
149.0.3.135/0/1/0|149.0.3.135/0/1/0/6018
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6003
10.0.36.73/0/1/2|10.0.36.73/0/1/2/1
10.0.40.7/0/1/3|10.0.40.7/0/1/3/1
10.0.40.4/2/0/5|10.0.40.4/2/0/5/8
8.8.0.205/1/0/8|8.8.0.205/1/0/8/5
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6072
12.82.0.53/1/0/9|12.82.0.53/1/0/9/132
12.122.74.1/0/0/1|12.122.74.1/0/0/1/5
10.0.38.72/1/0/4|10.0.38.72/1/0/4/32
10.0.8.122/1/0/6|10.0.8.122/1/0/6/1
150.0.0.213/2/0/3|150.0.0.213/2/0/3/9
10.0.36.7/1/0/0|10.0.36.7/1/0/0/4
10.0.36.77/11/1/0|10.0.36.77/11/1/0/5
12.123.80.17/1/0/0|12.123.80.17/1/0/0/38
10.0.40.1/0/0/8|10.0.40.1/0/0/8/1
10.0.36.72/0/0/7|10.0.36.72/0/0/7/1
143.0.68.248/0/1/2|143.0.68.248/0/1/2/256
12.122.74.1/0/0/0|12.122.74.1/0/0/0/7
149.0.3.138/0/0/8|149.0.3.138/0/0/8/28
12.80.68.134/5/0/1|12.80.68.134/5/0/1/3
12.123.80.91/3/0/1|12.123.80.91/3/0/1/4
10.144.0.61/10/0/0|10.144.0.61/10/0/0/9
10.0.40.6/8/3/9|10.0.40.6/8/3/9/1
10.0.40.6/9/0/5|10.0.40.6/9/0/5/1
10.144.0.137/1/0/6|10.144.0.137/1/0/6/670
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6022
10.0.38.78/5/0/4|10.0.38.78/5/0/4/29
12.123.68.1/2/3/0|12.123.68.1/2/3/0/50
10.0.36.74/10/3/5|10.0.36.74/10/3/5/3
12.123.68.4/3/0/0|12.123.68.4/3/0/0/20
10.0.36.77/1/2/2|10.0.36.77/1/2/2/3
8.8.0.168/3.0/6.0|8.8.0.168/3.0/6.0/5
10.144.0.138/4/3/0|10.144.0.138/4/3/0/42
149.8.0.161/1/0/0|149.8.0.161/1/0/0/1
10.0.40.4/1/0/3|10.0.40.4/1/0/3/1
12.122.72.129/1/1/0|12.122.72.129/1/1/0/2
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6002
10.0.40.4/2/2/1|10.0.40.4/2/2/1/2
10.0.36.72/2/0/2|10.0.36.72/2/0/2/1
148.0.131.253/4/0/4|148.0.131.253/4/0/4/15
12.82.0.62/1/2/0|12.82.0.62/1/2/0/176
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6010
149.0.3.208/0/1/0|149.0.3.208/0/1/0/5
149.8.0.20/0/0/4|149.8.0.20/0/0/4/22
10.0.40.4/2/3/3|10.0.40.4/2/3/3/1
149.0.3.244/2/2/0|149.0.3.244/2/2/0/6001
10.0.8.124/4/3/0|10.0.8.124/4/3/0/1
10.0.36.7/0/0/0|10.0.36.7/0/0/0/1
10.0.36.77/0/0/0|10.0.36.77/0/0/0/1
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6010
10.0.36.75/8/0/2|10.0.36.75/8/0/2/1
10.0.36.75/8/2/5|10.0.36.75/8/2/5/14
10.0.36.75/5/0/3|10.0.36.75/5/0/3/3
10.144.0.61/10/0/2|10.144.0.61/10/0/2/1
10.0.36.79/2/0/4|10.0.36.79/2/0/4/1
10.0.40.35/8/0/1|10.0.40.35/8/0/1/1
143.0.24.102/0/0/7|143.0.24.102/0/0/7/24
149.8.0.160/1/2/1|149.8.0.160/1/2/1/7
149.4.64.5/5/0/6|149.4.64.5/5/0/6/0
143.0.68.24/5/2/0|143.0.68.24/5/2/0/24
10.0.8.124/8/0/4|10.0.8.124/8/0/4/4
10.0.36.14/1/0/0|10.0.36.14/1/0/0/6
192.168.114.110/GigabitEthernet0/1|192.168.114.110/GigabitEthernet0/1/1
10.144.0.61/10/0/5|10.144.0.61/10/0/5/1
10.0.36.77/10/0/0|10.0.36.77/10/0/0/0
149.4.64.5/0/0/7|149.4.64.5/0/0/7/1
12.82.0.62/1/3/0|12.82.0.62/1/3/0/111
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6039
10.0.38.34/4/0/0|10.0.38.34/4/0/0/3
143.0.68.172/3/0/0|143.0.68.172/3/0/0/6012
10.0.8.124/0/0/0|10.0.8.124/0/0/0/7
149.0.3.250/5/0/4|149.0.3.250/5/0/4/18
148.0.131.175/1/1/0|148.0.131.175/1/1/0/7
143.0.68.168/2/0/5|143.0.68.168/2/0/5/9
12.122.72.115/2/3/7|12.122.72.115/2/3/7/1
12.122.72.115/1/0/6|12.122.72.115/1/0/6/5
143.0.24.98/1/0/6|143.0.24.98/1/0/6/39
143.0.68.43/0/0/3|143.0.68.43/0/0/3/46
149.0.3.138/0/0/6|149.0.3.138/0/0/6/22
143.0.68.169/2/0/4|143.0.68.169/2/0/4/6001
12.123.80.27/2/0/3|12.123.80.27/2/0/3/6002
143.0.68.179/1/0/0|143.0.68.179/1/0/0/7
12.123.80.212/2/0/8|12.123.80.212/2/0/8/6002
8.8.0.169/0/0/8|8.8.0.169/0/0/8/7
149.0.3.195/0/1/0|149.0.3.195/0/1/0/11
143.0.24.148/4/0/9|143.0.24.148/4/0/9/6001
149.0.3.196/0/3/1|149.0.3.196/0/3/1/239
12.122.72.115/4/3/0|12.122.72.115/4/3/0/9
10.0.8.122/1/0/1|10.0.8.122/1/0/1/1
12.123.80.60/0/0/1|12.123.80.60/0/0/1/9
12.123.80.214/2/1/3|12.123.80.214/2/1/3/100
12.80.72.38/0/0/0|12.80.72.38/0/0/0/3
150.0.0.212/1/0/4|150.0.0.212/1/0/4/33
149.4.64.5/0/2/0|149.4.64.5/0/2/0/0
149.8.0.20/0/1/0|149.8.0.20/0/1/0/33
12.82.0.53/5/1/1|12.82.0.53/5/1/1/38
149.0.3.203/1/0/0|149.0.3.203/1/0/0/6021
143.0.68.68/1/0/0|143.0.68.68/1/0/0/4
150.0.0.218/1/0/0|150.0.0.218/1/0/0/6
149.8.0.20/0/0/3|149.8.0.20/0/0/3/18
12.122.72.128/1/2/0|12.122.72.128/1/2/0/0
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6010
10.0.36.74/10/1/1|10.0.36.74/10/1/1/3
10.0.38.46/0/0/0|10.0.38.46/0/0/0/3
10.0.36.73/0/3/6|10.0.36.73/0/3/6/1
12.123.80.32/1/0/5|12.123.80.32/1/0/5/7
10.0.40.2/5/0/6|10.0.40.2/5/0/6/2
143.0.68.170/4/0/0|143.0.68.170/4/0/0/6005
12.123.80.60/0/0/6|12.123.80.60/0/0/6/5
10.0.36.75/11/0/5|10.0.36.75/11/0/5/1
10.144.0.61/10/0/0|10.144.0.61/10/0/0/2
143.0.68.120/0/2/0|143.0.68.120/0/2/0/5
143.0.68.120/2/3/0|143.0.68.120/2/3/0/3
10.144.0.147/0/1/0|10.144.0.147/0/1/0/303
10.0.38.47/0/0/0|10.0.38.47/0/0/0/4
12.82.0.62/2/3/8|12.82.0.62/2/3/8/166
149.0.3.222/2/1/2|149.0.3.222/2/1/2/6002
149.4.64.5/0/0/9|149.4.64.5/0/0/9/0
10.144.0.136/5/2/0|10.144.0.136/5/2/0/6012
12.122.72.112/1/3/8|12.122.72.112/1/3/8/0
10.0.36.75/8/2/2|10.0.36.75/8/2/2/8
10.0.36.75/8/2/2|10.0.36.75/8/2/2/12
12.123.80.91/5/0/2|12.123.80.91/5/0/2/6
10.0.36.73/5/0/0|10.0.36.73/5/0/0/0
10.144.0.61/9/1/0|10.144.0.61/9/1/0/0
143.0.24.150/5/0/0|143.0.24.150/5/0/0/3
10.144.0.137/4/1/7|10.144.0.137/4/1/7/2302
143.0.68.242/3/2/5|143.0.68.242/3/2/5/6001
8.8.0.235/5/0/1|8.8.0.235/5/0/1/6
149.4.28.1/3/0/5|149.4.28.1/3/0/5/1
10.0.36.75/8/2/5|10.0.36.75/8/2/5/1
143.0.24.148/4/0/9|143.0.24.148/4/0/9/7
143.0.68.43/0/0/0|143.0.68.43/0/0/0/6004
143.0.68.170/2/1/0|143.0.68.170/2/1/0/249
12.80.72.28/0/0/2|12.80.72.28/0/0/2/7
148.0.131.219/1/0/0|148.0.131.219/1/0/0/4
12.123.80.65/0/0/0|12.123.80.65/0/0/0/2
148.0.131.153/3/0/0|148.0.131.153/3/0/0/18
12.123.80.188/0/0/7|12.123.80.188/0/0/7/6000
12.80.0.207/0/1/0|12.80.0.207/0/1/0/105
143.0.68.194/1/0/0|143.0.68.194/1/0/0/3
12.123.80.17/2/0/8|12.123.80.17/2/0/8/6009
10.0.40.4/0/3/4|10.0.40.4/0/3/4/1
10.0.40.4/2/0/5|10.0.40.4/2/0/5/14
143.0.68.244/3/0/3|143.0.68.244/3/0/3/6001
10.0.36.74/1/2/0|10.0.36.74/1/2/0/1
10.0.36.78/3/2/2|10.0.36.78/3/2/2/1
149.0.3.222/5/0/2|149.0.3.222/5/0/2/6002
10.0.40.4/0/0/1|10.0.40.4/0/0/1/1
143.0.68.184/1/0/0|143.0.68.184/1/0/0/145
12.82.0.53/1/0/6|12.82.0.53/1/0/6/147
10.0.36.6/0/2/2|10.0.36.6/0/2/2/0
10.144.0.116/1/2/2|10.144.0.116/1/2/2/1
143.0.68.23/5/2/0|143.0.68.23/5/2/0/52
149.0.3.222/2/0/1|149.0.3.222/2/0/1/6002
12.82.0.62/2/0/4|12.82.0.62/2/0/4/34
12.122.72.115/1/0/2|12.122.72.115/1/0/2/2
149.8.0.160/4/0/2|149.8.0.160/4/0/2/1
10.0.36.7/8/2/6|10.0.36.7/8/2/6/1
12.123.68.3/4/0/0|12.123.68.3/4/0/0/1
10.0.36.77/2/0/6|10.0.36.77/2/0/6/1
12.80.72.33/0/3/9|12.80.72.33/0/3/9/24
10.0.36.73/0/3/3|10.0.36.73/0/3/3/2
10.0.36.7/1/0/0|10.0.36.7/1/0/0/5
10.0.36.78/1/2/4|10.0.36.78/1/2/4/1
10.0.36.78/5/1/1|10.0.36.78/5/1/1/3
10.0.36.21/0/0/2|10.0.36.21/0/0/2/2
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6009
12.123.80.125/2/0/2|12.123.80.125/2/0/2/6
