@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
12.123.80.214/0/0/8|12.123.80.214/0/0/8/6003
149.9.0.35/1/0/0|149.9.0.35/1/0/0/2
10.0.36.72/0/0/2|10.0.36.72/0/0/2/1
149.0.3.223/1/0/9|149.0.3.223/1/0/9/70
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6015
143.0.24.102/0/0/0|143.0.24.102/0/0/0/3
10.144.0.62/9/0/3|10.144.0.62/9/0/3/2
10.0.36.73/0/0/6|10.0.36.73/0/0/6/1
143.0.24.144/3/0/0|143.0.24.144/3/0/0/62
150.0.0.183/1/3/0|150.0.0.183/1/3/0/11
10.0.40.4/3/2/0|10.0.40.4/3/2/0/9
143.0.68.117/2/3/0|143.0.68.117/2/3/0/3
150.0.0.7/0/0/2|150.0.0.7/0/0/2/2
10.144.0.61/10/0/2|10.144.0.61/10/0/2/3
10.0.36.77/1/3/2|10.0.36.77/1/3/2/4
143.0.68.179/0/0/0|143.0.68.179/0/0/0/3
12.82.0.56/5/0/0|12.82.0.56/5/0/0/3
10.144.0.155/1/2/6|10.144.0.155/1/2/6/6005
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6001
10.0.36.77/1/3/9|10.0.36.77/1/3/9/1
10.0.36.72/2/3/7|10.0.36.72/2/3/7/2
150.0.0.59/2/0/1|150.0.0.59/2/0/1/25
143.0.68.249/0/0/4|143.0.68.249/0/0/4/9
148.0.131.183/4/0/0|148.0.131.183/4/0/0/4
10.144.0.61/9/0/4|10.144.0.61/9/0/4/2
12.123.68.1/2/3/0|12.123.68.1/2/3/0/17
149.9.0.61/5/0/3|149.9.0.61/5/0/3/9
149.0.3.223/5/0/4|149.0.3.223/5/0/4/37
8.8.0.148/0/0/3|8.8.0.148/0/0/3/22
12.122.72.128/1/0/1|12.122.72.128/1/0/1/7
10.0.8.124/0/3/4|10.0.8.124/0/3/4/0
10.0.36.78/7/3/1|10.0.36.78/7/3/1/3
12.82.0.62/1/3/9|12.82.0.62/1/3/9/85
10.0.40.4/0/2/0|10.0.40.4/0/2/0/9
12.122.72.112/2/1/6|12.122.72.112/2/1/6/2
10.0.8.122/1/1/9|10.0.8.122/1/1/9/1
148.0.131.203/0/0/3|148.0.131.203/0/0/3/10
10.0.36.77/11/1/0|10.0.36.77/11/1/0/6
149.8.0.160/1/2/7|149.8.0.160/1/2/7/2
10.144.0.65/11/0/0|10.144.0.65/11/0/0/188
149.4.64.5/6/0/1|149.4.64.5/6/0/1/1
12.122.72.112/1/3/5|12.122.72.112/1/3/5/3
149.8.0.31/0/0/4|149.8.0.31/0/0/4/15
10.144.0.123/0/0/0|10.144.0.123/0/0/0/5
148.0.131.184/1/0/1|148.0.131.184/1/0/1/6
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6016
12.122.72.115/4/2/3|12.122.72.115/4/2/3/2
149.4.64.12/3/0/0|149.4.64.12/3/0/0/7
12.82.0.53/5/1/7|12.82.0.53/5/1/7/139
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6006
12.122.72.112/2/1/0|12.122.72.112/2/1/0/2
12.122.72.115/1/1/7|12.122.72.115/1/1/7/2
149.0.3.128/5/0/0|149.0.3.128/5/0/0/6013
8.8.0.168/2/0/5|8.8.0.168/2/0/5/3
10.0.8.122/1/1/1|10.0.8.122/1/1/1/15
12.123.80.214/3/0/4|12.123.80.214/3/0/4/135
143.0.68.208/1/1/1|143.0.68.208/1/1/1/49
149.0.3.223/1/0/2|149.0.3.223/1/0/2/50
149.9.0.61/5/0/0|149.9.0.61/5/0/0/4
149.4.64.2/0/0/0|149.4.64.2/0/0/0/1
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6008
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6011
143.0.68.49/0/0/3|143.0.68.49/0/0/3/13
12.123.80.212/2/1/7|12.123.80.212/2/1/7/6000
12.80.72.34/1/0/8|12.80.72.34/1/0/8/3
10.0.36.75/4/2/1|10.0.36.75/4/2/1/1
10.0.36.74/10/3/4|10.0.36.74/10/3/4/1
149.0.3.196/0/0/9|149.0.3.196/0/0/9/6007
143.0.24.132/1/0/6|143.0.24.132/1/0/6/17
143.0.68.170/1/0/1|143.0.68.170/1/0/1/17
10.0.36.78/3/1/3|10.0.36.78/3/1/3/1
143.0.24.168/0/0/0|143.0.24.168/0/0/0/27
143.0.68.225/5/0/0|143.0.68.225/5/0/0/6
10.0.40.7/3/1/1|10.0.40.7/3/1/1/14
149.0.3.202/0/0/0|149.0.3.202/0/0/0/6022
10.0.36.73/1/1/2|10.0.36.73/1/1/2/1
143.0.68.168/1/1/1|143.0.68.168/1/1/1/187
10.144.0.136/4/1/0|10.144.0.136/4/1/0/179
10.0.38.10/1/0/1|10.0.38.10/1/0/1/1
143.0.68.247/4/2/4|143.0.68.247/4/2/4/62
10.144.0.112/11/2/0|10.144.0.112/11/2/0/16
148.0.131.193/0/2/0|148.0.131.193/0/2/0/24
143.0.68.230/2/2/3|143.0.68.230/2/2/3/6019
12.122.74.1/0/3/0|12.122.74.1/0/3/0/2
10.0.8.122/1/0/8|10.0.8.122/1/0/8/1
12.123.80.84/0/1/7|12.123.80.84/0/1/7/32
10.0.36.75/4/0/8|10.0.36.75/4/0/8/1
10.0.36.74/2/0/0|10.0.36.74/2/0/0/1
149.0.3.202/0/0/0|149.0.3.202/0/0/0/6016
143.0.24.183/0/0/0|143.0.24.183/0/0/0/2
149.4.64.5/0/3/1|149.4.64.5/0/3/1/2
10.0.34.15/7/0/0|10.0.34.15/7/0/0/10
10.0.36.77/0/2/0|10.0.36.77/0/2/0/2
10.0.34.15/0/0/4|10.0.34.15/0/0/4/1
12.80.68.139/1/0/9|12.80.68.139/1/0/9/3
10.0.32.64/0/2/1|10.0.32.64/0/2/1/1
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6018
10.144.0.136/1/1/0|10.144.0.136/1/1/0/12
143.0.24.148/4/0/9|143.0.24.148/4/0/9/6000
10.0.32.64/0/0/3|10.0.32.64/0/0/3/1
149.9.0.128/0/3/4|149.9.0.128/0/3/4/1
148.0.131.182/0/0/1|148.0.131.182/0/0/1/9
10.144.0.61/10/0/0|10.144.0.61/10/0/0/8
10.0.36.77/0/1/3|10.0.36.77/0/1/3/1
149.0.3.138/0/0/5|149.0.3.138/0/0/5/18
10.0.36.75/11/0/1|10.0.36.75/11/0/1/4
149.9.0.128/1/3/4|149.9.0.128/1/3/4/7
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6001
12.123.80.92/1/0/2|12.123.80.92/1/0/2/6
143.0.68.168/2/0/5|143.0.68.168/2/0/5/39
143.0.68.55/0/0/0|143.0.68.55/0/0/0/6003
149.9.0.128/1/3/4|149.9.0.128/1/3/4/1
12.123.80.214/4/0/8|12.123.80.214/4/0/8/171
12.80.72.92/0/0/9|12.80.72.92/0/0/9/5
143.0.68.35/1/1/7|143.0.68.35/1/1/7/38
143.0.24.59/0/0/4|143.0.24.59/0/0/4/16
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6016
12.122.72.115/1/2/4|12.122.72.115/1/2/4/2
10.144.0.137/2/0/0|10.144.0.137/2/0/0/6000
10.0.36.75/8/2/5|10.0.36.75/8/2/5/2
10.0.36.75/5/0/7|10.0.36.75/5/0/7/0
10.0.36.78/2/1/2|10.0.36.78/2/1/2/7
150.0.0.59/5/1/1|150.0.0.59/5/1/1/42
150.0.0.59/5/3/0|150.0.0.59/5/3/0/62
143.0.68.172/4/0/6|143.0.68.172/4/0/6/162
12.80.72.123/0/3/3|12.80.72.123/0/3/3/1
8.8.0.160/0/1/9|8.8.0.160/0/1/9/6
10.0.36.72/0/2/5|10.0.36.72/0/2/5/2
149.0.3.156/0/0/6|149.0.3.156/0/0/6/33
143.0.68.168/2/0/5|143.0.68.168/2/0/5/13
10.0.38.60/1/0/1|10.0.38.60/1/0/1/6
10.0.8.124/4/1/9|10.0.8.124/4/1/9/5
10.0.8.122/1/1/1|10.0.8.122/1/1/1/5
10.144.0.137/5/0/2|10.144.0.137/5/0/2/6015
10.0.36.7/5/2/0|10.0.36.7/5/2/0/1
10.0.32.65/2/0/0|10.0.32.65/2/0/0/4
10.0.36.75/4/2/4|10.0.36.75/4/2/4/1
149.0.3.128/5/0/0|149.0.3.128/5/0/0/6015
12.123.80.84/0/0/5|12.123.80.84/0/0/5/7
10.0.36.75/0/0/3|10.0.36.75/0/0/3/5
143.0.68.169/1/0/5|143.0.68.169/1/0/5/65
10.144.0.62/9/2/4|10.144.0.62/9/2/4/13
143.0.68.170/1/0/2|143.0.68.170/1/0/2/12
12.122.74.1/0/3/0|12.122.74.1/0/3/0/7
12.122.74.1/0/3/0|12.122.74.1/0/3/0/11
10.144.0.137/3/3/0|10.144.0.137/3/3/0/2104
150.0.0.132/4/0/3|150.0.0.132/4/0/3/3
143.0.68.22/5/0/0|143.0.68.22/5/0/0/28
10.0.8.122/2/2/3|10.0.8.122/2/2/3/1
10.0.36.78/6/2/0|10.0.36.78/6/2/0/0
149.0.3.222/1/0/8|149.0.3.222/1/0/8/183
143.0.68.35/1/0/0|143.0.68.35/1/0/0/4
150.0.0.196/0/0/0|150.0.0.196/0/0/0/4
10.0.36.75/0/0/3|10.0.36.75/0/0/3/6
10.144.0.62/9/1/7|10.144.0.62/9/1/7/6
149.0.3.135/0/1/0|149.0.3.135/0/1/0/6006
143.0.68.172/3/0/0|143.0.68.172/3/0/0/6011
10.0.32.64/0/1/5|10.0.32.64/0/1/5/1
12.122.72.166/0/2/4|12.122.72.166/0/2/4/3
10.0.36.76/2/0/0|10.0.36.76/2/0/0/1
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6032
150.0.0.168/5/3/8|150.0.0.168/5/3/8/104
143.0.24.162/5/2/0|143.0.24.162/5/2/0/12
149.0.3.134/0/0/0|149.0.3.134/0/0/0/5
10.144.0.137/1/3/4|10.144.0.137/1/3/4/165
150.0.0.120/0/2/0|150.0.0.120/0/2/0/4
72.44.12.28/0/1/7|72.44.12.28/0/1/7/0
143.0.68.92/0/1/0|143.0.68.92/0/1/0/5
10.0.36.72/2/1/2|10.0.36.72/2/1/2/3
10.144.0.116/1/2/2|10.144.0.116/1/2/2/2
10.0.36.6/0/1/0|10.0.36.6/0/1/0/5
10.144.0.61/10/0/1|10.144.0.61/10/0/1/2
143.0.68.170/0/3/9|143.0.68.170/0/3/9/232
143.0.68.227/5/1/0|143.0.68.227/5/1/0/44
143.0.68.248/4/0/1|143.0.68.248/4/0/1/6004
149.0.3.196/0/0/8|149.0.3.196/0/0/8/6011
143.0.68.170/2/0/3|143.0.68.170/2/0/3/199
10.0.36.14/10/2/4|10.0.36.14/10/2/4/1
10.0.40.7/2/0/0|10.0.40.7/2/0/0/7
10.0.40.6/8/3/8|10.0.40.6/8/3/8/0
12.123.80.60/0/0/3|12.123.80.60/0/0/3/10
10.0.40.4/3/0/0|10.0.40.4/3/0/0/9
10.0.40.4/3/0/9|10.0.40.4/3/0/9/17
12.123.80.85/0/0/9|12.123.80.85/0/0/9/35
12.123.80.114/1/1/3|12.123.80.114/1/1/3/2
143.0.68.242/3/1/9|143.0.68.242/3/1/9/6002
143.0.68.227/4/0/0|143.0.68.227/4/0/0/25
12.122.72.112/1/3/3|12.122.72.112/1/3/3/2
12.80.84.7/0/0/0|12.80.84.7/0/0/0/3
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6011
12.122.72.115/0/2/2|12.122.72.115/0/2/2/0
149.4.64.5/1/2/6|149.4.64.5/1/2/6/1
149.0.3.223/1/0/6|149.0.3.223/1/0/6/55
143.0.68.61/1/0/5|143.0.68.61/1/0/5/6
143.0.68.242/3/0/3|143.0.68.242/3/0/3/6002
12.122.72.115/4/3/0|12.122.72.115/4/3/0/3
10.0.36.73/7/2/0|10.0.36.73/7/2/0/2
8.8.0.190/5/0/0|8.8.0.190/5/0/0/7
10.0.36.14/10/1/4|10.0.36.14/10/1/4/1
10.144.0.153/2/0/0|10.144.0.153/2/0/0/11
12.122.74.1/0/0/1|12.122.74.1/0/0/1/6
149.0.3.223/5/2/1|149.0.3.223/5/2/1/35
78.23.44.28/0/2/9|78.23.44.28/0/2/9/77
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6004
143.0.68.55/1/0/0|143.0.68.55/1/0/0/6002
149.9.0.28/5/1/5|149.9.0.28/5/1/5/28
150.0.0.167/1/1/8|150.0.0.167/1/1/8/18
10.0.36.76/9/0/0|10.0.36.76/9/0/0/3
10.144.0.137/0/0/0|10.144.0.137/0/0/0/677
10.144.0.62/9/1/7|10.144.0.62/9/1/7/1
10.0.40.35/8/2/0|10.0.40.35/8/2/0/3
143.0.24.102/0/0/2|143.0.24.102/0/0/2/5
143.0.24.241/1/0/2|143.0.24.241/1/0/2/11
12.122.72.115/1/2/1|12.122.72.115/1/2/1/2
8.8.0.205/2/0/9|8.8.0.205/2/0/9/22
8.8.0.154/1/1/0|8.8.0.154/1/1/0/34
8.8.0.118/1/1/2|8.8.0.118/1/1/2/7
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6020
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6030
143.0.24.98/1/1/9|143.0.24.98/1/1/9/70
143.0.68.35/1/1/6|143.0.68.35/1/1/6/37
10.0.36.7/6/0/0|10.0.36.7/6/0/0/1
12.123.80.27/2/0/3|12.123.80.27/2/0/3/6014
10.0.36.7/11/3/2|10.0.36.7/11/3/2/1
10.0.8.124/4/2/3|10.0.8.124/4/2/3/2
10.0.8.124/4/3/2|10.0.8.124/4/3/2/1
143.0.68.74/1/0/1|143.0.68.74/1/0/1/5
150.0.0.89/1/3/1|150.0.0.89/1/3/1/22
143.0.24.148/4/0/9|143.0.24.148/4/0/9/6003
148.0.131.182/1/0/0|148.0.131.182/1/0/0/35
10.0.36.72/2/0/7|10.0.36.72/2/0/7/4
10.0.36.77/2/0/7|10.0.36.77/2/0/7/1
12.80.72.53/0/0/0|12.80.72.53/0/0/0/3
12.80.0.208/4/0/0|12.80.0.208/4/0/0/88
149.0.3.138/4/0/0|149.0.3.138/4/0/0/31
143.0.68.169/2/0/2|143.0.68.169/2/0/2/108
10.0.36.73/1/2/9|10.0.36.73/1/2/9/1
10.0.36.7/6/0/3|10.0.36.7/6/0/3/1
143.0.24.102/0/1/4|143.0.24.102/0/1/4/45
143.0.68.248/0/0/2|143.0.68.248/0/0/2/16
143.0.68.69/1/0/2|143.0.68.69/1/0/2/10
150.0.0.217/0/0/5|150.0.0.217/0/0/5/18
10.0.40.4/0/0/2|10.0.40.4/0/0/2/4
10.144.0.154/1/3/9|10.144.0.154/1/3/9/593
143.0.68.175/0/0/3|143.0.68.175/0/0/3/6000
10.0.36.72/2/0/0|10.0.36.72/2/0/0/2
10.0.36.7/6/0/2|10.0.36.7/6/0/2/0
12.122.72.166/0/2/4|12.122.72.166/0/2/4/2
12.122.72.167/0/0/0|12.122.72.167/0/0/0/0
10.144.0.62/9/1/7|10.144.0.62/9/1/7/3
10.0.8.122/1/1/0|10.0.8.122/1/1/0/12
10.0.8.122/1/1/0|10.0.8.122/1/1/0/16
12.123.80.29/2/0/4|12.123.80.29/2/0/4/6004
10.0.40.7/4/2/4|10.0.40.7/4/2/4/2
149.4.64.5/1/2/4|149.4.64.5/1/2/4/1
150.0.0.218/0/1/0|150.0.0.218/0/1/0/5
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6064
143.0.68.212/0/0/5|143.0.68.212/0/0/5/6000
10.144.0.61/9/0/2|10.144.0.61/9/0/2/1
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6038
10.0.36.73/1/2/9|10.0.36.73/1/2/9/2
143.0.24.60/0/0/0|143.0.24.60/0/0/0/3
10.0.38.120/4/2/0|10.0.38.120/4/2/0/6
10.0.40.32/4/0/5|10.0.40.32/4/0/5/2
150.0.0.212/0/0/0|150.0.0.212/0/0/0/7
10.144.0.155/1/0/1|10.144.0.155/1/0/1/6003
10.144.0.65/7/1/0|10.144.0.65/7/1/0/97
12.122.72.115/4/3/4|12.122.72.115/4/3/4/4
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6023
149.9.0.20/1/0/2|149.9.0.20/1/0/2/12
143.0.68.169/3/0/0|143.0.68.169/3/0/0/83
10.0.36.73/0/1/0|10.0.36.73/0/1/0/3
10.0.36.77/0/0/2|10.0.36.77/0/0/2/2
10.0.36.78/8/2/0|10.0.36.78/8/2/0/1
143.0.24.168/3/0/4|143.0.24.168/3/0/4/127
149.0.3.196/0/2/6|149.0.3.196/0/2/6/159
143.0.68.24/5/3/0|143.0.68.24/5/3/0/30
143.0.24.145/8/1/0|143.0.24.145/8/1/0/53
8.8.0.148/1/0/8|8.8.0.148/1/0/8/37
8.8.0.172/4/0/0|8.8.0.172/4/0/0/70
149.4.64.2/0/2/2|149.4.64.2/0/2/2/1
150.0.0.213/2/0/0|150.0.0.213/2/0/0/6
10.0.36.77/2/2/2|10.0.36.77/2/2/2/1
10.0.40.1/1/1/2|10.0.40.1/1/1/2/10
12.123.80.214/3/0/1|12.123.80.214/3/0/1/6007
12.122.72.112/2/0/8|12.122.72.112/2/0/8/2
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6170
150.0.0.183/1/3/0|150.0.0.183/1/3/0/12
10.0.34.15/3/0/7|10.0.34.15/3/0/7/2
10.144.0.112/0/3/0|10.144.0.112/0/3/0/70
149.4.64.5/1/0/8|149.4.64.5/1/0/8/1
10.0.40.4/2/0/5|10.0.40.4/2/0/5/5
143.0.68.67/2/0/0|143.0.68.67/2/0/0/1
143.0.24.186/0/0/1|143.0.24.186/0/0/1/4
12.82.0.58/0/0/2|12.82.0.58/0/0/2/7
10.144.0.147/1/0/0|10.144.0.147/1/0/0/6014
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6008
143.0.68.254/1/0/0|143.0.68.254/1/0/0/28
10.0.36.75/8/2/1|10.0.36.75/8/2/1/2
12.82.0.53/1/0/8|12.82.0.53/1/0/8/135
10.0.40.4/1/2/0|10.0.40.4/1/2/0/2
12.122.72.112/4/0/1|12.122.72.112/4/0/1/3
150.0.0.167/1/1/3|150.0.0.167/1/1/3/34
143.0.68.212/0/0/5|143.0.68.212/0/0/5/6004
10.144.0.154/2/0/3|10.144.0.154/2/0/3/6002
12.123.80.91/3/0/0|12.123.80.91/3/0/0/5
143.1.140.2/7/0/3|143.1.140.2/7/0/3/1
10.0.40.35/8/0/2|10.0.40.35/8/0/2/1
149.4.64.1/5/0/2|149.4.64.1/5/0/2/1
150.0.0.44/1/0/2|150.0.0.44/1/0/2/23
149.0.3.244/1/1/0|149.0.3.244/1/1/0/6002
12.123.80.29/1/1/7|12.123.80.29/1/1/7/104
12.82.0.62/2/1/2|12.82.0.62/2/1/2/8
10.0.40.4/6/1/0|10.0.40.4/6/1/0/1
10.0.40.32/4/0/0|10.0.40.32/4/0/0/5
10.0.36.77/0/0/9|10.0.36.77/0/0/9/1
10.144.0.154/2/0/0|10.144.0.154/2/0/0/6000
12.80.0.209/2/3/0|12.80.0.209/2/3/0/3
143.0.68.247/4/2/4|143.0.68.247/4/2/4/6010
12.80.0.207/2/0/0|12.80.0.207/2/0/0/16
10.0.36.73/1/2/6|10.0.36.73/1/2/6/3
12.123.68.1/2/3/0|12.123.68.1/2/3/0/46
10.144.0.61/9/0/5|10.144.0.61/9/0/5/1
10.0.36.14/1/0/0|10.0.36.14/1/0/0/3
143.0.68.168/2/0/5|143.0.68.168/2/0/5/7
143.0.24.7/0/0/0|143.0.24.7/0/0/0/3
148.0.131.182/4/0/9|148.0.131.182/4/0/9/23
149.4.64.5/0/0/4|149.4.64.5/0/0/4/2
143.0.68.214/1/0/7|143.0.68.214/1/0/7/6000
10.0.36.77/11/2/5|10.0.36.77/11/2/5/1
143.1.140.2/3/0/4|143.1.140.2/3/0/4/1
10.144.0.115/11/0/0|10.144.0.115/11/0/0/21
12.122.72.115/4/0/8|12.122.72.115/4/0/8/3
10.0.36.6/0/0/7|10.0.36.6/0/0/7/0
149.4.64.2/0/1/2|149.4.64.2/0/1/2/3
143.0.68.248/1/1/4|143.0.68.248/1/1/4/82
143.0.68.230/9/0/5|143.0.68.230/9/0/5/30
10.0.40.4/3/0/9|10.0.40.4/3/0/9/9
10.0.36.73/11/0/0|10.0.36.73/11/0/0/1
143.0.24.186/0/0/1|143.0.24.186/0/0/1/6
12.80.72.123/0/3/9|12.80.72.123/0/3/9/10
10.0.40.4/0/0/0|10.0.40.4/0/0/0/6
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6046
10.0.40.4/0/0/1|10.0.40.4/0/0/1/5
10.0.36.72/2/3/7|10.0.36.72/2/3/7/1
10.0.40.4/1/2/9|10.0.40.4/1/2/9/1
10.0.40.1/0/1/7|10.0.40.1/0/1/7/0
12.80.72.61/3/0/0|12.80.72.61/3/0/0/5
143.0.68.242/3/1/9|143.0.68.242/3/1/9/162
149.4.64.2/0/0/7|149.4.64.2/0/0/7/1
149.4.64.2/0/1/0|149.4.64.2/0/1/0/1
12.80.72.123/0/3/3|12.80.72.123/0/3/3/12
72.44.12.28/0/2/3|72.44.12.28/0/2/3/451
143.0.24.98/1/0/8|143.0.24.98/1/0/8/59
10.0.36.72/9/0/0|10.0.36.72/9/0/0/1
149.0.3.207/2/3/0|149.0.3.207/2/3/0/23
12.123.68.1/2/3/0|12.123.68.1/2/3/0/16
10.0.36.78/0/0/2|10.0.36.78/0/0/2/1
12.123.80.65/0/0/5|12.123.80.65/0/0/5/17
8.8.0.172/5/0/0|8.8.0.172/5/0/0/10
10.0.40.7/2/0/1|10.0.40.7/2/0/1/1
143.0.68.230/2/2/3|143.0.68.230/2/2/3/284
10.144.0.112/0/1/0|10.144.0.112/0/1/0/68
10.0.40.4/1/0/2|10.0.40.4/1/0/2/2
148.0.131.184/1/0/3|148.0.131.184/1/0/3/10
143.0.68.75/0/0/0|143.0.68.75/0/0/0/3
149.9.0.18/0/0/0|149.9.0.18/0/0/0/4
10.0.40.1/0/1/5|10.0.40.1/0/1/5/1
10.0.40.1/4/2/4|10.0.40.1/4/2/4/1
143.0.24.168/3/0/4|143.0.24.168/3/0/4/183
12.80.0.213/3/1/0|12.80.0.213/3/1/0/8
143.0.24.132/4/0/0|143.0.24.132/4/0/0/57
143.0.24.148/4/0/9|143.0.24.148/4/0/9/9
143.0.68.169/2/0/0|143.0.68.169/2/0/0/42
10.0.36.72/2/0/0|10.0.36.72/2/0/0/1
148.0.0.32/2/0/0|148.0.0.32/2/0/0/3
143.0.68.242/0/2/0|143.0.68.242/0/2/0/6005
10.0.38.82/0/0/2|10.0.38.82/0/0/2/10
10.0.34.15/7/0/0|10.0.34.15/7/0/0/3
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6073
149.0.3.222/2/1/0|149.0.3.222/2/1/0/148
10.0.8.124/4/2/2|10.0.8.124/4/2/2/0
149.4.64.5/0/1/7|149.4.64.5/0/1/7/3
148.0.131.182/2/0/4|148.0.131.182/2/0/4/41
149.0.3.231/2/0/0|149.0.3.231/2/0/0/19
149.9.0.18/0/1/0|149.9.0.18/0/1/0/7
10.144.0.136/5/1/0|10.144.0.136/5/1/0/6005
12.82.0.53/4/0/1|12.82.0.53/4/0/1/9
143.0.68.254/1/0/1|143.0.68.254/1/0/1/53
78.23.44.28/0/3/0|78.23.44.28/0/3/0/1
143.0.24.237/0/0/4|143.0.24.237/0/0/4/7
149.0.3.250/5/0/2|149.0.3.250/5/0/2/13
143.0.68.43/0/0/0|143.0.68.43/0/0/0/6005
10.0.36.6/7/0/0|10.0.36.6/7/0/0/1
143.0.68.35/1/0/8|143.0.68.35/1/0/8/26
12.122.74.1/0/3/1|12.122.74.1/0/3/1/1
8.8.0.219/0/0/4|8.8.0.219/0/0/4/4
10.0.8.124/8/0/3|10.0.8.124/8/0/3/1
10.0.40.7/4/2/0|10.0.40.7/4/2/0/1
12.82.0.62/1/3/6|12.82.0.62/1/3/6/104
143.0.68.49/0/0/0|143.0.68.49/0/0/0/4
10.0.38.121/2/0/2|10.0.38.121/2/0/2/36
12.123.80.65/0/0/7|12.123.80.65/0/0/7/25
10.0.40.7/0/0/1|10.0.40.7/0/0/1/13
10.0.34.15/2/0/4|10.0.34.15/2/0/4/4
12.123.80.15/2/1/1|12.123.80.15/2/1/1/64
10.144.0.155/4/0/0|10.144.0.155/4/0/0/751
8.8.0.154/3/1/0|8.8.0.154/3/1/0/10
150.0.0.232/0/0/6|150.0.0.232/0/0/6/9
143.0.24.98/1/0/0|143.0.24.98/1/0/0/4
12.123.68.1/2/3/0|12.123.68.1/2/3/0/3
143.0.68.62/1/0/0|143.0.68.62/1/0/0/4
10.0.36.77/0/0/7|10.0.36.77/0/0/7/1
10.144.0.154/2/2/0|10.144.0.154/2/2/0/6002
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6100
12.122.72.164/0/0/0|12.122.72.164/0/0/0/0
149.8.0.160/2/3/5|149.8.0.160/2/3/5/1
143.0.68.136/0/0/0|143.0.68.136/0/0/0/4
10.0.40.35/3/2/0|10.0.40.35/3/2/0/1
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6011
149.0.3.250/4/3/8|149.0.3.250/4/3/8/7
10.0.36.72/9/0/7|10.0.36.72/9/0/7/4
149.9.0.6/0/3/0|149.9.0.6/0/3/0/6001
10.0.36.6/5/0/0|10.0.36.6/5/0/0/1
10.0.36.75/5/0/4|10.0.36.75/5/0/4/3
10.0.36.74/0/0/2|10.0.36.74/0/0/2/2
12.122.72.115/4/3/4|12.122.72.115/4/3/4/1
143.0.68.168/2/0/5|143.0.68.168/2/0/5/6000
12.122.72.115/0/1/4|12.122.72.115/0/1/4/3
10.0.8.124/4/2/6|10.0.8.124/4/2/6/0
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6014
143.0.24.237/0/0/6|143.0.24.237/0/0/6/20
10.0.40.4/1/3/1|10.0.40.4/1/3/1/0
10.0.36.7/8/2/2|10.0.36.7/8/2/2/1
10.0.40.7/2/0/0|10.0.40.7/2/0/0/11
72.44.12.28/2/0/0|72.44.12.28/2/0/0/3
10.0.36.23/0/0/4|10.0.36.23/0/0/4/1
12.80.0.213/3/2/0|12.80.0.213/3/2/0/6
149.4.64.5/3/3/9|149.4.64.5/3/3/9/1
143.0.24.92/0/0/0|143.0.24.92/0/0/0/15
10.0.36.72/9/0/2|10.0.36.72/9/0/2/1
149.0.3.135/0/2/0|149.0.3.135/0/2/0/6005
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6179
143.0.24.15/1/3/7|143.0.24.15/1/3/7/135
12.123.68.1/2/3/0|12.123.68.1/2/3/0/43
10.0.36.77/10/0/2|10.0.36.77/10/0/2/2
8.8.0.190/5/0/0|8.8.0.190/5/0/0/5
10.0.36.78/1/0/4|10.0.36.78/1/0/4/1
10.0.36.7/1/0/0|10.0.36.7/1/0/0/2
10.0.36.6/7/0/2|10.0.36.6/7/0/2/1
10.0.38.72/0/0/3|10.0.38.72/0/0/3/15
10.144.0.137/3/3/3|10.144.0.137/3/3/3/2081
12.123.68.1/2/3/0|12.123.68.1/2/3/0/54
12.123.68.1/2/3/0|12.123.68.1/2/3/0/8
12.123.68.4/3/3/0|12.123.68.4/3/3/0/1
10.0.36.77/1/2/1|10.0.36.77/1/2/1/3
12.82.0.63/5/0/6|12.82.0.63/5/0/6/9
12.123.80.46/1/0/5|12.123.80.46/1/0/5/6000
143.0.68.173/0/0/3|143.0.68.173/0/0/3/5
8.8.0.118/1/1/2|8.8.0.118/1/1/2/1
143.0.68.168/2/0/5|143.0.68.168/2/0/5/23
10.144.0.137/1/0/2|10.144.0.137/1/0/2/6033
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6006
